tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Hilligenlei	Hilligenlei	hilligenlei	XY	N.Reg.Nom.Sg.Fem	yes	yes	x
In	In	in	APPR	APPR.In	yes	yes	x
baumwollenen	baumwollenen	baumwollen	ADJA	ADJA.Pos.Dat.Pl.Masc	no	yes	x
Handschuhen	Handschuhen	Handschuh	NN	N.Reg.Dat.Pl.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	yes	yes	x
mit	mit	mit	APPR	APPR.Dat	no	yes	x
quäkender	quäkender	quäkend	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	x
Stimme	Stimme	Stimme	NN	N.Reg.Dat.Sg.Fem	no	yes	x
zu	zu	zu	PTKZU	PART.Zu	no	yes	x
lesen	lesen	lesen	VVINF	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Erstes	Erstes	erst	ADJA	ADJA.Pos.Nom.Sg.Neut	yes	yes	x
Kapietel	Kapitel	Kapitel	NN	N.Reg.Nom.Sg.Neut	no	yes	x
Nu	Nun	nun	ADV	ADV	yes	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
singe	singe	singen	VVFIN	VFIN.Full.3.Sg.Pres.Subj	no	yes	x
ma	ma	Ma	NE	N.Name.Nom.Sg.*	no	yes	x
1	1	1	CARD	CARD	yes	yes	x
,	,	,	$,	SYM.Pun.Comma	yes	yes	x
du	du	du	PPER	PRO.Pers.Subst.2.Nom.Sg.*	no	yes	x
meine	meine	meine	PPOSAT	PRO.Poss.Attr.-.Acc.Pl.Masc	no	yes	x
norddeutsche	norddeutsche	norddeutsch	ADJA	ADJA.Pos.Acc.Pl.Masc	no	yes	x
Pastorenseele	Pastorenseele	Pastorenseele	NN	N.Reg.Acc.Pl.Masc	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
einem	einem	eine	ART	ART.Indef.Dat.Sg.Masc	no	yes	x
