tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Eine	Eine	eine	ART	ART.Indef.Nom.Sg.Fem	yes	yes	x
Mondgeschichte	Mondgeschichte	Mondgeschichte	NN	N.Reg.Nom.Sg.Fem	no	yes	x
There	There	there	FM.en	FM	yes	yes	x
are	are	are	FM.en	FM	no	yes	x
many	many	many	FM.en	FM	no	yes	x
attempts	attempts	attempts	FM.en	FM	no	yes	x
made	made	made	FM.en	FM	no	yes	x
by	by	by	FM.en	FM	no	yes	x
poetical	poetical	poetical	FM.en	FM	no	yes	x
authors	authors	authors	FM.en	FM	no	yes	x
to	to	to	FM.en	FM	no	yes	x
reach	reach	reach	FM.en	ADJD.Pos	no	yes	x
the	the	the	FM.en	FM	no	yes	x
moon	moon	moon	FM.en	FM	no	yes	x
from	fromm	fromm	FM.en	ADJD.Pos	no	yes	x
their	their	their	FM.en	FM	no	yes	x
writing-desk	writing-desk	writing-desk	FM.en	FM	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
E.	E.	E.	NE	N.Name.*.*.*	yes	yes	x
Poe	Poe	Poe	NE	N.Name.Nom.Sg.*	no	yes	x
Zu	Zu	zu	APPR	APPR.Dat	yes	yes	x
meiner	meiner	meine	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Fem	no	yes	x
Zeit	Zeit	Zeit	NN	N.Reg.Dat.Sg.Fem	no	yes	x
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	yes	x
bei	bei	bei	APPR	APPR.Dat	no	yes	x
Studenten	Studenten	Student	NN	N.Reg.Dat.Pl.Masc	no	yes	x
noch	noch	noch	ADV	ADV	no	yes	x
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	x
Sitte	Sitte	Sitte	NN	N.Reg.Acc.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
an	an	an	APPR	APPR.An	no	yes	x
einer	einer	eine	ART	PRO.Indef.Subst.-.Dat.Sg.Fem	no	yes	x
oder	oder	oder	KON	CONJ.Coord.-	no	yes	x
höchstens	höchstens	höchstens	ADV	ADV	no	yes	x
zwei	zwei	zwei	CARD	CARD	no	yes	x
Universitäten	Universitäten	Universität	NN	N.Reg.Acc.Pl.Fem	no	yes	x
zu	zu	zu	PTKZU	PART.Zu	no	yes	x
studieren	studieren	studieren	VVINF	VINF.Full.-	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
die	die	die	PRELS	PRO.Rel.Subst.-.Nom.Pl.Fem	no	yes	x
noch	noch	noch	ADV	ADV	no	yes	x
dazu	dazu	dazu	PAV	PROADV.Dem	no	yes	x
beide	beide	beide	PIS	PRO.Indef.Subst.-.Nom.Pl.*	no	yes	x
im	im	im	APPRART	APPRART.Dat.Sg.Neut	no	yes	x
Inlande	Inlande	Inland	NN	N.Reg.Dat.Sg.Neut	no	yes	x
gelegen	gelegen	liegen	VVPP	VPP.Full.Psp	no	yes	x
sein	sein	sein	VAINF	VINF.Sein.-	no	yes	x
mußten	mußten	müssen	VMFIN	VFIN.Mod.3.Pl.Past.Ind	no	yes	x
;	;	;	$.	SYM.Pun.Sent	no	yes	x
wir	wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	no	yes	x
zogen	zogen	ziehen	VVFIN	VFIN.Full.1.Pl.Past.Ind	no	yes	x
über	über	über	APPR	APPR.über	no	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
ganze	ganze	ganz	ADJA	ADJA.Pos.Acc.Sg.Fem	no	yes	x
gebildete	gebildete	gebildet	ADJA	ADJA.Pos.Acc.Sg.Fem	no	yes	x
Welt	Welt	Welt	NN	N.Reg.Acc.Sg.Fem	no	yes	x
;	;	;	$.	SYM.Pun.Sent	no	yes	x
waren	waren	sein	VAFIN	VFIN.Sein.3.Pl.Past.Ind	no	yes	x
heute	heute	heute	ADV	ADV	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
Prag	Prag	Prag	NE	N.Name.Dat.Sg.Neut	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
morgen	morgen	morgen	ADV	ADV	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
Paris	Paris	Paris	NE	N.Name.Dat.Sg.Neut	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Und	Und	und	KON	CONJ.Coord.-	yes	yes	x
so	so	so	ADV	ADV	no	yes	x
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	x
es	esLeyden	Esleyden	NE	VINF.Full.zu	no	yes	x
Leyden	,	,	$,	SYM.Pun.Comma	yes	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
wo	wo	wo	PWAV	PROADV.Inter	yes	yes	x
mir	mir	ich	PPER	PRO.Pers.Subst.1.Dat.Sg.*	no	yes	x
die	die	d	ART	ART.Def.Nom.Sg.Fem	no	yes	x
Geschichte	Geschichte	Geschichte	NN	N.Reg.Nom.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
die	die	die	PRELS	PRO.Rel.Subst.-.Acc.Sg.Fem	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Neut	no	yes	x
folgenden	folgenden	folgend	ADJA	ADJA.Pos.Dat.Pl.Neut	no	yes	x
Blättern	Blättern	Blatt	NN	N.Reg.Dat.Pl.Neut	no	yes	x
erzählen	erzählen	erzählen	VVINF	VINF.Full.-	no	yes	x
will	will	wollen	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
passiert	passiert	passieren	VVPP	VPP.Full.Psp	no	yes	x
ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	yes	yes	x
Sollte	Sollte	sollen	VMFIN	VFIN.Mod.3.Sg.Past.Subj	yes	yes	x
Jemand	Jemand	jemand	PIS	PRO.Indef.Subst.-.Nom.Sg.Masc	no	yes	x
zu	zu	zu	APPR	APPR.Dat	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
Schluß	Schluß	Schluß	NN	N.Reg.Dat.Sg.Masc	no	yes	x
kommen	kommen	kommen	VVINF	VINF.Full.-	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
daß	daß	daß	KOUS	CONJ.SubFin.-	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
bei	bei	bei	APPR	APPR.Dat	no	yes	x
solcher	solcher	solch	PIAT	PRO.Indef.Attr.-.Dat.Sg.Fem	no	yes	x
Freizügigkeit	Freizügigkeit	Freizügigkeit	NN	N.Reg.Dat.Sg.Fem	no	yes	x
