tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Der	Der	d	ART	ART.Def.Nom.Sg.Masc	yes	yes	x
Landvogt	Landvogt	Landvogt	NN	N.Reg.Nom.Sg.Masc	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
Greifensee	Greifensee	Greifensee	NE	N.Name.Dat.Sg.*	no	yes	x
Am	Am	am	APPRART	APPRART.Dat.Sg.Masc	yes	yes	x
13.	13.	13.	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
Heumonat	Heumonat	Heumonat	NN	N.Reg.Dat.Sg.Masc	no	yes	x
1783	1783	1783	CARD	CARD	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
als	als	als	KOKOM	CONJ.SubFin.-	no	yes	x
an	an	an	APPR	APPR.An	no	yes	x
Kaiser	Kaiser	Kaiser	NE	N.Name.Nom.Sg.Masc	no	yes	x
Heinrichs	Heinrichs	Heinrichs	NE	N.Name.Gen.Sg.Masc	no	yes	x
Tag	Tag	Tag	NN	N.Reg.Dat.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
wie	wie	wie	PWAV	PROADV.Inter	no	yes	x
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	x
noch	noch	noch	ADV	ADV	no	yes	x
heute	heute	heute	ADV	ADV	no	yes	x
rot	rot	rot	ADJD	ADJD.Pos	no	yes	x
im	im	im	APPRART	APPRART.Dat.Sg.Masc	no	yes	x
Züricher	Züricher	züricher	ADJA	ADJA.Pos.*.*.*	no	yes	x
Kalender	Kalender	Kalender	NN	N.Reg.Dat.Sg.Masc	no	yes	x
steht	steht	stehen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
spazierte	spazierte	spazieren	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Neut	no	yes	x
