tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Das	Das	d	ART	ART.Def.Nom.Sg.Neut	yes	yes	x
Christusbild	Christusbild	Christusbild	NN	N.Reg.Nom.Sg.Neut	no	yes	x
Da	Da	da	ADV	ADV	yes	yes	x
steht	steht	stehen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	yes	x
wieder	wieder	wieder	ADV	ADV	no	yes	x
greifbar	greifbar	greifbar	ADJD	ADJD.Pos	no	yes	x
lebendig	lebendig	lebendig	ADJD	ADJD.Pos	no	yes	x
vor	vor	vor	APPR	APPR.Vor	no	yes	x
mir	mir	ich	PPER	PRO.Pers.Subst.1.Dat.Sg.*	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
das	das	d	ART	ART.Def.Nom.Sg.Neut	no	yes	x
arme	arme	arm	ADJA	ADJA.Pos.Nom.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
verfallene	verfallene	verfallen	ADJA	ADJA.Pos.Nom.Sg.Neut	no	yes	x
Landstädtchen	Landstädtchen	Landstadtchen	NN	N.Reg.Nom.Sg.Neut	no	yes	x
mit	mit	mit	APPR	APPR.Dat	no	yes	x
seinen	seinen	seine	PPOSAT	PRO.Poss.Attr.-.Dat.Pl.Fem	no	yes	x
engen	engen	eng	ADJA	ADJA.Pos.Dat.Pl.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
krummen	krummen	krumm	ADJA	ADJA.Pos.Dat.Pl.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
düsteren	düsteren	düster	ADJA	ADJA.Pos.Dat.Pl.Fem	no	yes	x
Gassen	Gassen	Gasse	NN	N.Reg.Dat.Pl.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
mit	mit	mit	APPR	APPR.Dat	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
verfallenen	verfallenen	verfallen	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	x
Burg	Burg	Burg	NN	N.Reg.Dat.Sg.Fem	no	yes	x
oben	oben	oben	ADV	ADV	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
Berge	Berge	Berg	NN	N.Reg.Dat.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
mit	mit	mit	APPR	APPR.Dat	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Neut	no	yes	x
stolzen	stolzen	stolz	ADJA	ADJA.Pos.Dat.Sg.Neut	no	yes	x
Kloster	Kloster	Kloster	NN	N.Reg.Dat.Sg.Neut	no	yes	x
unten	unten	unten	ADV	ADV	no	yes	x
am	am	am	APPRART	APPRART.Dat.Sg.Masc	no	yes	x
Flusse	Flusse	Fluß	NN	N.Reg.Dat.Sg.Masc	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Und	Und	und	KON	CONJ.Coord.-	yes	yes	x
namentlich	namentlich	namentlich	ADV	ADV	no	yes	x
des	des	d	ART	ART.Def.Gen.Sg.Masc	no	yes	x
letzteren	letzteren	letztere	PIS	ADJA.Comp.Gen.Sg.Masc	no	yes	x
muß	muß	müssen	VMFIN	VFIN.Mod.1.Sg.Pres.Ind	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
immer	immer	immer	ADV	ADV	no	yes	x
wieder	wieder	wieder	ADV	ADV	no	yes	x
gedenken	gedenken	gedenken	VVINF	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Ein	Ein	eine	ART	ART.Indef.Nom.Sg.Masc	yes	yes	x
hoher	hoher	hoch	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
mächtiger	mächtiger	mächtig	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Bau	Bau	Bau	NN	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
rings	rings	rings	ADV	ADV	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
einer	einer	eine	ART	ART.Indef.Dat.Sg.Fem	no	yes	x
Mauer	Mauer	Mauer	NN	N.Reg.Dat.Sg.Fem	no	yes	x
eingeschlossen	eingeschlossen	einschließen	VVPP	VPP.Full.Psp	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
an	an	an	APPR	APPR.An	no	yes	x
der	der	die	PRELS	PRO.Rel.Subst.-.Dat.Sg.Fem	no	yes	x
noch	noch	noch	ADV	ADV	no	yes	x
heute	heute	heute	ADV	ADV	no	yes	x
die	die	d	ART	ART.Def.Nom.Pl.Fem	no	yes	x
Spuren	Spuren	Spur	NN	N.Reg.Nom.Pl.Fem	no	yes	x
zu	zu	zu	PTKZU	PART.Zu	no	yes	x
sehen	sehen	sehen	VVINF	VINF.Full.-	no	yes	x
sind	sind	sein	VAFIN	VFIN.Sein.3.Pl.Pres.Ind	no	yes	x
aus	aus	aus	APPR	APPR.Dat	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
bösen	bösen	böse	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
verheerenden	verheerenden	verheerend	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	x
Tartarenzeit	Tartarenzeit	Tartarenzeit	NN	N.Reg.Dat.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
drin	drin	drin	ADV	ADV	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Masc	no	yes	x
wirrer	wirrer	wirr	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
