tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Jules	Jules	Jules	NE	N.Name.*.*.*	yes	yes	x
Verne	Verne	Verne	NE	N.Name.*.*.*	no	yes	x
Meister	Meister	Meister	NE	N.Reg.Nom.Sg.Masc	yes	yes	x
Zacharius	Zacharius	Zacharius	NE	N.Name.Nom.Sg.Masc	no	yes	x
Ueber	Über	über	APPR	APPR.über	yes	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
Oeffnung	Öffnung	Öffnung	NN	N.Reg.Acc.Sg.Fem	no	yes	x
gebeugt	gebeugt	beugen	VVPP	VPP.Full.Psp	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
schaute	schaute	schauen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
Fluth	Flut	Flut	NN	N.Reg.Acc.Sg.Fem	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
(	(	(	$(	SYM.Paren.Left	yes	yes	x
S.	S.	S.	NN	N.Reg.Nom.Sg.Fem	no	yes	x
91	91	91	CARD	CARD	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
)	)	)	$(	SYM.Paren.Right	no	yes	x
Erstes	Erstes	erst	ADJA	ADJA.Pos.Nom.Sg.Neut	yes	yes	x
Capitel	Kapitel	Kapitel	NN	N.Reg.Nom.Sg.Neut	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Eine	Eine	eine	ART	ART.Indef.Nom.Sg.Fem	yes	yes	x
Winternacht	Winternacht	Winternacht	NN	N.Reg.Nom.Sg.Fem	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Die	Die	d	ART	ART.Def.Nom.Sg.Fem	yes	yes	x
Stadt	Stadt	Stadt	NN	N.Reg.Nom.Sg.Fem	no	yes	x
Genf	Genf	Genf	NE	N.Name.Nom.Sg.Neut	no	yes	x
liegt	liegt	liegen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
an	an	an	APPR	APPR.An	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Westspitze	Westspitze	Westenspitze	NN	N.Reg.Dat.Sg.Fem	no	yes	x
des	des	d	ART	ART.Def.Gen.Sg.Masc	no	yes	x
Sees	Sees	See	NN	N.Reg.Gen.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	yes	x
nach	nach	nach	APPR	APPR.Dat	no	yes	x
ihr	ihr	ihr	PPOSAT	PRO.Pers.Subst.3.Dat.Sg.Fem	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
gleichen	gleichen	gleich	ADJA	ADJA.Pos.Acc.Sg.Masc	no	yes	x
Namen	Namen	Name	NN	N.Reg.Acc.Sg.Masc	no	yes	x
erhalten	erhalten	erhalten	VVPP	VPP.Full.Psp	no	yes	x
hat	hat	haben	VAFIN	VFIN.Haben.3.Sg.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
wird	wird	werden	VAFIN	VFIN.Aux.3.Sg.Pres.Ind	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Rhone	Rhone	Rhone	NE	N.Name.Dat.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
wenn	wenn	wenn	KOUS	CONJ.SubFin.-	no	yes	x
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	no	yes	x
aus	aus	aus	APPR	APPR.Dat	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
See	See	See	NN	N.Reg.Dat.Sg.Masc	no	yes	x
heraustritt	heraustritt	heraustreten	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
zwei	zwei	zwei	CARD	CARD	no	yes	x
besondere	besondere	besondere	ADJA	ADJA.Pos.Acc.Pl.Masc	no	yes	x
Stadttheile	Stadtteile	Stadtteil	NN	N.Reg.Acc.Pl.Masc	no	yes	x
geschieden	geschieden	scheiden	VVPP	VPP.Full.Psp	no	yes	x
;	;	;	$.	SYM.Pun.Sent	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Fluß	Fluß	Fluß	NN	N.Reg.Nom.Sg.Masc	no	yes	x
selbst	selbst	selbst	ADV	ADV	no	yes	x
theilt	teilt	teilen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	x
etwa	etwa	etwa	ADV	ADV	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Mitte	Mitte	Mitte	NN	N.Reg.Dat.Sg.Fem	no	yes	x
der	der	d	ART	ART.Def.Gen.Sg.Fem	no	yes	x
Stadt	Stadt	Stadt	NN	N.Reg.Gen.Sg.Fem	no	yes	x
durch	durch	durch	APPR	APPR.Acc	no	yes	x
eine	eine	eine	ART	ART.Indef.Acc.Sg.Fem	no	yes	x
Insel	Insel	Insel	NN	N.Reg.Acc.Sg.Fem	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
zwei	zwei	zwei	CARD	CARD	no	yes	x
Arme	Arme	Arme	NN	N.Reg.Acc.Pl.Masc	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Eine	Eine	eine	ART	ART.Indef.Acc.Sg.Fem	yes	yes	x
ähnliche	ähnliche	ähnlich	ADJA	ADJA.Pos.Acc.Sg.Fem	no	yes	x
topographische	topographische	topographisch	ADJA	ADJA.Pos.Acc.Sg.Fem	no	yes	x
Beschaffenheit	Beschaffenheit	Beschaffenheit	NN	N.Reg.Acc.Sg.Fem	no	yes	x
finden	finden	finden	VVFIN	VFIN.Full.1.Pl.Pres.Ind	no	yes	x
wir	wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	no	yes	x
bei	bei	bei	APPR	APPR.Dat	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Neut	no	yes	x
großen	großen	groß	ADJA	ADJA.Pos.Dat.Pl.Neut	no	yes	x
Centren	Zentren	Zentrum	NN	N.Reg.Dat.Pl.Neut	no	yes	x
des	des	d	ART	ART.Def.Gen.Sg.Masc	no	yes	x
Handels	Handels	Handel	NN	N.Reg.Gen.Sg.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Industrie	Industrie	Industrie	NN	N.Reg.Dat.Sg.Fem	no	yes	x
häufig	häufig	häufig	ADJD	ADJD.Pos	no	yes	x
