tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Jules	Jules	Jules	NE	N.Name.*.*.*	yes	yes	x
Verne	Verne	Verne	NE	N.Name.*.*.*	no	yes	x
Ein	Ein	eine	ART	ART.Indef.Nom.Sg.Neut	yes	yes	x
Drama	Drama	Drama	NN	N.Reg.Nom.Sg.Neut	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Fem	no	yes	x
Lüften	Lüften	Luft	NN	N.Reg.Dat.Pl.Fem	no	yes	x
Am	Am	am	APPRART	APPRART.Dat.Sg.Masc	yes	yes	x
Monat	Monat	Monat	NN	N.Reg.Dat.Sg.Masc	no	yes	x
September	September	September	NN	N.Reg.*.Sg.Masc	no	yes	x
des	des	d	ART	ART.Def.Gen.Sg.Neut	no	yes	x
Jahres	Jahres	Jahr	NN	N.Reg.Gen.Sg.Neut	no	yes	x
185	185	185	CARD	CARD	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
kam	kam	kommen	VVFIN	VFIN.Full.1.Sg.Past.Ind	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
Frankfurt	Frankfurt	Frankfurt	NE	N.Name.Dat.Sg.Neut	no	yes	x
a.	a.	a.	APPRART	APPRART.Dat.Sg.Masc	no	yes	x
M.	M.	M.	NE	N.Name.Dat.Sg.Masc	no	yes	x
an	an	an	PTKVZ	PART.Verb	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
nachdem	nachdem	nachdem	KOUS	CONJ.SubFin.-	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Fem	no	yes	x
Hauptstädte	Hauptstädte	Hauptstadt	NN	N.Reg.Acc.Pl.Fem	no	yes	x
Deutschlands	Deutschlands	Deutschland	NE	N.Name.Gen.Sg.Neut	no	yes	x
durchreist	durchreist	durchreisen	VVPP	VPP.Full.Psp	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
verschiedene	verschiedene	verschieden	ADJA	ADJA.Pos.Nom.Pl.Fem	no	yes	x
brillant	brillant	brillant	ADJD	ADJD.Pos	no	yes	x
gelungene	gelungene	gelingen	ADJA	ADJA.Pos.Nom.Pl.Fem	no	yes	x
Ballonfahrten	Ballonfahrten	Ballonfahrt	NN	N.Reg.Nom.Pl.Fem	no	yes	x
ausgeführt	ausgeführt	ausführen	VVPP	VPP.Full.Psp	no	yes	x
hatte	hatte	haben	VAFIN	VFIN.Haben.3.Pl.Past.Ind	no	yes	x
;	;	;	$.	SYM.Pun.Sent	no	yes	x
bis	bis	bis	KON	APPR.Bis	no	yes	x
jetzt	jetzt	jetzt	ADV	ADV	no	yes	x
aber	aber	aber	ADV	ADV	no	yes	x
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	x
kein	kein	keine	PIAT	PRO.Indef.Attr.-.Nom.Sg.Masc	no	yes	x
Bewohner	Bewohner	Bewohner	NN	N.Reg.Nom.Sg.Masc	no	yes	x
des	des	d	ART	ART.Def.Gen.Sg.Masc	no	yes	x
Bundesstaats	Bundesstaats	Bundesstaat	NN	N.Reg.Gen.Sg.Masc	no	yes	x
geneigt	geneigt	neigen	VVPP	ADJD.Pos	no	yes	x
gewesen	gewesen	sein	VAPP	VPP.Sein.Psp	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
mich	mich	mich	PRF	PRO.Pers.Subst.1.Acc.Sg.*	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
meiner	meiner	meine	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Fem	no	yes	x
Gondel	Gondel	Gondel	NN	N.Reg.Dat.Sg.Fem	no	yes	x
zu	zu	zu	PTKZU	PART.Zu	no	yes	x
begleiten	begleiten	begleiten	VVINF	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Selbst	Selbst	selbst	ADV	ADV	yes	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Masc	no	yes	x
Herren	Herren	Herr	NN	N.Reg.Dat.Pl.Masc	no	yes	x
Green	Green	Green	NE	N.Name.Dat.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Eugène	Eugene	Eugene	NE	N.Name.Dat.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Godard	Godard	Godard	NE	N.Name.Dat.Sg.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
Poitevin	Poitevin	Poitevin	NE	N.Name.Dat.Sg.Masc	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
Paris	Paris	Paris	NE	N.Name.Dat.Sg.Neut	no	yes	x
angestellten	angestellten	angestellt	ADJA	ADJA.Pos.Gen.Pl.Masc	no	yes	x
Versuche	Versuche	Versuch	NN	N.Reg.Gen.Pl.Masc	no	yes	x
konnten	konnten	können	VMFIN	VFIN.Mod.3.Pl.Past.Ind	no	yes	x
die	die	d	ART	ART.Def.Nom.Pl.*	no	yes	x
ersten	ersten	erst	ADJA	ADJA.Pos.Nom.Pl.*	no	yes	x
Deutschen	Deutschen	Deutsche	NN	N.Reg.Nom.Pl.*	no	yes	x
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	x
dazu	dazu	dazu	PAV	PROADV.Dem	no	yes	x
bestimmen	bestimmen	bestimmen	VVINF	VFIN.Full.3.Pl.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Pl.*	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Fem	no	yes	x
Bahnen	Bahnen	Bahn	NN	N.Reg.Acc.Pl.Fem	no	yes	x
der	der	d	ART	ART.Def.Gen.Sg.Fem	no	yes	x
Luft	Luft	Luft	NN	N.Reg.Gen.Sg.Fem	no	yes	x
zu	zu	zu	PTKZU	PART.Zu	no	yes	x
wagen	wagen	wagen	VVINF	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
In	In	in	APPR	APPR.In	yes	yes	x
Frankfurt	Frankfurt	Frankfurt	NE	N.Name.Dat.Sg.Neut	no	yes	x
hatte	hatte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	x
jedoch	jedoch	jedoch	ADV	ADV	no	yes	x
kaum	kaum	kaum	ADV	ADV	no	yes	x
die	die	d	ART	ART.Def.Nom.Sg.Fem	no	yes	x
Nachricht	Nachricht	Nachricht	NN	N.Reg.Nom.Sg.Fem	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
meiner	meiner	meine	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Fem	no	yes	x
