tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
In	In	in	APPR	APPR.In	yes	-	-	-	-	-
dieser	dieser	dieser	PDAT	PRO.Dem.Attr.-.Dat.Sg.Fem	no	-	-	-	-	-
aussichtsreichen	aussichtsreichen	aussichtsreich	ADJA	ADJA.Pos.Dat.Sg.Fem	no	-	-	-	-	-
Lage	Lage	Lage	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
tritt	tritt	treten	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
Hof-Gastein	Hof-Gastein	Hof-Gastein	NN	N.Name.Nom.Sg.*	no	-	-	-	-	-
hervor	hervor	hervor	PTKVZ	PART.Verb	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
der	der	der	ART	ART.Def.Nom.Sg.Masc	no	-	-	-	-	-
Hauptort	Hauptort	Hauptort	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
des	des	der	ART	ART.Def.Gen.Sg.Neut	no	-	-	-	-	-
ganzen	ganzen	ganz	ADJA	ADJA.Pos.Gen.Sg.Neut	no	-	-	-	-	-
Tals	Tals	Tal	NN	N.Reg.Gen.Sg.Neut	no	-	-	-	-	-
(	(	--	$(	SYM.Paren.Left	no	-	-	-	-	-
876	876	876	CARD	CARD	no	-	-	-	-	-
Meter	Meter	Meter	NN	N.Reg.*.*.Masc	no	-	-	-	-	-
)	)	--	$(	SYM.Paren.Right	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
ein	ein	ein	ART	ART.Indef.Nom.Sg.Masc	no	-	-	-	-	-
Marktflecken	Marktflecken	Marktflecken	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
städtischen	städtischen	städtisch	ADJA	ADJA.Pos.Gen.Sg.Masc	no	-	-	-	-	-
Charakters	Charakters	Charakter	NN	N.Reg.Gen.Sg.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
das	das	der	ART	ART.Def.Nom.Sg.Neut	no	-	-	-	-	-
„	&quot;	&quot;	$(	CARD	no	direct.speech.1.border=unspec	-	-	-	-
güldne	güldene	gülden	ADJA	ADJA.Pos.Nom.Sg.Neut	no	direct.speech.1.border=unspec	-	-	-	-
Stadtl	Stadl	Stadl	NN	N.Reg.Nom.Sg.Neut	no	direct.speech.1.border=unspec	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	direct.speech.1.border=unspec	-	-	-	-
"	&quot;	&quot;	$(	CARD	no	direct.speech.1.border=unspec	-	-	-	-
wie	wie	wie	PWAV	CONJ.Comp.-	no	-	frame.1	-	-	-
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	-	frame.1	-	-	-
zur	zur	zu	APPRART	APPRART.Dat.Sg.Fem	no	-	frame.1	-	-	-
Zeit	Zeit	Zeit	NN	N.Reg.Dat.Sg.Fem	no	-	frame.1	-	-	-
des	des	der	ART	ART.Def.Gen.Sg.Neut	no	-	frame.1	-	-	-
Bergsegens	Bergsegens	Bergsegen	NN	N.Reg.Gen.Sg.Neut	no	-	frame.1	-	-	-
hieß	hieß	heißen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	frame.1	-	intexpr.1	-
,	,	--	$,	SYM.Pun.Comma	no	-	frame.1	-	-	-
aber	aber	aber	ADV	CONJ.Coord.Aber	no	-	-	-	-	-
wohl	wohl	wohl	ADV	ADV	no	-	-	-	-	-
die	die	der	ART	ART.Def.Acc.Sg.Fem	no	-	-	-	-	-
älteste	älteste	alt	ADJA	ADJA.Sup.Acc.Sg.Fem	no	-	-	-	-	-
Niederlassung	Niederlassung	Niederlassung	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
im	im	in	APPRART	APPRART.Dat.Sg.Neut	no	-	-	-	-	-
Tale	Tale	Tal	NN	N.Reg.Dat.Sg.Neut	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
denn	denn	denn	KON	CONJ.Coord.Denn	no	-	-	-	-	-
schon	schon	schon	ADV	ADV	no	-	-	-	-	-
894	894	894	CARD	CARD	no	-	-	-	-	-
bestand	bestand	bestehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
hier	hier	hier	ADV	ADV	no	-	-	-	-	-
eine	eine	ein	ART	ART.Indef.Acc.Sg.Fem	no	-	-	-	-	-
Kirche	Kirche	Kirche	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
„	&quot;	&quot;	$(	CARD	no	direct.speech.2.border=unspec	-	-	-	-
zu	zu	zu	APPR	APPR.Dat	no	direct.speech.2.border=unspec	-	-	-	-
unsrer	unserer	unser	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Fem	no	direct.speech.2.border=unspec	-	-	-	-
lieben	lieben	lieb	ADJA	ADJA.Pos.Dat.Sg.Fem	no	direct.speech.2.border=unspec	-	-	-	-
Frau	Frau	Frau	NN	N.Reg.Dat.Sg.Fem	no	direct.speech.2.border=unspec	-	-	-	-
am	am	an	APPRART	APPRART.Dat.Sg.Neut	no	direct.speech.2.border=unspec	-	-	-	-
Gries	Gries	Gries	NE	N.Name.Dat.Sg.Neut	no	direct.speech.2.border=unspec	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	direct.speech.2.border=unspec	-	-	-	-
"	&quot;	&quot;	$(	N.Reg.Dat.Sg.Neut	no	direct.speech.2.border=unspec	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
1223	1223	1223	CARD	CARD	no	-	-	-	-	-
erscheint	erscheint	erscheinen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	no	-	-	-	-	-
als	als	als	KOKOM	APPR.Als	no	-	-	-	-	-
Pfarrkirche	Pfarrkirche	Pfarrkirche	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Holzhäuser	Holzhäuser	Holzhaus	NE	N.Reg.Nom.Pl.Neut	yes	-	-	-	-	-
sind	sind	sein	VAFIN	VFIN.Sein.3.Pl.Pres.Ind	no	-	-	-	-	-
hier	hier	hier	ADV	ADV	no	-	-	-	-	-
selten	selten	selten	ADJD	ADJD.Pos	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
vielmehr	vielmehr	vielmehr	ADV	ADV	yes	-	-	-	-	-
überwiegen	überwiegen	überwiegen	VVFIN	VFIN.Full.3.Pl.Pres.Ind	no	-	-	-	-	-
große	große	groß	ADJA	ADJA.Pos.Nom.Pl.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
massive	massive	massiv	ADJA	ADJA.Pos.Nom.Pl.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
mehrstöckige	mehrstöckige	mehrstöckig	ADJA	ADJA.Pos.Nom.Pl.Masc	no	-	-	-	-	-
Steinhauser	Steinhauser	Steinhauser	NN	N.Reg.Nom.Pl.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
die	die	der	PRELS	PRO.Rel.Subst.-.Nom.Pl.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
soweit	soweit	soweit	KOUS	CONJ.SubFin.-	no	-	-	-	-	-
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	no	-	-	-	-	-
in	in	in	APPR	APPR.In	no	-	-	-	-	-
der	der	der	ART	ART.Def.Dat.Sg.Fem	no	-	-	-	-	-
Wölbung	Wölbung	Wölbung	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
der	der	der	ART	ART.Def.Gen.Pl.Neut	no	-	-	-	-	-
einzelnen	einzelnen	einzeln	ADJA	ADJA.Pos.Gen.Pl.Neut	no	-	-	-	-	-
Stockwerke	Stockwerke	Stockwerk	NN	N.Reg.Gen.Pl.Neut	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
namentlich	namentlich	namentlich	ADV	ADV	no	-	-	-	-	-
des	des	der	ART	ART.Def.Gen.Sg.Neut	no	-	-	-	-	-
Erdgeschosses	Erdgeschosses	Erdgeschoß	NN	N.Reg.Gen.Sg.Neut	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
