tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Nun	Nun	nun	ADV	ADV	yes	direct.speech.2	-	-	-	-
schläft	schläft	schlafen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	direct.speech.2	-	-	-	-
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	direct.speech.2	-	-	-	-
unter	unter	unter	APPR	APPR.Unter	no	direct.speech.2	-	-	-	-
dem	dem	der	ART	ART.Def.Dat.Sg.Masc	no	direct.speech.2	-	-	-	-
Schatten	Schatten	Schatten	NN	N.Reg.Dat.Sg.Masc	no	direct.speech.2	-	-	-	-
dieser	dieser	dieser	PDAT	PRO.Dem.Attr.-.Gen.Sg.Fem	no	direct.speech.2	-	-	-	-
Fahne	Fahne	Fahne	NN	N.Reg.Gen.Sg.Fem	no	direct.speech.2	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	direct.speech.2	-	-	-	-
Kennt	Kennt	Kennt	VVFIN	VIMP.Full.2.Pl	yes	direct.speech.2	-	-	-	-
ihr	ihr	ihr	PPER	PRO.Pers.Subst.2.Nom.Pl.*	no	direct.speech.2	-	-	-	-
sie	sie	sie	PPER	PRO.Pers.Subst.3.Acc.Sg.Fem	no	direct.speech.2	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	direct.speech.2	-	-	-	-
die	die	der	ART	ART.Def.Acc.Sg.Fem	no	direct.speech.2	-	-	-	-
ewige	ewige	ewig	ADJA	ADJA.Pos.Acc.Sg.Fem	no	direct.speech.2	-	-	-	-
Tricolore	Trikolore	Trikolore	NN	N.Reg.Acc.Sg.Fem	no	direct.speech.2	-	-	-	-
?	?	--	$.	SYM.Pun.Sent	no	direct.speech.2	-	-	-	-
Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	yes	direct.speech.2	-	-	-	-
ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	direct.speech.2	-	-	-	-
schwarz	schwarz	schwarz	ADJD	ADJD.Pos	no	direct.speech.2	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	direct.speech.2	-	-	-	-
roth	rot	rot	ADJD	ADJD.Pos	no	direct.speech.2	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	direct.speech.2	-	-	-	-
gelb	gelb	gelb	ADJD	ADJD.Pos	no	direct.speech.2	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	direct.speech.2	-	-	-	-
Im	Im	in	APPRART	APPRART.Dat.Sg.Neut	yes	direct.speech.2	-	-	-	-
schwarzen	schwarzen	schwarz	ADJA	ADJA.Pos.Dat.Sg.Neut	no	direct.speech.2	-	-	-	-
Felde	Felde	Feld	NN	N.Reg.Dat.Sg.Neut	no	direct.speech.2	-	-	-	-
ein	ein	ein	ART	ART.Indef.Acc.Sg.Neut	no	direct.speech.2	-	-	-	-
blutiges	blutiges	blutig	ADJA	ADJA.Pos.Acc.Sg.Neut	no	direct.speech.2	-	-	-	-
Kreuz	Kreuz	Kreuz	NN	N.Reg.Acc.Sg.Neut	no	direct.speech.2	-	-	-	-
mit	mit	mit	APPR	APPR.Dat	no	direct.speech.2	-	-	-	-
einer	einer	ein	ART	ART.Indef.Dat.Sg.Fem	no	direct.speech.2	-	-	-	-
goldnen	goldenen	golden	ADJA	ADJA.Pos.Dat.Sg.Fem	no	direct.speech.2	-	-	-	-
Krone	Krone	Krone	NN	N.Reg.Dat.Sg.Fem	no	direct.speech.2	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	direct.speech.2	-	-	-	-
Heil	Heil	Heil	NN	VIMP.Full.2.Sg	yes	direct.speech.2	-	-	-	-
dir	dir	dir	PPER	PRO.Pers.Subst.2.Dat.Sg.*	no	direct.speech.2	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	direct.speech.2	-	-	-	-
Luther	Luther	Luther	NE	N.Name.Nom.Sg.Masc	no	direct.speech.2	-	-	-	-
!	!	--	$.	SYM.Pun.Sent	no	direct.speech.2	-	-	-	-
So	So	so	ADV	ADV	yes	direct.speech.2	-	-	-	-
lange	lange	lange	ADV	ADV	no	direct.speech.2	-	-	-	-
eine	eine	ein	ART	ART.Indef.Nom.Sg.Fem	no	direct.speech.2	-	-	-	-
deutsche	deutsche	deutsch	ADJA	ADJA.Pos.Nom.Sg.Fem	no	direct.speech.2	-	-	-	-
Kirche	Kirche	Kirche	NN	N.Reg.Nom.Sg.Fem	no	direct.speech.2	-	-	-	-
auf	auf	auf	APPR	APPR.Auf	no	direct.speech.2	-	-	-	-
Erden	Erden	Erde	NN	N.Reg.Dat.Sg.Fem	no	direct.speech.2	-	-	-	-
steht	steht	stehen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	direct.speech.2	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	direct.speech.2	-	-	-	-
so	so	so	ADV	ADV	no	direct.speech.2|reported.writing.3	-	-	-	-
lange	lange	lange	ADV	ADV	no	direct.speech.2|reported.writing.3	-	-	-	-
ein	ein	ein	ART	ART.Indef.Nom.Sg.Neut	no	direct.speech.2|reported.writing.3	-	-	-	-
deutsches	deutsches	deutsch	ADJA	ADJA.Pos.Nom.Sg.Neut	no	direct.speech.2|reported.writing.3	-	-	-	-
Lied	Lied	Lied	NN	N.Reg.Nom.Sg.Neut	no	direct.speech.2|reported.writing.3	-	speaker.3	-	-
den	den	der	ART	ART.Def.Acc.Sg.Masc	no	direct.speech.2|reported.writing.3	-	-	-	-
Herrn	Herrn	Herr	NN	N.Reg.Acc.Sg.Masc	no	direct.speech.2|reported.writing.3	-	-	-	-
der	der	der	ART	ART.Def.Gen.Pl.Fem	no	direct.speech.2|reported.writing.3	-	-	-	-
Heerscharen	Heerscharen	Heerschar	NN	N.Reg.Gen.Pl.Fem	no	direct.speech.2|reported.writing.3	-	-	-	-
lobt	lobt	loben	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	direct.speech.2|reported.writing.3	-	-	intexpr.3	-
,	,	--	$,	SYM.Pun.Comma	no	direct.speech.2	-	-	-	-
wird	wird	werden	VAFIN	VFIN.Aux.3.Sg.Pres.Ind	no	direct.speech.2	-	-	-	-
dein	dein	dein	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Masc	no	direct.speech.2	-	-	-	-
Name	Name	Name	NN	N.Reg.Nom.Sg.Masc	no	direct.speech.2	-	-	-	-
wohnen	wohnen	wohnen	VVFIN	VINF.Full.-	no	direct.speech.2	-	-	-	-
im	im	in	APPRART	APPRART.Dat.Sg.Neut	no	direct.speech.2	-	-	-	-
Lande	Lande	Land	NN	N.Reg.Dat.Sg.Neut	no	direct.speech.2	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	direct.speech.2	-	-	-	-
deines	deines	dein	PPOSAT	PRO.Poss.Attr.-.Gen.Sg.Masc	no	direct.speech.2	-	-	-	-
Namens	Namens	Name	NN	N.Reg.Gen.Sg.Masc	no	direct.speech.2	-	-	-	-
Gedächtniß	Gedächtnis	Gedächtnis	NN	N.Reg.Nom.Sg.Neut	no	direct.speech.2	-	-	-	-
bleiben	bleiben	bleiben	VVFIN	VFIN.Full.3.Pl.Pres.Ind	no	direct.speech.2	-	-	-	-
im	im	in	APPRART	APPRART.Dat.Sg.Neut	no	direct.speech.2	-	-	-	-
Lande	Lande	Land	NN	N.Reg.Dat.Sg.Neut	no	direct.speech.2	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	direct.speech.2	-	-	-	-
Geist	Geist	Geist	NN	N.Reg.Nom.Sg.Masc	yes	direct.speech.2	-	-	-	-
Luthers	Luthers	Luther	NE	N.Name.Gen.Sg.Masc	no	direct.speech.2	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	direct.speech.2	-	-	-	-
höre	höre	hören	VVFIN	VFIN.Full.3.Sg.Pres.Subj	no	direct.speech.2	-	-	-	-
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	direct.speech.2	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	direct.speech.2	-	-	-	-
wir	wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	no	direct.speech.2	frame.4	speaker.4	-	-
legen	legen	legen	VVFIN	VFIN.Full.1.Pl.Pres.Ind	no	direct.speech.2	frame.4	-	-	-
die	die	der	ART	ART.Def.Acc.Sg.Fem	no	direct.speech.2	frame.4	-	-	-
Hand	Hand	Hand	NN	N.Reg.Acc.Sg.Fem	no	direct.speech.2	frame.4	-	-	-
auf	auf	auf	APPR	APPR.Auf	no	direct.speech.2	frame.4	-	-	-
deinen	deinen	dein	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Masc	no	direct.speech.2	frame.4	-	-	-
Sarg	Sarg	Sarg	NN	N.Reg.Acc.Sg.Masc	no	direct.speech.2	frame.4	-	-	-
und	und	und	KON	CONJ.Coord.-	no	direct.speech.2	frame.4	-	-	-
sprechen	sprechen	sprechen	VVINF	VFIN.Full.3.Pl.Pres.Ind	no	direct.speech.2	frame.4	-	intexpr.4	-
:	:	--	$.	SYM.Pun.Colon	no	direct.speech.2	frame.4	-	-	-
Wie	Wie	wie	PWAV	PROADV.Inter	yes	direct.speech.2|direct.speech.4	-	-	-	-
viele	viele	vieler	PIS	PRO.Indef.Subst.-.Nom.Pl.*	no	direct.speech.2|direct.speech.4	-	-	-	-
auch	auch	auch	ADV	ADV	no	direct.speech.2|direct.speech.4	-	-	-	-
schwanken	schwanken	schwank	VVINF	VFIN.Full.3.Pl.Pres.Ind	no	direct.speech.2|direct.speech.4	-	-	-	-
in	in	in	APPR	APPR.In	no	direct.speech.2|direct.speech.4	-	-	-	-
der	der	der	ART	ART.Def.Dat.Sg.Fem	no	direct.speech.2|direct.speech.4	-	-	-	-
schwankenden	schwankenden	schwankend	ADJA	ADJA.Pos.Dat.Sg.Fem	no	direct.speech.2|direct.speech.4	-	-	-	-
Zeit	Zeit	Zeit	NN	N.Reg.Dat.Sg.Fem	no	direct.speech.2|direct.speech.4	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	direct.speech.2|direct.speech.4	-	-	-	-
wie	wie	wie	PWAV	PROADV.Inter	no	direct.speech.2|direct.speech.4	-	-	-	-
du	du	du	PPER	PRO.Pers.Subst.2.Nom.Sg.*	no	direct.speech.2|direct.speech.4	-	-	-	-
bleiben	bleiben	bleiben	VVFIN	VINF.Full.-	no	direct.speech.2|direct.speech.4	-	-	-	-
wir	wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	no	direct.speech.2|direct.speech.4	-	-	-	-
fest	fest	fest	PTKVZ	PART.Verb	no	direct.speech.2|direct.speech.4	-	-	-	-
!	!	--	$.	SYM.Pun.Sent	no	direct.speech.2|direct.speech.4	-	-	-	-
