tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	-	-	-	-	-
wurde	wurde	werden	VAFIN	VFIN.Aux.3.Sg.Past.Ind	no	-	-	-	-	-
aber	aber	aber	ADV	ADV	no	-	-	-	-	-
abgewiesen	abgewiesen	abweisen	VVPP	VPP.Full.Psp	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
da	da	da	KOUS	CONJ.SubFin.-	no	-	-	-	-	-
Tezel	Tezel	Tezel	NE	N.Name.Nom.Sg.Masc	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
der	der	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	reported.speech.1	-	speaker.1_2	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	reported.speech.1	-	-	-	-
offenbar	offenbar	offenbar	ADJD	ADJD.Pos	no	reported.speech.1	-	-	-	-
widersprach	widersprach	widersprechen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	reported.speech.1	-	-	intexpr.1	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
auf	auf	auf	APPR	APPR.Auf	no	reported.speech.2	-	-	-	-
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	reported.speech.2	-	-	-	-
stets	stets	stets	ADV	ADV	no	reported.speech.2	-	-	-	-
nötige	nötige	nötig	ADJA	ADJA.Pos.Acc.Sg.Fem	no	reported.speech.2	-	-	-	-
„	&quot;	&quot;	$(	TRUNC.Noun	no	reported.speech.2	-	-	-	-
hilfreiche	hilfreiche	hilfreich	ADJA	ADJA.Pos.Acc.Sg.Fem	no	reported.speech.2	-	-	-	-
Hand	Hand	Hand	NN	N.Reg.Acc.Sg.Fem	no	reported.speech.2	-	-	-	-
