tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Hätte	Hätte	haben	VVFIN	VFIN.Full.3.Sg.Past.Subj	yes	-	-	-	-	-
ihn	ihn	ihn	PPER	PRO.Pers.Subst.3.Acc.Sg.Masc	no	-	-	-	-	-
dieser	dieser	dieser	PDS	PRO.Dem.Subst.-.Nom.Sg.Masc	no	-	-	-	-	-
doch	doch	doch	ADV	ADV	no	-	-	-	-	-
mit	mit	mit	APPR	APPR.Dat	no	-	-	-	-	-
seiner	seiner	sein	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Fem	no	-	-	-	-	-
wüthenden	wütenden	wütend	ADJA	ADJA.Pos.Dat.Sg.Fem	no	-	-	-	-	-
Rachgier	Rachgier	Rachgier	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
die	die	der	PRELS	PRO.Rel.Subst.-.Acc.Sg.Fem	no	-	-	-	-	-
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	-	-	-	-	-
gegen	gegen	gegen	APPR	APPR.Acc	no	-	-	-	-	-
Rußland	Rußland	Rußland	NE	N.Name.Acc.Sg.Neut	no	-	-	-	-	-
empfand	empfand	empfinden	VVFIN	VFIN.Full.1.Sg.Past.Ind	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
beinahe	beinahe	beinahe	ADV	ADV	no	-	-	-	-	-
in	in	in	APPR	APPR.In	no	-	-	-	-	-
einen	einen	ein	ART	ART.Indef.Acc.Sg.Masc	no	-	-	-	-	-
Krieg	Krieg	Krieg	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
mit	mit	mit	APPR	APPR.Dat	no	-	-	-	-	-
der	der	der	ART	ART.Def.Dat.Sg.Fem	no	-	-	-	-	-
Großmacht	Großmacht	Großmacht	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
des	des	der	ART	ART.Def.Gen.Sg.Masc	no	-	-	-	-	-
Ostens	Ostens	Osten	NN	N.Reg.Gen.Sg.Masc	no	-	-	-	-	-
verwickelt	.	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Seit	Seit	seit	APPR	APPR.Dat	yes	-	-	-	-	-
dieser	dieser	dieser	PDAT	PRO.Dem.Attr.-.Dat.Sg.Fem	no	-	-	-	-	-
Zeit	Zeit	Zeit	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	-	-	-	-	-
Struensee	Struensee	Struensee	NE	N.Name.Nom.Sg.*	no	-	-	speaker.2_10_11	-	-
mit	mit	mit	APPR	APPR.Dat	no	-	-	-	-	-
Recht	Recht	Recht	NN	N.Reg.Dat.Sg.Neut	no	-	-	-	-	-
auf	auf	auf	APPR	APPR.Auf	no	-	-	-	-	-
seiner	seiner	sein	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Fem	no	-	-	-	-	-
Hut	Hut	Hut	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
ohne	ohne	ohne	KOUI	CONJ.SubInf.-	no	-	frame.2	-	-	-
je	je	je	ADV	ADV	no	-	frame.2	-	-	-
die	die	der	ART	ART.Def.Acc.Sg.Fem	no	-	frame.2	-	-	-
Absicht	Absicht	Absicht	NN	N.Reg.Acc.Sg.Fem	no	-	frame.2	-	intexpr.2	-
zu	zu	zu	PTKZU	PART.Zu	no	-	frame.2	-	-	-
hegen	hegen	hegen	VVINF	VINF.Full.-	no	-	frame.2	-	intexpr.2	-
,	,	--	$,	SYM.Pun.Comma	no	-	frame.2	-	-	-
mit	mit	mit	APPR	APPR.Dat	no	indirect.thought.2.nonfact	-	-	-	-
dem	dem	der	ART	ART.Def.Dat.Sg.Masc	no	indirect.thought.2.nonfact	-	-	-	-
alten	alten	alt	ADJA	ADJA.Pos.Dat.Sg.Masc	no	indirect.thought.2.nonfact	-	-	-	-
Freunde	Freunde	Freund	NN	N.Reg.Dat.Sg.Masc	no	indirect.thought.2.nonfact	-	-	-	-
zu	zu	zu	PTKZU	PART.Zu	no	indirect.thought.2.nonfact	-	-	-	-
brechen	brechen	brechen	VVINF	VINF.Full.-	no	indirect.thought.2.nonfact	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
suchte	suchte	suchen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	-	-	-	-	-
doch	doch	doch	ADV	ADV	no	-	-	-	-	-
seinen	seinen	sein	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Masc	no	-	-	-	-	-
Einfluß	Einfluß	Einfluß	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
soviel	soviel	soviel	PIS	PRO.Indef.Subst.-.*.*.*	no	-	-	-	-	-
