tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
„	&quot;	&quot;	$(	CARD	yes	direct.speech.1	-	-	-	-
Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	no	direct.speech.1|reported.speech.2.border=unspec	-	speaker.2	-	-
haben	haben	haben	VAFIN	VFIN.Haben.3.Pl.Pres.Ind	no	direct.speech.1|reported.speech.2.border=unspec	-	-	-	-
mich	mich	ich	PPER	PRO.Pers.Subst.1.Acc.Sg.*	no	direct.speech.1|reported.speech.2.border=unspec	-	-	-	-
alle	alle	alle	PIS	PRO.Indef.Subst.-.Acc.Pl.*	no	direct.speech.1|reported.speech.2.border=unspec	-	-	-	-
nur	nur	nur	ADV	ADV	no	direct.speech.1|reported.speech.2.border=unspec	-	-	-	-
Lo	Lo	Lo	NE	FM	no	direct.speech.1|reported.speech.2.border=unspec	-	-	-	-
genannt	genannt	nennen	VVPP	VPP.Full.Psp	no	direct.speech.1|reported.speech.2.border=unspec	-	-	intexpr.2	-
;	;	;	$.	SYM.Pun.Sent	no	direct.speech.1	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	direct.speech.1	-	-	-	-
wir	wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	no	direct.speech.1	-	-	-	-
sind	sind	sein	VAFIN	VFIN.Sein.1.Pl.Pres.Ind	no	direct.speech.1	-	-	-	-
durch	durch	durch	APPR	APPR.Acc	no	direct.speech.1	-	-	-	-
bunte	bunte	bunt	ADJA	ADJA.Pos.Acc.Pl.Fem	no	direct.speech.1	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	direct.speech.1	-	-	-	-
viele	viele	viel	PIAT	PRO.Indef.Attr.-.Acc.Pl.Neut	no	direct.speech.1	-	-	-	-
Länder	Länder	Land	NN	N.Reg.Acc.Pl.Neut	no	direct.speech.1	-	-	-	-
gezogen	gezogen	ziehen	VVPP	VPP.Full.Psp	no	direct.speech.1	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	direct.speech.1	-	-	-	-
"	&quot;	&quot;	$(	CARD	no	direct.speech.1	-	-	-	-
antwortete	antwortete	antworten	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	frame.1	-	intexpr.1	-
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	no	-	frame.1	speaker.1_3	-	-
hastig	hastig	hastig	ADJD	ADJD.Pos	no	-	frame.1	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	frame.1	-	-	-
„	&quot;	&quot;	$(	N.Reg.Nom.Sg.Masc	yes	direct.speech.3	-	-	-	-
Woher	Woher	woher	PWAV	PROADV.Inter	no	direct.speech.3|indirect.speech.22.nonfact	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	direct.speech.3|indirect.speech.22.nonfact	-	-	-	-
wohin	wohin	wohin	PWAV	PROADV.Inter	no	direct.speech.3|indirect.speech.22.nonfact	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	direct.speech.3	frame.22	-	-	-
das	das	die	PDS	PRO.Dem.Subst.-.Acc.Sg.Neut	no	direct.speech.3	frame.22	-	-	-
kann	kann	können	VMFIN	VFIN.Mod.1.Sg.Pres.Ind	no	direct.speech.3	frame.22	-	-	-
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	direct.speech.3	frame.22	speaker.22	-	-
nicht	nicht	nicht	PTKNEG	PART.Neg	no	direct.speech.3	frame.22	-	-	-
nennen	nennen	nennen	VVINF	VINF.Full.-	no	direct.speech.3	frame.22	-	intexpr.22	-
.	.	.	$.	SYM.Pun.Sent	no	direct.speech.3	frame.22	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	direct.speech.3	frame.22	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	direct.speech.3	frame.22	-	-	-
Was	Was	was	PWS	PRO.Inter.Subst.-.Acc.Sg.Neut	no	direct.speech.3|indirect.thought.5.border=state|reported.speech.6.nonfact	-	-	-	-
man	man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	no	direct.speech.3|indirect.thought.5.border=state|reported.speech.6.nonfact	-	speaker.6	-	-
den	den	d	ART	ART.Def.Dat.Pl.Masc	no	direct.speech.3|indirect.thought.5.border=state|reported.speech.6.nonfact	-	-	-	-
Gesetzmännern	Gesetzmännern	Gesetzmann	NN	N.Reg.Dat.Pl.Masc	no	direct.speech.3|indirect.thought.5.border=state|reported.speech.6.nonfact	-	-	-	-
hat	hat	haben	VAFIN	VFIN.Haben.3.Sg.Pres.Ind	no	direct.speech.3|indirect.thought.5.border=state|reported.speech.6.nonfact	-	-	-	-
antworten	antworten	antworten	VVINF	VINF.Full.-	no	direct.speech.3|indirect.thought.5.border=state|reported.speech.6.nonfact	-	-	intexpr.6	-
müssen	müssen	müssen	VMINF	VINF.Mod.-	no	direct.speech.3|indirect.thought.5.border=state|reported.speech.6.nonfact	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	direct.speech.3|indirect.thought.5.border=state	-	-	-	-
hat	hat	haben	VAFIN	VFIN.Haben.3.Sg.Pres.Ind	no	direct.speech.3	frame.5	-	-	-
immer	immer	immer	ADV	ADV	no	direct.speech.3	frame.5	-	-	-
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	direct.speech.3	frame.5	-	-	-
Häuptling	Häuptling	Häuptling	NN	N.Reg.Nom.Sg.Masc	no	direct.speech.3	frame.5	speaker.5	-	-
gewußt	gewußt	wissen	VVPP	VPP.Full.Psp	no	direct.speech.3	frame.5	-	intexpr.5	-
.	.	.	$.	SYM.Pun.Sent	no	direct.speech.3	frame.5	-	-	-
Der	Der	die	PDS	PRO.Dem.Subst.-.Nom.Sg.Masc	yes	direct.speech.3	-	-	-	-
hat	hat	haben	VAFIN	VFIN.Haben.3.Sg.Pres.Ind	no	direct.speech.3	-	-	-	-
überhaupt	überhaupt	überhaupt	ADV	ADV	no	direct.speech.3	-	-	-	-
eine	eine	eine	ART	ART.Indef.Acc.Sg.Fem	no	direct.speech.3	-	-	-	-
gewaltige	gewaltige	gewaltig	ADJA	ADJA.Pos.Acc.Sg.Fem	no	direct.speech.3	-	-	-	-
Hand	Hand	Hand	NN	N.Reg.Acc.Sg.Fem	no	direct.speech.3	-	-	-	-
über	über	über	APPR	APPR.über	no	direct.speech.3	-	-	-	-
uns	uns	wir	PPER	PRO.Pers.Subst.1.Acc.Pl.*	no	direct.speech.3	-	-	-	-
gehabt	gehabt	haben	VAPP	VPP.Haben.Psp	no	direct.speech.3	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	direct.speech.3	-	-	-	-
Wie	Wie	wie	PWAV	CONJ.Comp.-	yes	direct.speech.3	-	-	-	-
die	die	d	ART	ART.Def.Acc.Pl.Masc	no	direct.speech.3	-	-	-	-
Hunde	Hunde	Hund	NN	N.Reg.Acc.Pl.Masc	no	direct.speech.3	-	-	-	-
haben	haben	haben	VAFIN	VFIN.Haben.3.Pl.Pres.Ind	no	direct.speech.3	-	-	-	-
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	no	direct.speech.3	-	-	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Pl.*	no	direct.speech.3	-	-	-	-
vor	vor	vor	APPR	APPR.Vor	no	direct.speech.3	-	-	-	-
ihm	ihm	er	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	no	direct.speech.3	-	-	-	-
geduckt	geduckt	ducken	VVPP	VPP.Full.Psp	no	direct.speech.3	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	direct.speech.3	-	-	-	-
alle	alle	alle	PIAT	PRO.Indef.Attr.-.Acc.Pl.Fem	no	direct.speech.3	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	direct.speech.3	-	-	-	-
alle	alle	alle	PIAT	PRO.Indef.Subst.-.Acc.Pl.*	no	direct.speech.3	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	direct.speech.3	-	-	-	-
Aber	Aber	aber	KON	CONJ.Coord.Aber	yes	direct.speech.3	-	-	-	-
als	als	als	KOUS	CONJ.SubFin.-	no	direct.speech.3	-	-	-	-
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	direct.speech.3	-	-	-	-
mich	mich	ich	PPER	PRO.Pers.Subst.1.Acc.Sg.*	no	direct.speech.3	-	-	-	-
hat	hat	haben	VAFIN	VFIN.Haben.3.Sg.Pres.Ind	no	direct.speech.3	-	-	-	-
zu	zu	zu	APPR	APPR.Dat	no	direct.speech.3	-	-	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Dat.Sg.*	no	direct.speech.3	-	-	-	-
zwingen	zwingen	zwingen	VVINF	VINF.Full.-	no	direct.speech.3	-	-	-	-
wollen	wollen	wollen	VMINF	VINF.Mod.-	no	direct.speech.3	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	direct.speech.3	-	-	-	-
da	da	da	ADV	CONJ.SubFin.-	no	direct.speech.3	-	-	-	-
bin	bin	sein	VAFIN	VFIN.Sein.1.Sg.Pres.Ind	no	direct.speech.3	-	-	-	-
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	direct.speech.3	-	-	-	-
ihm	ihm	er	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	no	direct.speech.3	-	-	-	-
fortgelaufen	fortgelaufen	fortlaufen	VVPP	VPP.Full.Psp	no	direct.speech.3	-	-	-	-
—	--	--	$(	FM	no	direct.speech.3	-	-	-	-
"	&quot;	&quot;	$(	FM	no	direct.speech.3	-	-	-	-
Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	yes	-	-	-	-	-
