tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Der	Der	d	ART	ART.Def.Nom.Sg.Masc	yes	-	-	-	-	-
wirtschaftliche	wirtschaftliche	wirtschaftlich	ADJA	ADJA.Pos.Nom.Sg.Masc	no	-	-	-	-	-
Polizeistaat	Polizeistaat	Polizeistaat	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
das	das	d	ART	ART.Def.Nom.Sg.Neut	no	-	-	-	-	-
eigennützige	eigennützige	eigennützig	ADJA	ADJA.Pos.Nom.Sg.Neut	no	-	-	-	-	-
Interesse	Interesse	Interesse	NN	N.Reg.Nom.Sg.Neut	no	-	-	-	-	-
des	des	d	ART	ART.Def.Gen.Sg.Masc	no	-	-	-	-	-
Staates	Staates	Staat	NN	N.Reg.Gen.Sg.Masc	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
bevorrechteter	bevorrechteter	bevorrechtet	ADJA	ADJA.Pos.Gen.Pl.Masc	no	-	-	-	-	-
Stände	Stände	Stand	NN	N.Reg.Gen.Pl.Masc	no	-	-	-	-	-
mußten	mußten	müssen	VMFIN	VFIN.Mod.3.Pl.Past.Ind	no	-	-	-	-	-
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	-	-	-	-	-
Zusammenbruch	Zusammenbruch	Zusammenbruch	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
der	der	d	ART	ART.Def.Gen.Pl.Neut	no	-	-	-	-	-
bestehenden	bestehenden	bestehend	ADJA	ADJA.Pos.Gen.Pl.Neut	no	-	-	-	-	-
Verhältnisse	Verhältnisse	Verhältnis	NN	N.Reg.Gen.Pl.Neut	no	-	-	-	-	-
unvermeidlich	unvermeidlich	unvermeidlich	ADJD	ADJD.Pos	no	-	-	-	-	-
herbeiführen	herbeiführen	herbeiführen	VVINF	VINF.Full.-	no	-	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	-	-	-	-
Die	Die	d	ART	ART.Def.Nom.Sg.Fem	yes	reported.speech.1	-	-	-	-
Kritik	Kritik	Kritik	NN	N.Reg.Nom.Sg.Fem	no	reported.speech.1	-	-	-	-
der	der	d	ART	ART.Def.Gen.Pl.Masc	no	reported.speech.1	-	-	-	-
Physiokraten	Physiokraten	Physiokrat	NN	N.Reg.Gen.Pl.Masc	no	reported.speech.1	-	-	-	-
gegen	gegen	gegen	APPR	APPR.Acc	no	reported.speech.1	-	-	-	-
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	reported.speech.1	-	-	-	-
Merkantilismus	Merkantilismus	Merkantilismus	NN	N.Reg.Acc.Sg.Masc	no	reported.speech.1	-	-	-	-
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	reported.speech.1	-	-	-	-
lediglich	lediglich	lediglich	ADV	ADV	no	reported.speech.1	-	-	-	-
eine	eine	eine	ART	ART.Indef.Nom.Sg.Fem	no	reported.speech.1|reported.thought.2	-	-	-	-
rationalistische	rationalistische	rationalistisch	ADJA	ADJA.Pos.Nom.Sg.Fem	no	reported.speech.1|reported.thought.2	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	reported.speech.1|reported.thought.2	-	-	-	-
Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	yes	reported.speech.26	-	-	-	-
erklärte	erklärte	erklären	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	reported.speech.26	-	-	-	-
das	das	d	ART	ART.Def.Acc.Sg.Neut	no	reported.speech.26	-	-	-	-
Individuum	Individuum	Individuum	NN	N.Reg.Acc.Sg.Neut	no	reported.speech.26	-	-	-	-
als	als	als	KOKOM	CONJ.Comp.-	no	reported.speech.26	-	-	-	-
ein	ein	eine	ART	ART.Indef.Nom.Sg.Neut	no	reported.speech.26	-	-	-	-
