tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Unläugbar	Unleugbar	unleugbar	ADJD	ADJD.Pos	yes	reported.speech.2.nonfact	-	-	-	-
ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	reported.speech.2.nonfact	-	-	-	-
das	das	die	PDS	PRO.Dem.Subst.-.Nom.Sg.Neut	no	reported.speech.2.nonfact	-	-	-	-
sehr	sehr	sehr	ADV	ADV	no	reported.speech.2.nonfact	-	-	-	-
unbequem	unbequem	unbequem	ADJD	ADJD.Pos	no	reported.speech.2.nonfact	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	-	-	-	-	-
wird	wird	werden	VAFIN	VFIN.Aux.3.Sg.Pres.Ind	no	-	-	-	-	-
immer	immer	immer	ADV	ADV	no	-	-	-	-	-
wieder	wieder	wieder	ADV	ADV	no	-	-	-	-	-
verstimmen	verstimmen	verstimmen	VVINF	VINF.Full.-	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
eine	eine	eine	ART	ART.Indef.Nom.Sg.Fem	no	-	-	-	-	-
wirkliche	wirkliche	wirklich	ADJA	ADJA.Pos.Nom.Sg.Fem	no	-	-	-	-	-
Vereinigung	Vereinigung	Vereinigung	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
der	der	d	ART	ART.Def.Gen.Pl.Neut	no	-	-	-	-	-
Interessen	Interessen	Interesse	NN	N.Reg.Gen.Pl.Neut	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
der	der	d	ART	ART.Def.Gen.Pl.Neut	no	-	-	-	-	-
Gemüther	Gemüter	Gemüt	NN	N.Reg.Gen.Pl.Neut	no	-	-	-	-	-
wird	wird	werden	VAFIN	VFIN.Aux.3.Sg.Pres.Ind	no	-	-	-	-	-
erst	erst	erst	ADV	ADV	no	-	-	-	-	-
dann	dann	dann	ADV	ADV	no	-	-	-	-	-
stattfinden	stattfinden	stattfinden	VVINF	VINF.Full.-	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
wenn	wenn	wenn	KOUS	CONJ.SubFin.-	no	reported.speech.1.nonfact	-	-	-	-
die	die	d	ART	ART.Def.Nom.Pl.Masc	no	reported.speech.1.nonfact	-	-	-	-
neuen	neuen	neu	ADJA	ADJA.Pos.Nom.Pl.Masc	no	reported.speech.1.nonfact	-	-	-	-
Preußen	Preußen	Preuße	NN	N.Reg.Nom.Pl.Masc	no	reported.speech.1.nonfact	-	-	-	-
durch	durch	durch	APPR	APPR.Acc	no	reported.speech.1.nonfact	-	-	-	-
ihre	ihre	ihr	PPOSAT	PRO.Poss.Attr.-.Acc.Pl.Masc	no	reported.speech.1.nonfact	-	-	-	-
erwählten	erwählten	erwählt	ADJA	ADJA.Pos.Acc.Pl.Masc	no	reported.speech.1.nonfact	-	-	-	-
Volksvertreter	Volksvertreter	Volksvertreter	NN	N.Reg.Acc.Pl.Masc	no	reported.speech.1.nonfact	-	-	-	-
mit	mit	mit	APPR	APPR.Dat	no	reported.speech.1.nonfact	-	-	-	-
den	den	d	ART	ART.Def.Dat.Pl.Masc	no	reported.speech.1.nonfact	-	-	-	-
übrigen	übrigen	übrig	ADJA	ADJA.Pos.Dat.Pl.Masc	no	reported.speech.1.nonfact	-	-	-	-
zusammen	zusammen	zusammen	ADV	ADV	no	reported.speech.1.nonfact	-	-	-	-
berathen	beraten	beraten	VVINF	VINF.Full.-	no	reported.speech.1.nonfact	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	reported.speech.1.nonfact	-	-	-	-
Unterdeß	Unterdes	unterdes	ADV	ADV	yes	-	-	-	-	-
aber	aber	aber	ADV	ADV	no	-	-	-	-	-
möchten	möchten	mögen	VMFIN	VFIN.Mod.1.Pl.Past.Subj	no	-	-	-	-	-
wir	wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	no	-	-	-	-	-
doch	doch	doch	ADV	ADV	no	-	-	-	-	-
werthen	werten	werten	VVFIN	ADJA.Pos.Acc.Pl.Masc	no	-	-	-	-	-
Freunden	Freunden	Freund	NN	N.Reg.Dat.Pl.Masc	no	-	-	-	-	-
in	in	in	APPR	APPR.In	no	-	-	-	-	-
Hannover	Hannover	Hannover	NE	N.Name.Dat.Sg.Neut	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
Hessen	Hessen	Hessen	NE	N.Name.Dat.Sg.Neut	no	-	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	-	-	-	-
Nassau	Nassau	Nassau	NE	N.Name.Dat.Sg.Neut	yes	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
Frankfurt	Frankfurt	Frankfurt	NE	N.Name.Dat.Sg.Neut	no	-	-	-	-	-
einen	einen	eine	ART	ART.Indef.Acc.Sg.Masc	no	-	-	-	-	-
Wunsch	Wunsch	Wunsch	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
an	an	an	APPR	APPR.An	no	-	-	-	-	-
das	das	d	ART	ART.Def.Acc.Sg.Neut	no	-	-	-	-	-
Herz	Herz	Herz	NN	N.Reg.Acc.Sg.Neut	no	-	-	-	-	-
legen	legen	legen	VVINF	VINF.Full.-	no	-	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	-	-	-	-
Auch	Auch	auch	ADV	ADV	yes	-	-	-	-	-
diejenigen	diejenigen	diejenige	PDS	PRO.Dem.Subst.-.Acc.Pl.*	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
welche	welche	welche	PRELS	PRO.Rel.Subst.-.Nom.Pl.Fem	no	reported.thought.3.border=feel	-	-	-	-
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	reported.thought.3.border=feel	-	-	-	-
Werth	Wert	Wert	NN	N.Reg.Acc.Sg.Masc	no	reported.thought.3.border=feel	-	-	-	-
der	der	d	ART	ART.Def.Gen.Sg.Fem	no	reported.thought.3.border=feel	-	-	-	-
Verbindung	Verbindung	Verbindung	NN	N.Reg.Gen.Sg.Fem	no	reported.thought.3.border=feel	-	-	-	-
mit	mit	mit	APPR	APPR.Dat	no	reported.thought.3.border=feel	-	-	-	-
Preußen	Preußen	Preußen	NE	N.Reg.Dat.Pl.Masc	no	reported.thought.3.border=feel	-	-	-	-
wohl	wohl	wohl	ADV	ADV	no	reported.thought.3.border=feel	-	-	-	-
zu	zu	zu	PTKZU	PART.Zu	no	reported.thought.3.border=feel	-	-	-	-
schätzen	schätzen	schätzen	VVINF	VINF.Full.-	no	reported.thought.3.border=feel	-	-	-	-
wissen	wissen	wissen	VVFIN	VFIN.Full.3.Pl.Pres.Ind	no	reported.thought.3.border=feel	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
sind	sind	sein	VAFIN	VFIN.Sein.3.Pl.Pres.Ind	no	-	-	-	-	-
durch	durch	durch	APPR	APPR.Acc	no	-	-	-	-	-
die	die	d	ART	ART.Def.Acc.Pl.Neut	no	-	-	-	-	-
Ereignisse	Ereignisse	Ereignis	NN	N.Reg.Acc.Pl.Neut	no	-	-	-	-	-
dieses	dieses	diese	PDAT	PRO.Dem.Attr.-.Gen.Sg.Neut	no	-	-	-	-	-
Jahres	Jahres	Jahr	NN	N.Reg.Gen.Sg.Neut	no	-	-	-	-	-
überrascht	überrascht	überraschen	VVPP	VPP.Full.Psp	no	-	-	-	-	-
worden	worden	werden	VAPP	VPP.Aux.Psp	no	-	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	-	-	-	-
