tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Gnädiger	Gnädiger	gnädig	ADJA	ADJA.Pos.Nom.Sg.Masc	yes	-	-	-	-	-
Herr	Herr	Herr	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
!	!	!	$.	SYM.Pun.Sent	no	-	-	-	-	-
Ihre	Ihre	ihr	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Fem	yes	-	-	-	-	-
Geburt	Geburt	Geburt	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
als	als	als	KOKOM	APPR.Als	no	-	-	-	-	-
Printz	Prinz	Prinz	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
erlaubt	erlaubt	erlauben	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
Ihnen	Ihnen	sie	PPER	PRO.Pers.Subst.3.Dat.Pl.*	no	-	-	-	-	-
kein	kein	keine	PIAT	PRO.Indef.Attr.-.Acc.Sg.Neut	no	-	-	-	-	-
anderes	anderes	ander	ADJA	ADJA.Pos.Acc.Sg.Neut	no	-	-	-	-	-
Metier	Metier	Metier	NN	N.Reg.Acc.Sg.Neut	no	-	-	-	-	-
als	als	als	KOKOM	CONJ.Comp.-	no	-	-	-	-	-
das	das	die	PDS	PRO.Dem.Subst.-.Nom.Sg.Neut	no	-	-	-	-	-
eines	eines	eine	ART	ART.Indef.Gen.Sg.Masc	no	-	-	-	-	-
Soldaten	Soldaten	Soldat	NN	N.Reg.Gen.Sg.Masc	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
als	als	als	KOKOM	APPR.Als	no	-	-	-	-	-
Souverän	Souverän	Souverän	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
als	als	als	KOKOM	APPR.Als	no	-	-	-	-	-
Vater	Vater	Vater	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
bleibt	bleibt	bleiben	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	-	-	-	-	-
Hertzog	Herzog	Herzog	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
der	der	d	ART	ART.Def.Gen.Sg.Fem	no	-	-	-	-	-
eintzige	einzige	einzig	ADJA	PRO.Indef.Subst.-.Nom.Sg.Fem	no	-	-	-	-	-
der	der	d	ART	PRO.Rel.Subst.-.Nom.Sg.Masc	no	-	-	-	-	-
Ihr	Ihr	ihr	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Neut	no	-	-	-	-	-
Schicksal	Schicksal	Schicksal	NN	N.Reg.Acc.Sg.Neut	no	-	-	-	-	-
dirigiren	dirigieren	dirigieren	VVINF	VINF.Full.-	no	-	-	-	-	-
kan	kann	können	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	yes	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
blinde	blinde	blind	ADJA	ADJA.Pos.Nom.Sg.Fem	no	-	-	-	-	-
Unterwerfung	Unterwerfung	Unterwerfung	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
Seines	Seines	seine	PPOSAT	PRO.Poss.Attr.-.Gen.Sg.Masc	no	-	-	-	-	-
Willens	Willens	Willen	NN	N.Reg.Gen.Sg.Masc	no	-	-	-	-	-
ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	-	-	-	-	-
Ihre	Ihre	ihr	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Fem	no	-	-	-	-	-
Obliegenheit	Obliegenheit	Obliegenheit	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
;	;	;	$.	SYM.Pun.Sent	no	-	-	-	-	-
Der	Der	d	ART	ART.Def.Nom.Sg.Masc	no	-	-	-	-	-
Durchl.	Durchl.	Durchl.	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
Hertzog	Herzog	Herzog	NE	N.Name.Nom.Sg.*	no	-	-	-	-	-
liebt	liebt	lieben	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
Ihnen	Ihnen	sie	PPER	PRO.Pers.Subst.3.Dat.Pl.*	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
ja	ja	ja	ADV	ADV	no	-	frame.1	-	-	-
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	-	frame.1	speaker.1	-	-
darf	darf	dürfen	VMFIN	VFIN.Mod.1.Sg.Pres.Ind	no	-	frame.1	-	-	-
sagen	sagen	sagen	VVFIN	VINF.Full.-	no	-	frame.1	-	intexpr.1	-
Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	no	indirect.speech.1	-	-	-	-
sind	sind	sein	VAFIN	VFIN.Sein.1.Pl.Pres.Ind	no	indirect.speech.1	-	-	-	-
Seine	Seine	seine	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Fem	no	indirect.speech.1	-	-	-	-
eintzige	einzige	einzig	ADJA	ADJA.Pos.Nom.Sg.Fem	no	indirect.speech.1	-	-	-	-
Hofnung	Hoffnung	Hoffnung	NN	N.Reg.Nom.Sg.Fem	no	indirect.speech.1	-	-	-	-
;	;	;	$.	SYM.Pun.Sent	no	-	-	-	-	-
Aber	Aber	aber	KON	CONJ.Coord.Aber	no	reported.thought.2	-	-	-	-
Dero	Deren	die	PDS	PRO.Dem.Subst.-.Gen.Sg.*	no	reported.thought.2	-	-	-	-
Herr	Herr	Herr	NN	N.Reg.Nom.Sg.Masc	no	reported.thought.2	-	-	-	-
Vater	Vater	Vater	NN	N.Reg.Nom.Sg.Masc	no	reported.thought.2	-	-	-	-
hält	hält	halten	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	reported.thought.2	-	-	-	-
Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Acc.*.*	no	reported.thought.2	-	-	-	-
für	für	für	APPR	APPR.Acc	no	reported.thought.2	-	-	-	-
flüchtig	flüchtig	flüchtig	ADJD	ADJD.Pos	no	reported.thought.2	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	reported.thought.2	-	-	-	-
hitzig	hitzig	hitzig	ADJD	ADJD.Pos	no	reported.thought.2	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	reported.thought.2	-	-	-	-
auf	auf	auf	APPR	APPR.Auf	no	reported.thought.2	-	-	-	-
Ihren	Ihren	ihr	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Masc	no	reported.thought.2	-	-	-	-
Kopf	Kopf	Kopf	NN	N.Reg.Acc.Sg.Masc	no	reported.thought.2	-	-	-	-
bestehende	bestehende	bestehend	ADJA	ADJA.Pos.Acc.Sg.Fem	no	reported.thought.2	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	reported.thought.2	-	-	-	-
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	-	frame.3	speaker.3	-	-
glaubt	glaubt	glauben	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	frame.3	-	intexpr.3	-
daß	daß	daß	KOUS	CONJ.SubFin.-	no	indirect.thought.3	-	-	-	-
alles	alles	alle	PIS	PRO.Indef.Subst.-.Nom.Sg.Neut	no	indirect.thought.3	-	-	-	-
dieses	dieses	diese	PDAT	PRO.Dem.Subst.-.Nom.Sg.Neut	no	indirect.thought.3	-	-	-	-
Ihnen	Ihnen	sie	PPER	PRO.Pers.Subst.3.Dat.Pl.*	no	indirect.thought.3	-	-	-	-
an	an	an	APPR	APPR.An	no	indirect.thought.3	-	-	-	-
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	indirect.thought.3	-	-	-	-
fonctieren	fonctieren	fonctieren	ADJA	ADJA.Pos.Dat.Sg.Fem	no	indirect.thought.3	-	-	-	-
Application	Applikation	Applikation	NN	N.Reg.Dat.Sg.Fem	no	indirect.thought.3	-	-	-	-
in	in	in	APPR	APPR.In	no	indirect.thought.3	-	-	-	-
Ihren	Ihren	ihr	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Masc	no	indirect.thought.3	-	-	-	-
Dienst	Dienst	Dienst	NN	N.Reg.Acc.Sg.Masc	no	indirect.thought.3	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	indirect.thought.3	-	-	-	-
an	an	an	APPR	APPR.An	no	indirect.thought.3	-	-	-	-
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	indirect.thought.3	-	-	-	-
stricten	strikten	strikt	ADJA	ADJA.Pos.Dat.Sg.Fem	no	indirect.thought.3	-	-	-	-
Subordination	Subordination	Subordination	NN	N.Reg.Dat.Sg.Fem	no	indirect.thought.3	-	-	-	-
gegen	gegen	gegen	APPR	APPR.Acc	no	indirect.thought.3	-	-	-	-
Ihre	Ihre	ihr	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Fem	no	indirect.thought.3	-	-	-	-
Höhern	Höheren	Höheren	NN	N.Reg.Acc.Sg.Masc	no	indirect.thought.3	-	-	-	-
abhielte	abhielte	abhalten	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	indirect.thought.3	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	indirect.thought.3	-	-	-	-
Seine	Seine	seine	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Fem	yes	reported.thought.17	-	-	-	-
