tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
So	So	so	ADV	ADV	yes	reported.speech.1.nonfact	-	-	-	-
offen	offen	offen	ADJD	ADJD.Pos	no	reported.speech.1.nonfact	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	reported.speech.1.nonfact	-	-	-	-
wie	wie	wie	PWAV	PROADV.Inter	no	reported.speech.1.nonfact|reported.speech.2	-	-	-	-
die	die	d	ART	ART.Def.Nom.Pl.Masc	no	reported.speech.1.nonfact|reported.speech.2	-	-	-	-
Herren	Herren	Herr	NN	N.Reg.Nom.Pl.Masc	no	reported.speech.1.nonfact|reported.speech.2	-	-	-	-
von	von	von	APPR	APPR.Dat	no	reported.speech.1.nonfact|reported.speech.2	-	-	-	-
Dewitz	Dewitz	Dewitz	NE	N.Name.Dat.Sg.Neut	no	reported.speech.1.nonfact|reported.speech.2	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	reported.speech.1.nonfact|reported.speech.2	-	-	-	-
von	von	von	APPR	APPR.Dat	no	reported.speech.1.nonfact|reported.speech.2	-	-	-	-
Plüskow	Plüskow	Plüskow	NE	N.Name.Dat.Sg.*	no	reported.speech.1.nonfact|reported.speech.2	-	-	-	-
kann	kann	können	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	no	reported.speech.1.nonfact	-	-	-	-
die	die	d	ART	ART.Def.Nom.Sg.Fem	no	reported.speech.1.nonfact	-	-	-	-
Regierung	Regierung	Regierung	NN	N.Reg.Nom.Sg.Fem	no	reported.speech.1.nonfact	-	-	-	-
eines	eines	eine	ART	ART.Indef.Gen.Sg.Masc	no	reported.speech.1.nonfact	-	-	-	-
Bundesstaates	Bundesstaates	Bundesstaat	NN	N.Reg.Gen.Sg.Masc	no	reported.speech.1.nonfact	-	-	-	-
freilich	freilich	freilich	ADV	ADV	no	reported.speech.1.nonfact	-	-	-	-
nicht	nicht	nicht	PTKNEG	PART.Neg	no	reported.speech.1.nonfact	-	-	-	-
sprechen	sprechen	sprechen	VVINF	VINF.Full.-	no	reported.speech.1.nonfact	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	no	-	-	-	-	-
muß	muß	müssen	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	no	-	-	-	-	-
die	die	d	ART	ART.Def.Acc.Pl.Neut	no	-	-	-	-	-
Bundesgesetze	Bundesgesetze	Bundesgesetz	NN	N.Reg.Acc.Pl.Neut	no	-	-	-	-	-
wohl	wohl	wohl	ADV	ADV	no	-	-	-	-	-
oder	oder	oder	KON	CONJ.Coord.-	no	-	-	-	-	-
übel	übel	übel	ADV	ADV	no	-	-	-	-	-
zur	zur	zur	APPRART	APPRART.Dat.Sg.Fem	no	-	-	-	-	-
Anwendung	Anwendung	Anwendung	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
bringen	bringen	bringen	VVINF	VINF.Full.-	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
wenn	wenn	wenn	KOUS	CONJ.SubFin.-	no	-	-	-	-	-
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	no	-	-	-	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
nicht	nicht	nicht	PTKNEG	PART.Neg	no	-	-	-	-	-
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	-	-	-	-	-
Demüthigung	Demütigung	Demütigung	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
aussetzen	aussetzen	aussetzen	VVINF	VINF.Full.-	no	-	-	-	-	-
will	will	wollen	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
von	von	von	APPR	APPR.Dat	no	reported.speech.15.nonfact	-	-	-	-
Berlin	Berlin	Berlin	NE	N.Name.Dat.Sg.Neut	no	reported.speech.15.nonfact	-	-	-	-
aus	aus	aus	APZR	APZR	no	reported.speech.15.nonfact	-	-	-	-
corrigirt	korrigiert	korrigieren	VVPP	VPP.Full.Psp	no	reported.speech.15.nonfact	-	-	-	-
zu	zu	zu	PTKZU	PART.Zu	no	reported.speech.15.nonfact	-	-	-	-
werden	werden	werden	VAINF	VINF.Aux.-	no	reported.speech.15.nonfact	-	-	-	-
;	;	;	$.	SYM.Pun.Sent	no	-	-	-	-	-
aber	aber	aber	ADV	CONJ.Coord.Aber	no	-	-	-	-	-
—	--	--	$(	ADJD.Pos	no	-	-	-	-	-
weiter	weiter	weiter	ADV	ADV	no	-	-	-	-	-
geht	geht	gehen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
man	man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	no	-	-	-	-	-
in	in	in	APPR	APPR.In	no	-	-	-	-	-
Strelitz	Strelitz	Strelitz	NE	N.Name.Dat.Sg.Neut	no	-	-	-	-	-
auch	auch	auch	ADV	ADV	no	-	-	-	-	-
keinen	keinen	keine	PIAT	PRO.Indef.Attr.-.Acc.Sg.Masc	no	-	-	-	-	-
Schritt	Schritt	Schritt	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	-	-	-	-
Man	Man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	yes	-	-	-	-	-
sucht	sucht	suchen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
vielmehr	vielmehr	vielmehr	ADV	ADV	no	-	-	-	-	-
mit	mit	mit	APPR	APPR.Dat	no	-	-	-	-	-
ängstlicher	ängstlicher	ängstlich	ADJA	ADJA.Pos.Dat.Sg.Fem	no	-	-	-	-	-
und	und	und	KON	CONJ.Coord.-	no	-	-	-	-	-
geradezu	geradezu	geradezu	ADV	ADV	no	-	-	-	-	-
kleinlicher	kleinlicher	kleinlich	ADJA	ADJA.Pos.Dat.Sg.Fem	no	-	-	-	-	-
Sorge	Sorge	Sorge	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	-	-	-	-	-
Wirkung	Wirkung	Wirkung	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
der	der	d	ART	ART.Def.Gen.Pl.Neut	no	-	-	-	-	-
Bundesgesetze	Bundesgesetze	Bundesgesetz	NN	N.Reg.Gen.Pl.Neut	no	-	-	-	-	-
auf	auf	auf	APPR	APPR.Auf	no	-	-	-	-	-
das	das	d	ART	ART.Def.Acc.Sg.Neut	no	-	-	-	-	-
geringste	geringste	gering	ADJA	ADJA.Sup.Acc.Sg.Neut	no	-	-	-	-	-
Maß	Maß	Maß	NN	N.Reg.Acc.Sg.Neut	no	-	-	-	-	-
herabzudrücken	herabzudrücken	herabdrücken	VVIZU	VINF.Full.zu	no	-	-	-	-	-
oder	oder	oder	KON	CONJ.Coord.-	no	-	-	-	-	-
zu	zu	zu	PTKZU	PART.Zu	no	indirect.speech.3	-	-	-	-
„	paralysieren	paralysieren	VVINF	VINF.Full.-	no	indirect.speech.3	-	-	-	-
paralysiren	paralysieren	paralysieren	VVINF	VINF.Full.-	no	indirect.speech.3	-	-	-	-
