tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Am	Am	am	APPRART	APPRART.Dat.Sg.Masc	yes	-	-	-	-	-
14.	14.	14.	ADJA	ADJA.Pos.Dat.Sg.Masc	no	-	-	-	-	-
Januar	Januar	Januar	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
1537	1537	1537	CARD	CARD	no	-	-	-	-	-
traf	traf	treffen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	-	-	-	-	-
in	in	in	APPR	APPR.In	no	-	-	-	-	-
Straßburg	Straßburg	Straßburg	NE	N.Name.Dat.Sg.Neut	no	-	-	-	-	-
ein	ein	ein	PTKVZ	PART.Verb	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
im	im	im	APPRART	APPRART.Dat.Sg.Masc	no	reported.speech.1	-	-	-	-
März	März	März	NN	N.Reg.Dat.Sg.Masc	no	reported.speech.1	-	-	-	-
begann	begann	beginnen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	reported.speech.1	-	-	-	-
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	reported.speech.1	-	-	-	-
Vorlesungen	Vorlesungen	Vorlesung	NN	N.Reg.Acc.Pl.Fem	no	reported.speech.1	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
zu	zu	zu	APPR	APPR.Dat	no	-	-	-	-	-
deren	deren	die	PRELAT	PRO.Rel.Attr.-.Gen.Pl.Fem	no	-	-	-	-	-
eifrigsten	eifrigsten	eifrig	ADJA	ADJA.Sup.Dat.Pl.Masc	no	-	-	-	-	-
Zuhörern	Zuhörern	Zuhörer	NN	N.Reg.Dat.Pl.Masc	no	-	-	-	-	-
die	die	d	ART	ART.Def.Acc.Pl.Masc	no	-	-	-	-	-
Lehrer	Lehrer	Lehrer	NN	N.Reg.Acc.Pl.Masc	no	-	-	-	-	-
gehörten	gehörten	gehören	VVFIN	VFIN.Full.3.Pl.Past.Ind	no	-	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	-	-	-	-
Die	Die	d	ART	ART.Def.Nom.Sg.Fem	yes	-	-	-	-	-
Vereinigung	Vereinigung	Vereinigung	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
