tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Noch	Noch	noch	ADV	ADV	yes	-	-	-	-	-
einmal	einmal	einmal	ADV	ADV	no	-	-	-	-	-
berührt	berührt	berühren	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	no	-	-	-	-	-
dann	dann	dann	ADV	ADV	no	-	-	-	-	-
in	in	in	APPR	APPR.In	no	-	-	-	-	-
Chartum	Chartum	Chartum	NE	N.Name.Dat.Sg.Neut	no	-	-	-	-	-
einen	einen	eine	ART	ART.Indef.Acc.Sg.Masc	no	-	-	-	-	-
Punkt	Punkt	Punkt	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
wo	wo	wo	PWAV	PROADV.Inter	no	reported.speech.5.nonfact	-	-	-	-
die	die	d	ART	ART.Def.Nom.Pl.*	no	reported.speech.5.nonfact	-	-	-	-
Reisenden	Reisenden	Reisende	NN	N.Reg.Nom.Pl.*	no	reported.speech.5.nonfact	-	-	-	-
uns	uns	wir	PPER	PRO.Pers.Subst.1.Acc.Pl.*	no	reported.speech.5.nonfact	-	-	-	-
Kunde	Kunde	Kunde	NN	N.Reg.Nom.Sg.Masc	no	reported.speech.5.nonfact	-	-	-	-
von	von	von	APPR	APPR.Dat	no	reported.speech.5.nonfact	-	-	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Dat.Sg.*	no	reported.speech.5.nonfact	-	-	-	-
geben	geben	geben	VVINF	VINF.Full.-	no	reported.speech.5.nonfact	-	-	-	-
können	können	können	VMINF	VINF.Mod.-	no	reported.speech.5.nonfact	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	reported.speech.5.nonfact	-	-	-	-
Dann	Dann	dann	ADV	ADV	yes	-	-	-	-	-
verschwindet	verschwindet	verschwinden	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
die	die	d	ART	ART.Def.Nom.Sg.Fem	no	-	-	-	-	-
Expedition	Expedition	Expedition	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
hinter	hinter	hinter	APPR	APPR.Hinter	no	-	-	-	-	-
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	-	-	-	-	-
Schleier	Schleier	Schleier	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
des	des	d	ART	ART.Def.Gen.Sg.Neut	no	-	-	-	-	-
Geheimnisses	Geheimnisses	Geheimnis	NN	N.Reg.Gen.Sg.Neut	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
welches	welches	welche	PRELS	PRO.Rel.Subst.-.Nom.Sg.Neut	no	-	-	-	-	-
aufzuhellen	aufzuhellen	aufhellen	VVIZU	VINF.Full.zu	no	-	-	-	-	-
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	no	-	-	-	-	-
ausgerüstet	ausgerüstet	ausrüsten	VVPP	VPP.Full.Psp	no	-	-	-	-	-
wurde	wurde	werden	VAFIN	VFIN.Aux.3.Sg.Past.Ind	no	-	-	-	-	-
.	.	.	$.	SYM.Pun.Sent	no	-	-	-	-	-
Wir	Wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	yes	reported.speech.2.nonfact.border=unspec	-	-	-	-
können	können	können	VMFIN	VFIN.Mod.1.Pl.Pres.Ind	no	reported.speech.2.nonfact.border=unspec	-	-	-	-
dann	dann	dann	ADV	ADV	no	reported.speech.2.nonfact.border=unspec	-	-	-	-
vielleicht	vielleicht	vielleicht	ADV	ADV	no	reported.speech.2.nonfact.border=unspec	-	-	-	-
noch	noch	noch	ADV	ADV	no	reported.speech.2.nonfact.border=unspec	-	-	-	-
durch	durch	durch	APPR	APPR.Acc	no	reported.speech.2.nonfact.border=unspec	-	-	-	-
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	reported.speech.2.nonfact.border=unspec	-	-	-	-
Karavane	Karawane	Karawane	NN	N.Reg.Acc.Sg.Fem	no	reported.speech.2.nonfact.border=unspec	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	reported.speech.2.nonfact.border=unspec	-	-	-	-
welche	welche	welche	PRELS	PRO.Rel.Subst.-.Nom.Sg.Fem	no	reported.speech.2.nonfact.border=unspec	-	-	-	-
