tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Handelt	Handelt	handeln	VVFIN	VFIN.Full.3.Sg.Pres.Ind	yes	-	-	-	-	-
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	-	-	-	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
bei	bei	bei	APPR	APPR.Dat	no	reported.speech.1	-	-	-	-
Beweisführungen	Beweisführungen	Beweisführung	NN	N.Reg.Dat.Pl.Fem	no	reported.speech.1	-	-	-	-
dieser	dieser	diese	PDAT	PRO.Dem.Attr.-.Gen.Sg.Fem	no	reported.speech.1	-	-	-	-
Art	Art	Art	NN	N.Reg.Gen.Sg.Fem	no	reported.speech.1	-	-	-	-
um	um	um	APPR	APPR.Acc	no	-	-	-	-	-
weithin	weithin	weithin	ADV	ADV	no	-	-	-	-	-
sichtbar	sichtbar	sichtbar	ADJD	ADJD.Pos	no	-	-	-	-	-
gewordene	gewordene	geworden	ADJA	ADJA.Pos.Acc.Pl.Masc	no	-	-	-	-	-
Verdienste	Verdienste	Verdienst	NN	N.Reg.Acc.Pl.Masc	no	-	-	-	-	-
,	,	,	$,	SYM.Pun.Comma	no	-	-	-	-	-
so	so	so	ADV	ADV	no	-	frame.2	-	-	-
hat	hat	haben	VAFIN	VFIN.Haben.3.Sg.Pres.Ind	no	-	frame.2	-	-	-
die	die	d	ART	ART.Def.Nom.Sg.Fem	no	-	frame.2	-	-	-
Mehrzahl	Mehrzahl	Mehrzahl	NN	N.Reg.Nom.Sg.Fem	no	-	frame.2	speaker.2	-	-
der	der	d	ART	ART.Def.Gen.Pl.Masc	no	-	frame.2	speaker.2	-	-
Menschen	Menschen	Mensch	NN	N.Reg.Gen.Pl.Masc	no	-	frame.2	speaker.2	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	frame.2	-	-	-
im	im	im	APPRART	APPRART.Dat.Sg.Masc	no	-	frame.2	-	-	-
Laufe	Laufe	Lauf	NN	N.Reg.Dat.Sg.Masc	no	-	frame.2	-	-	-
der	der	d	ART	ART.Def.Gen.Sg.Fem	no	-	frame.2	-	-	-
Wirksamkeit	Wirksamkeit	Wirksamkeit	NN	N.Reg.Gen.Sg.Fem	no	-	frame.2	-	-	-
des	des	d	ART	ART.Def.Gen.Sg.Masc	no	-	frame.2	-	-	-
Betreffenden	Betreffenden	Betreffende	NN	N.Reg.Gen.Sg.Masc	no	-	frame.2	-	-	-
schon	schon	schon	ADV	ADV	no	-	frame.2	-	-	-
einigermaßen	einigermaßen	einigermaßen	ADV	ADV	no	-	frame.2	-	-	-
zu	zu	zu	APPR	APPR.Dat	no	-	frame.2	-	-	-
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	-	frame.2	-	-	-
Gedanken	Gedanken	Gedanke	NN	N.Reg.Dat.Sg.Masc	no	-	frame.2	-	intexpr.2	-
