tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Rußland	-	Rußland	NE	N.Name.Nom.Sg.Neut	yes	-	-	-	-	-
war	-	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	-	-	-	-	-
dann	-	dann	ADV	ADV	no	-	-	-	-	-
auch	-	auch	ADV	ADV	no	-	-	-	-	-
nicht	-	nicht	PTKNEG	PART.Neg	no	-	-	-	-	-
gezwungen	-	zwingen	VVPP	VPP.Full.Psp	no	-	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
solange	-	solange	KOUS	CONJ.SubFin.-	no	-	-	-	-	-
es	-	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	-	-	-	-	-
diese	-	dieser	PDAT	PRO.Dem.Attr.-.Acc.Pl.Fem	no	-	-	-	-	-
Grenzen	-	Grenze	NN	N.Reg.Acc.Pl.Fem	no	-	-	-	-	-
einhielt	-	einhalten	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
auf	-	auf	APPR	APPR.Auf	no	-	-	-	-	-
die	-	der	ART	PRO.Rel.Subst.-.Acc.Pl.Fem	no	-	-	-	-	-
früheren	-	früh	ADJA	ADJA.Comp.Dat.Pl.Fem	no	-	-	-	-	-
Verabredungen	-	Verabredung	NN	N.Reg.Dat.Pl.Fem	no	-	-	-	-	-
und	-	und	KON	CONJ.Coord.-	no	-	-	-	-	-
Versprechungen	-	Versprechung	NN	N.Reg.Dat.Pl.Fem	no	reported.speech.1	-	-	intexpr.1	-
gegenüber	-	gegenüber	APPR	APPR.Dat	no	-	-	-	-	-
Österreich-Ungarn	-	Österreich-Ungarn	NE	N.Name.Dat.Sg.Neut	no	-	-	-	-	-
wegen	-	wegen	APPR	APPR.Gen	no	-	-	-	-	-
der	-	der	ART	ART.Def.Gen.Sg.Fem	no	-	-	-	-	-
Besetzung	-	Besetzung	NN	N.Reg.Gen.Sg.Fem	no	-	-	-	-	-
der	-	der	ART	ART.Def.Gen.Pl.Neut	no	-	-	-	-	-
westlichen	-	westlich	ADJA	ADJA.Pos.Gen.Pl.Neut	no	-	-	-	-	-
Balkanländer	-	Balkanland	NN	N.Reg.Gen.Pl.Neut	no	-	-	-	-	-
(	-	--	$(	SYM.Paren.Left	no	-	-	-	-	-
Bosnien	-	Bosnien	NE	N.Name.Nom.Sg.Neut	no	-	-	-	-	-
und	-	und	KON	CONJ.Coord.-	no	-	-	-	-	-
Herzegowina	-	Herzegowina	NE	N.Name.Nom.Sg.Neut	no	-	-	-	-	-
)	-	--	$(	SYM.Paren.Right	no	-	-	-	-	-
zurückzukommen	-	zurückkommen	VVIZU	VINF.Full.zu	no	-	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Nun	-	nun	ADV	ADV	yes	-	-	-	-	-
änderte	-	ändern	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
sich	-	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
aber	-	aber	ADV	ADV	no	-	-	-	-	-
die	-	der	ART	ART.Def.Nom.Sg.Fem	no	-	-	-	-	-
Lage	-	Lage	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
als	-	als	KOUS	CONJ.SubFin.-	no	-	-	-	-	-
die	-	der	ART	ART.Def.Nom.Sg.Fem	no	-	-	-	-	-
Leitung	-	Leitung	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
der	-	der	ART	ART.Def.Gen.Sg.Fem	no	-	-	-	-	-
kriegführenden	-	kriegführend	ADJA	ADJA.Pos.Gen.Sg.Fem	no	-	-	-	-	-
Armee	-	Armee	NN	N.Reg.Gen.Sg.Fem	no	-	-	-	-	-
mit	-	mit	APPR	APPR.Dat	no	-	-	-	-	-
gutem	-	gut	ADJA	ADJA.Pos.Dat.Sg.Neut	no	-	-	-	-	-
Recht	-	Recht	NN	N.Reg.Dat.Sg.Neut	no	-	-	-	-	-
volle	-	voll	ADJA	ADJA.Pos.Acc.Sg.Fem	no	-	-	-	-	-
Bewegungsfreiheit	-	Bewegungsfreiheit	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
