tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Annette	Annette	Annette	NE	N.Name.Nom.Sg.Fem	yes	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
Droste-Hülshoff	Droste-Hülshoff	Droste-Hülshoff	NE	N.Reg.Dat.Sg.Masc	no	yes	x
Die	Die	d	ART	ART.Def.Nom.Sg.Fem	yes	yes	x
Judenbuche	Judenbuche	Judenbuche	NN	N.Reg.Nom.Sg.Fem	no	yes	x
Ein	Ein	eine	ART	ART.Indef.Acc.Sg.Neut	yes	yes	x
Sittengemälde	Sittengemälde	Sittengemälde	NN	N.Reg.Acc.Sg.Neut	no	yes	x
aus	aus	aus	APPR	APPR.Dat	yes	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Neut	no	yes	x
gebirgichten	gebirgigen	gebirgig	ADJA	ADJA.Pos.Dat.Sg.Neut	no	yes	x
Westfalen	Westfalen	Westfale	NN	N.Reg.Dat.Sg.Neut	no	yes	x
Wo	Wo	wo	PWAV	PROADV.Inter	yes	yes	x
ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	yes	x
die	die	d	ART	ART.Def.Nom.Sg.Fem	no	yes	x
Hand	Hand	Hand	NN	N.Reg.Nom.Sg.Fem	no	yes	x
so	so	so	ADV	ADV	no	yes	x
zart	zart	zart	ADJD	ADJD.Pos	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
daß	daß	daß	KOUS	CONJ.SubFin.-	no	yes	x
ohne	ohne	ohne	APPR	APPR.Acc	no	yes	x
Irren	Irren	Irre	NN	N.Reg.Acc.Sg.Neut	no	yes	x
Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	yes	yes	x
sondern	sondern	sondern	KON	CONJ.Coord.-	no	yes	x
mag	mag	mögen	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	no	yes	x
beschränkten	beschränkten	beschränkt	ADJA	ADJA.Pos.Dat.Sg.Neut	no	yes	x
Hirnes	Hirnes	Hirn	NN	N.Reg.Gen.Sg.Neut	no	yes	x
Wirren	Wirren	Wirre	NN	N.Reg.Dat.Pl.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
So	So	so	ADV	ADV	yes	yes	x
fest	fest	fest	PTKVZ	ADJD.Pos	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
daß	daß	daß	KOUS	CONJ.SubFin.-	no	yes	x
ohne	ohne	ohne	APPR	APPR.Acc	no	yes	x
Zittern	Zittern	Zittern	NN	N.Reg.Acc.Sg.Neut	no	yes	x
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
Stein	Stein	Stein	NN	N.Reg.Acc.Sg.Masc	no	yes	x
Mag	Mag	mögen	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	yes	yes	x
schleudern	schleudern	schleudern	VVINF	VINF.Full.-	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
ein	ein	eine	ART	ART.Indef.Acc.Sg.Neut	no	yes	x
arm	arm	arm	ADJD	ADJD.Pos	no	yes	x
verkümmert	verkümmert	verkümmern	VVPP	ADJD.Pos	no	yes	x
Sein	Sein	Sein	NN	VINF.Sein.-	no	yes	x
?	?	?	$.	SYM.Pun.Sent	no	yes	x
Wer	Wer	wer	PWS	PRO.Inter.Subst.-.Nom.Sg.Masc	yes	yes	x
wagt	wagt	wagen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Acc.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
eitlen	eitlen	eitel	ADJA	ADJA.Pos.Gen.Sg.Neut	no	yes	x
Blutes	Blutes	Blut	NN	N.Reg.Gen.Sg.Neut	no	yes	x
Drang	Drang	Drang	NN	N.Reg.Acc.Sg.Masc	no	yes	x
zu	zu	zu	PTKZU	PART.Zu	no	yes	x
messen	messen	messen	VVINF	VINF.Full.-	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Zu	Zu	zu	APPR	PART.Zu	yes	yes	x
wägen	wägen	wäg	ADJA	VINF.Full.-	no	yes	x
jedes	jedes	jede	PIAT	PRO.Indef.Attr.-.Acc.Sg.Neut	no	yes	x
Wort	Wort	Wort	NN	N.Reg.Acc.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
das	das	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Neut	no	yes	x
unvergessen	unvergessen	unvergeßen	ADJD	ADJD.Pos	no	yes	x
In	In	in	APPR	APPR.In	yes	yes	x
junge	junge	jung	ADJA	ADJA.Pos.Acc.Sg.Fem	no	yes	x
Brust	Brust	Brust	NN	N.Reg.Acc.Sg.Fem	no	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Fem	no	yes	x
zähen	zähen	zäh	ADJA	ADJA.Pos.Acc.Pl.Fem	no	yes	x
Wurzeln	Wurzeln	Wurzel	NN	N.Reg.Acc.Pl.Fem	no	yes	x
trieb	trieb	treiben	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
