tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Paul	Paul	Paul	NE	N.Name.Nom.Sg.Masc	yes	yes	x
Heyse	Heyse	Heyse	NE	N.Reg.Nom.Sg.Fem	no	yes	x
Andrea	Andrea	Andrea	NE	N.Name.Nom.Sg.Fem	yes	yes	x
Delfin	Delfin	Delfin	NE	N.Name.Nom.Sg.Fem	no	yes	x
In	In	in	APPR	APPR.In	yes	yes	x
jener	jener	jen	PDAT	PRO.Dem.Attr.-.Dat.Sg.Fem	no	yes	x
Gasse	Gasse	Gasse	NN	N.Reg.Dat.Sg.Fem	no	yes	x
Venedigs	Venedigs	Venedig	NE	N.Name.Gen.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
die	die	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Fem	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
freundlichen	freundlichen	freundlich	ADJA	ADJA.Pos.Acc.Sg.Masc	no	yes	x
Namen	Namen	Name	NN	N.Reg.Acc.Sg.Masc	no	yes	x
»	&quot;	&quot;	$(	N.Name.*.*.*	no	yes	x
della	della	della	FM	N.Name.*.*.*	no	yes	x
Cortesia	Cortesia	cortesia	FM	N.Name.*.*.*	no	yes	x
«	&quot;	&quot;	$(	N.Name.Nom.Sg.*	no	yes	x
trägt	trägt	tragen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
stand	stand	stehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
um	um	um	APPR	APPR.Acc	no	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
Mitte	Mitte	Mitte	NN	N.Reg.Acc.Sg.Fem	no	yes	x
des	des	d	ART	ART.Def.Gen.Sg.Neut	no	yes	x
vorigen	vorigen	vorig	ADJA	ADJA.Pos.Gen.Sg.Neut	no	yes	x
Jahrhunderts	Jahrhunderts	Jahrhundert	NN	N.Reg.Gen.Sg.Neut	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Neut	no	yes	x
einfaches	einfaches	einfach	ADJA	ADJA.Pos.Nom.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
