tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Ein	Ein	eine	ART	ART.Indef.Nom.Sg.Masc	yes	yes	x
Tod	Tod	Tod	NN	N.Reg.Nom.Sg.Masc	no	yes	x
Endlich	Endlich	endlich	ADV	ADV	yes	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
nachdem	nachdem	nachdem	KOUS	CONJ.SubFin.-	no	yes	x
jetzt	jetzt	jetzt	ADV	ADV	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
alte	alte	alt	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Svendsen	Svendsen	Svendsen	NE	N.Reg.Nom.Sg.Masc	no	yes	x
unten	unten	unten	ADV	ADV	no	yes	x
seine	seine	seine	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Fem	no	yes	x
eintönige	eintönige	eintönig	ADJA	ADJA.Pos.Acc.Sg.Fem	no	yes	x
Patrouille	Patrouille	Patrouille	NN	N.Reg.Acc.Sg.Fem	no	yes	x
eingestellt	eingestellt	einstellen	VVPP	VPP.Full.Psp	no	yes	x
hatte	hatte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
konnte	konnte	können	VMFIN	VFIN.Mod.3.Sg.Past.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	x
auch	auch	auch	ADV	ADV	no	yes	x
Olaf	Olaf	Olaf	NE	N.Name.Nom.Sg.Masc	no	yes	x
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	x
mehr	mehr	mehr	ADV	ADV	no	yes	x
länger	länger	lang	ADJD	ADJD.Comp	no	yes	x
aufrecht	aufrecht	aufrecht	ADJD	ADJD.Pos	no	yes	x
erhalten	erhalten	erhalten	VVPP	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Die	Die	d	ART	ART.Def.Nom.Sg.Fem	yes	yes	x
lange	lange	lang	ADJA	ADJA.Pos.Nom.Sg.Fem	no	yes	x
Nachtwache	Nachtwache	Nachtwache	NN	N.Reg.Nom.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
scharfe	scharfe	scharf	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Karboldunst	Karboldunst	Karboldunst	NN	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	yes	x
das	das	d	ART	ART.Def.Acc.Sg.Neut	no	yes	x
