tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Der	Der	d	ART	ART.Def.Nom.Sg.Masc	yes	yes	x
Irre	Irre	Irre	NN	N.Reg.Nom.Sg.Masc	no	yes	x
Der	Der	d	ART	ART.Def.Nom.Sg.Masc	yes	yes	x
Wärter	Wärter	Wärter	NN	N.Reg.Nom.Sg.Masc	no	yes	x
gab	gab	geben	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
ihm	ihm	er	PPER	PRO.Pers.Subst.3.Dat.Sg.*	no	yes	x
seine	seine	seine	PPOSAT	PRO.Poss.Attr.-.Acc.Pl.Fem	no	yes	x
Sachen	Sachen	Sache	NN	N.Reg.Acc.Pl.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Kassierer	Kassierer	Kassierer	NN	N.Reg.Nom.Sg.Masc	no	yes	x
händigte	händigte	händigen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
ihm	ihm	er	PPER	PRO.Pers.Subst.3.Dat.Sg.*	no	yes	x
sein	sein	sein	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Neut	no	yes	x
Geld	Geld	Geld	NN	N.Reg.Acc.Sg.Neut	no	yes	x
aus	aus	aus	PTKVZ	PART.Verb	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Türsteher	Türsteher	Türsteher	NN	N.Reg.Nom.Sg.Masc	no	yes	x
schloß	schloß	schließen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
vor	vor	vor	APPR	APPR.Vor	no	yes	x
ihm	ihm	er	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	no	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
große	große	groß	ADJA	ADJA.Pos.Acc.Sg.Fem	no	yes	x
eiserne	eiserne	eisern	ADJA	ADJA.Pos.Acc.Sg.Fem	no	yes	x
Tür	Tür	Tür	NN	N.Reg.Acc.Sg.Fem	no	yes	x
auf	auf	auf	PTKVZ	PART.Verb	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	yes	x
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	x
im	im	im	APPRART	APPRART.Dat.Sg.Masc	no	yes	x
Vorgarten	Vorgarten	Vorgarten	NN	N.Reg.Dat.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	x
klinkte	klinkte	klinken	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
Gartenpforte	Gartenpforte	Gartenpforte	NN	N.Reg.Acc.Sg.Fem	no	yes	x
auf	auf	auf	PTKVZ	PART.Verb	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	x
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	x
draußen	draußen	draußen	ADV	ADV	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
So	So	so	ADV	ADV	yes	yes	freeIndirect
,	,	,	$,	SYM.Pun.Comma	no	yes	freeIndirect
und	und	und	KON	CONJ.Coord.-	no	yes	freeIndirect
nun	nun	nun	ADV	ADV	no	yes	freeIndirect
sollte	sollte	sollen	VMFIN	VFIN.Mod.3.Sg.Past.Ind	no	yes	freeIndirect
die	die	d	ART	ART.Def.Nom.Sg.Fem	no	yes	freeIndirect
Welt	Welt	Welt	NN	N.Reg.Nom.Sg.Fem	no	yes	freeIndirect
etwas	etwas	etwas	PIS	PRO.Indef.Subst.-.*.*.Neut	no	yes	freeIndirect
erleben	erleben	erleben	VVINF	VINF.Full.-	no	yes	freeIndirect
.	.	.	$.	SYM.Pun.Sent	no	yes	freeIndirect
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	yes	x
ging	ging	gehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Fem	no	yes	x
Straßenbahnschienen	Straßenbahnschienen	Straßenbahnschiene	NN	N.Reg.Acc.Pl.Fem	no	yes	x
entlang	entlang	entlang	APPO	PART.Verb	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
zwischen	zwischen	zwischen	APPR	APPR.Zwischen	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Neut	no	yes	x
niedern	niederen	nieder	ADJA	ADJA.Pos.Dat.Pl.Neut	no	yes	x
Häusern	Häusern	Haus	NN	N.Reg.Dat.Pl.Neut	no	yes	x
der	der	d	ART	ART.Def.Gen.Sg.Fem	no	yes	x
Vorstadt	Vorstadt	Vorstadt	NN	N.Reg.Gen.Sg.Fem	no	yes	x
durch	durch	durch	PTKVZ	PART.Verb	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	yes	x
kam	kam	kommen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
an	an	an	APPR	APPR.An	no	yes	x
einem	einem	eine	ART	ART.Indef.Dat.Sg.Neut	no	yes	x
Feld	Feld	Feld	NN	N.Reg.Dat.Sg.Neut	no	yes	x
vorbei	vorbei	vorbei	PTKVZ	PART.Verb	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
warf	warf	werfen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	x
an	an	an	APPR	APPR.An	no	yes	x
seinem	seinem	seine	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Masc	no	yes	x
Rande	Rande	Rand	NN	N.Reg.Dat.Sg.Masc	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Fem	no	yes	x
dicken	dicken	dick	ADJA	ADJA.Pos.Acc.Pl.Fem	no	yes	x
Mohnblumen	Mohnblumen	Mohnblume	NN	N.Reg.Acc.Pl.Fem	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
Schierling	Schierling	Schierling	NN	N.Reg.Acc.Sg.Masc	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	yes	x
verkroch	verkroch	verkriechen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	x
ganz	ganz	ganz	ADV	ADV	no	yes	x
darein	darein	darein	PAV	PROADV.Dem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
wie	wie	wie	PWAV	PROADV.Inter	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
einen	einen	eine	ART	ART.Indef.Acc.Sg.Masc	no	yes	x
dicken	dicken	dick	ADJA	ADJA.Pos.Acc.Sg.Masc	no	yes	x
grünen	grünen	grün	ADJA	ADJA.Pos.Acc.Sg.Masc	no	yes	x
Teppich	Teppich	Teppich	NN	N.Reg.Acc.Sg.Masc	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Nur	Nur	nur	ADV	ADV	yes	yes	x
sein	sein	sein	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Neut	no	yes	x
