tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Theodor	Theodor	Theodor	NE	N.Name.Nom.Sg.Masc	yes	yes	x
Storm	Storm	Storm	NE	N.Name.Nom.Sg.*	no	yes	x
Hans	Hans	hans	FM.da	N.Name.Nom.Sg.Masc	yes	yes	x
und	und	und	FM.da	CONJ.Coord.-	no	yes	x
Heinz	Heinz	heinz	FM.da	N.Name.Nom.Sg.Masc	no	yes	x
Kirch	Kirche	kirche	FM.da	N.Reg.Acc.Sg.Fem	no	yes	x
Auf	Auf	auf	APPR	APPR.Auf	yes	yes	x
einer	einer	eine	ART	ART.Indef.Dat.Sg.Fem	no	yes	x
Uferhöhe	Uferhöhe	Uferhöhe	NN	N.Reg.Dat.Sg.Fem	no	yes	x
der	der	d	ART	ART.Def.Gen.Sg.Fem	no	yes	x
Ostsee	Ostsee	Ostsee	NE	N.Name.Gen.Sg.Fem	no	yes	x
liegt	liegt	liegen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
hart	hart	hart	ADJD	ADJD.Pos	no	yes	x
am	am	am	APPRART	APPRART.Dat.Sg.Neut	no	yes	x
Wasser	Wasser	Wasser	NN	N.Reg.Dat.Sg.Neut	no	yes	x
hingelagert	hingelagert	hinlagern	VVPP	ADJD.Pos	no	yes	x
eine	eine	eine	ART	ART.Indef.Nom.Sg.Fem	no	yes	x
kleine	kleine	klein	ADJA	ADJA.Pos.Nom.Sg.Fem	no	yes	x
Stadt	Stadt	Stadt	NN	N.Reg.Nom.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
deren	deren	die	PRELAT	PRO.Rel.Attr.-.Gen.Sg.Fem	no	yes	x
stumpfer	stumpfer	stumpf	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Turm	Turm	Turm	NN	N.Reg.Nom.Sg.Masc	no	yes	x
schon	schon	schon	ADV	ADV	no	yes	x
über	über	über	APPR	APPR.über	no	yes	x
ein	ein	eine	ART	ART.Indef.Acc.Sg.Neut	no	yes	x
Halbjahrtausend	Halbjahrtausend	Halbjahrtausend	NN	N.Reg.Acc.Sg.Neut	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
das	das	d	ART	ART.Def.Acc.Sg.Neut	no	yes	x
Meer	Meer	Meer	NN	N.Reg.Acc.Sg.Neut	no	yes	x
hinausschaut	hinausschaut	hinausschauen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Ein	Ein	eine	ART	ART.Indef.*.*.*	yes	yes	x
paar	paar	paar	PIAT	PRO.Indef.Attr.-.*.*.*	no	yes	x
Kabellängen	Kabellängen	Kabellänge	NN	N.Reg.Dat.Pl.Masc	no	yes	x
vom	vom	vom	APPRART	APPRART.Dat.Sg.Neut	no	yes	x
Lande	Lande	Land	NN	N.Reg.Dat.Sg.Neut	no	yes	x
streckt	streckt	strecken	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	x
quervor	quervor	Quervor	NE	ADJD.Pos	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Neut	no	yes	x
schmales	schmales	schmal	ADJA	ADJA.Pos.Nom.Sg.Neut	no	yes	x
Eiland	Eiland	Eiland	NN	N.Reg.Nom.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
das	das	die	PRELS	PRO.Rel.Subst.-.Acc.Sg.Neut	no	yes	x
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	no	yes	x
dort	dort	dort	ADV	ADV	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
»	&quot;	&quot;	$(	ADJA.Pos.Acc.Sg.Masc	no	yes	x
Warder	Warder	Warder	NN	ADJA.Pos.*.*.*	no	yes	x
«	&quot;	&quot;	$(	N.Reg.Acc.Sg.Masc	no	yes	x
nennen	nennen	nennen	VVINF	VINF.Full.-	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
wo	wo	wo	PWAV	PROADV.Inter	no	yes	x
