tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Meister	Meister	Meister	NN	N.Reg.Nom.Sg.Masc	yes	yes	x
Martin	Martin	Martin	NE	N.Name.Nom.Sg.Masc	no	yes	x
Hildebrand	Hildebrand	Hildebrand	NE	N.Name.Nom.Sg.Masc	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
1847	1847	1847	CARD	CARD	yes	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Einen	Einen	eine	ART	ART.Indef.Acc.Sg.Masc	yes	yes	x
würdigeren	würdigeren	würdig	ADJA	ADJA.Comp.Acc.Sg.Masc	no	yes	x
Greis	Greis	Greis	NN	N.Reg.Acc.Sg.Masc	no	yes	x
habe	habe	haben	VAFIN	VFIN.Haben.1.Sg.Pres.Ind	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
niemals	niemals	niemals	ADV	ADV	no	yes	x
gesehen	gesehen	sehen	VVPP	VPP.Full.Psp	no	yes	x
als	als	als	KOKOM	CONJ.Comp.-	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
alten	alten	alt	ADJA	ADJA.Pos.Acc.Sg.Masc	no	yes	x
Schlossermeister	Schlossermeister	Schlossermeister	NN	N.Reg.Acc.Sg.Masc	no	yes	x
Martin	Martin	Martin	NE	N.Name.Nom.Sg.Masc	no	yes	x
Hildebrand	Hildebrand	Hildebrand	NE	N.Name.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
Patriarchen	Patriarchen	Patriarch	NN	N.Reg.Acc.Sg.Masc	no	yes	x
meiner	meiner	meine	PPOSAT	PRO.Poss.Attr.-.Gen.Sg.Fem	no	yes	x
Vaterstadt	Vaterstadt	Vaterstadt	NN	N.Reg.Gen.Sg.Fem	no	yes	x
;	;	;	$.	SYM.Pun.Sent	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
kräftigeren	kräftigeren	kräftig	ADJA	ADJA.Comp.Dat.Pl.Neut	no	yes	x
Jahren	Jahren	Jahr	NN	N.Reg.Dat.Pl.Neut	no	yes	x
gewaltig	gewaltig	gewaltig	ADJD	ADJD.Pos	no	yes	x
mit	mit	mit	APPR	APPR.Dat	no	yes	x
Zange	Zange	Zange	NN	N.Reg.Dat.Sg.Fem	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
Hammer	Hammer	Hammer	NN	N.Name.Dat.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
alten	alten	alt	ADJA	ADJA.Pos.Dat.Pl.Masc	no	yes	x
Tagen	Tagen	Tag	NN	N.Reg.Dat.Pl.Masc	no	yes	x
gewaltig	gewaltig	gewaltig	ADJD	ADJD.Pos	no	yes	x
