tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Jeremias	Jeremias	Jeremias	NE	N.Name.Nom.Sg.Masc	yes	yes	x
Gotthelf	Gotthelf	Gotthelf	NE	N.Name.Nom.Sg.Masc	no	yes	x
Barthli	Barthli	Barthli	NE	N.Name.Nom.Sg.Masc	yes	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Korber	Korber	Korber	NN	N.Reg.Nom.Sg.Masc	no	yes	x
Im	Im	im	APPRART	APPRART.Dat.Sg.Masc	yes	yes	x
»	&quot;	&quot;	$(	ADJA.Pos.Dat.Sg.Masc	no	yes	x
rueßigen	rußigen	rußig	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
Graben	Graben	Graben	NN	N.Reg.Dat.Sg.Masc	no	yes	x
«	&quot;	&quot;	$(	CARD	no	yes	x
am	am	am	APPRART	APPRART.Dat.Sg.Masc	no	yes	x
südlichen	südlichen	südlich	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
Abhang	Abhang	Abhang	NN	N.Reg.Dat.Sg.Masc	no	yes	x
hing	hing	hangen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Neut	no	yes	x
kleines	kleines	klein	ADJA	ADJA.Pos.Nom.Sg.Neut	no	yes	x
Häuschen	Häuschen	Hauschen	NN	N.Reg.Nom.Sg.Neut	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Man	Man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	yes	yes	x
begriff	begriff	begreifen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
warum	warum	warum	PWAV	PROADV.Inter	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	yes	x
noch	noch	noch	ADV	ADV	no	yes	x
da	da	da	ADV	ADV	no	yes	x
hing	hing	hangen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	x
längst	längst	längst	ADV	ADV	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
Graben	Graben	Graben	NN	N.Reg.Acc.Sg.Masc	no	yes	x
hinunter	hinunter	hinunter	APZR	APPO.Dat	no	yes	x
gerutscht	gerutscht	rutschen	VVPP	VPP.Full.Psp	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
denn	denn	denn	KON	CONJ.Coord.Denn	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	yes	x
machte	machte	machen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
akkurat	akkurat	akkurat	ADJD	ADJD.Pos	no	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
Figur	Figur	Figur	NN	N.Reg.Acc.Sg.Fem	no	yes	x
eines	eines	eine	ART	ART.Indef.Gen.Sg.Masc	no	yes	x
Menschen	Menschen	Mensch	NN	N.Reg.Gen.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
