tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Franz	Franz	Franz	NE	N.Name.Nom.Sg.Masc	yes	yes	x
Grillparzer	Grillparzer	Grillparzer	NE	N.Name.Nom.Sg.Masc	no	yes	x
Der	Der	d	ART	ART.Def.Nom.Sg.Masc	yes	yes	x
arme	arme	arm	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Spielmann	Spielmann	Spielmann	NN	N.Reg.Nom.Sg.Masc	no	yes	x
Erzählung	Erzählung	Erzählung	NN	N.Reg.Nom.Sg.Fem	yes	yes	x
In	In	in	APPR	APPR.In	yes	yes	x
Wien	Wien	Wien	NE	N.Name.Dat.Sg.Neut	no	yes	x
ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Sonntag	Sonntag	Sonntag	NN	N.Reg.Nom.Sg.Masc	no	yes	x
nach	nach	nach	APPR	APPR.Dat	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Neut	no	yes	x
Vollmonde	Vollmonde	Vollmond	NN	N.Reg.Dat.Sg.Neut	no	yes	x
im	im	im	APPRART	APPRART.Dat.Sg.Masc	no	yes	x
Monat	Monat	Monat	NN	N.Reg.Dat.Sg.Masc	no	yes	x
Juli	Juli	Juli	NN	N.Reg.*.Sg.Masc	no	yes	x
jedes	jedes	jede	PIAT	PRO.Indef.Attr.-.Gen.Sg.Neut	no	yes	x
Jahres	Jahres	Jahr	NN	N.Reg.Gen.Sg.Neut	no	yes	x
samt	samt	samt	APPR	APPR.Dat	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
darauf	darauf	darauf	PAV	PROADV.Dem	no	yes	x
folgenden	folgenden	folgend	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
Tage	Tage	Tag	NN	N.Reg.Dat.Sg.Masc	no	yes	x
ein	ein	eine	ART	ART.Indef.Acc.Sg.Neut	no	yes	x
eigentliches	eigentliches	eigentlich	ADJA	ADJA.Pos.Acc.Sg.Neut	no	yes	x
Volksfest	Volksfest	Volksfest	NN	N.Reg.Acc.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
