tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Land	Land	Land	NN	N.Reg.Nom.Sg.Neut	yes	yes	x
!	!	!	$.	SYM.Pun.Sent	no	yes	x
1.	1.	1.	ADJA	ADV	yes	yes	x
Geo	Geo	Geo	NE	N.Name.Dat.Sg.*	yes	yes	x
Weidmann	Weidmann	Weidmann	NE	N.Reg.Nom.Sg.Masc	no	yes	x
steckte	steckte	stecken	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Fem	no	yes	x
Hände	Hände	Hand	NN	N.Reg.Acc.Pl.Fem	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Fem	no	yes	x
Taschen	Taschen	Tasche	NN	N.Reg.Acc.Pl.Fem	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
blickte	blickte	blicken	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
Spiegel	Spiegel	Spiegel	NN	N.Reg.Acc.Sg.Masc	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Der	Der	d	ART	ART.Def.Nom.Sg.Masc	yes	yes	freeIndirect
Mensch	Mensch	Mensch	NN	N.Reg.Nom.Sg.Masc	no	yes	freeIndirect
,	,	,	$,	SYM.Pun.Comma	no	yes	freeIndirect
der	der	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	yes	freeIndirect
da	da	da	ADV	ADV	no	yes	freeIndirect
heraussah	heraussah	heraussehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	freeIndirect
,	,	,	$,	SYM.Pun.Comma	no	yes	freeIndirect
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	freeIndirect
ihm	ihm	er	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	no	yes	freeIndirect
widerwärtig	widerwärtig	widerwärtig	ADJD	ADJD.Pos	no	yes	freeIndirect
.	.	.	$.	SYM.Pun.Sent	no	yes	freeIndirect
Wenn	Wenn	wenn	KOUS	CONJ.SubFin.-	yes	yes	freeIndirect
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	freeIndirect
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	freeIndirect
in	in	in	APPR	APPR.In	no	yes	freeIndirect
so	so	so	ADV	ADV	no	yes	freeIndirect
nahem	nahem	nah	ADJA	ADJA.Pos.Dat.Sg.Neut	no	yes	freeIndirect
Verwandtschaftsgrad	Verwandtschaftsgrad	Verwandtschaftsgrad	NN	N.Reg.Dat.Sg.Neut	no	yes	freeIndirect
zu	zu	zu	APPR	APPR.Dat	no	yes	freeIndirect
ihm	ihm	er	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	no	yes	freeIndirect
gestanden	gestanden	gestehen	VVPP	VPP.Full.Psp	no	yes	freeIndirect
hätte	hätte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Subj	no	yes	freeIndirect
,	,	,	$,	SYM.Pun.Comma	no	yes	freeIndirect
würde	würde	werden	VAFIN	VFIN.Aux.3.Sg.Past.Subj	no	yes	freeIndirect
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	freeIndirect
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	freeIndirect
mit	mit	mit	APPR	APPR.Dat	no	yes	freeIndirect
ihm	ihm	er	PPER	PRO.Pers.Subst.3.Dat.Sg.Masc	no	yes	freeIndirect
geschlagen	geschlagen	schlagen	VVPP	VPP.Full.Psp	no	yes	freeIndirect
haben	haben	haben	VAINF	VINF.Haben.-	no	yes	freeIndirect
.	.	.	$.	SYM.Pun.Sent	no	yes	freeIndirect
So	So	so	ADV	ADV	yes	yes	freeIndirect
ging	ging	gehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	freeIndirect
das	das	die	PDS	PRO.Dem.Subst.-.Nom.Sg.Neut	no	yes	freeIndirect
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	freeIndirect
recht	recht	recht	ADJD	ADJD.Pos	no	yes	freeIndirect
.	.	.	$.	SYM.Pun.Sent	no	yes	freeIndirect
Es	Es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	yes	yes	freeIndirect
hieß	hieß	heißen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	freeIndirect
in	in	in	APPR	APPR.In	no	yes	freeIndirect
guter	guter	gut	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	freeIndirect
Kameradschaft	Kameradschaft	Kameradschaft	NN	N.Reg.Dat.Sg.Fem	no	yes	freeIndirect
weiterleben	weiterleben	weiterleben	VVINF	VINF.Full.-	no	yes	freeIndirect
.	.	.	$.	SYM.Pun.Sent	no	yes	freeIndirect
Was	Was	was	PWS	PRO.Inter.Subst.-.Acc.Sg.Neut	yes	yes	freeIndirect
verlangte	verlangte	verlangen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	freeIndirect
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	freeIndirect
übrigens	übrigens	übrigens	ADV	ADV	no	yes	freeIndirect
?	?	?	$.	SYM.Pun.Sent	no	yes	freeIndirect
War	War	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	yes	yes	freeIndirect
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	freeIndirect
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	freeIndirect
ein	ein	eine	ART	ART.Indef.Nom.Sg.Masc	no	yes	freeIndirect
hübscher	hübscher	hübsch	ADJD	ADJA.Pos.Nom.Sg.Masc	no	yes	freeIndirect
Bursche	Bursche	Bursche	NN	N.Reg.Nom.Sg.Masc	no	yes	freeIndirect
,	,	,	$,	SYM.Pun.Comma	no	yes	freeIndirect
besaß	besaß	besitzen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	freeIndirect
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	freeIndirect
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	freeIndirect
des	des	d	ART	ART.Def.Gen.Sg.Masc	no	yes	freeIndirect
Mammons	Mammons	Mammon	NN	N.Reg.Gen.Sg.Masc	no	yes	freeIndirect
genug	genug	genug	ADV	ADV	no	yes	freeIndirect
,	,	,	$,	SYM.Pun.Comma	no	yes	freeIndirect
durfte	durfte	dürfen	VMFIN	VFIN.Mod.3.Sg.Past.Ind	no	yes	freeIndirect
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	freeIndirect
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	freeIndirect
thun	tun	tun	VVINF	VINF.Full.-	no	yes	freeIndirect
und	und	und	KON	CONJ.Coord.-	no	yes	freeIndirect
lassen	lassen	lassen	VVINF	VINF.Full.-	no	yes	freeIndirect
,	,	,	$,	SYM.Pun.Comma	no	yes	freeIndirect
was	was	was	PWS	PRO.Inter.Subst.-.Acc.Sg.Neut	no	yes	freeIndirect
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	freeIndirect
wollte	wollte	wollen	VMFIN	VFIN.Mod.3.Sg.Past.Ind	no	yes	freeIndirect
?	?	?	$.	SYM.Pun.Sent	no	yes	freeIndirect
Dürfen	Dürfen	dürfen	VMFIN	N.Reg.Nom.Sg.Neut	yes	yes	freeIndirect
,	,	,	$,	SYM.Pun.Comma	no	yes	freeIndirect
ja	ja	ja	ADV	ITJ	no	yes	freeIndirect
.	.	.	$.	SYM.Pun.Sent	no	yes	freeIndirect
Eine	Eine	eine	ART	ART.Indef.Nom.Sg.Fem	yes	yes	freeIndirect
