tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Bjørnson	Björnson	björnson	XY	N.Name.Nom.Sg.*	yes	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Bjørnstjerne	Björnstjerne	björnstjerne	XY	N.Name.*.*.*	no	yes	x
Synnöve	Synnöve	Synnöve	NE	N.Name.*.*.*	yes	yes	x
Solbakken	Sollbacken	Sollbacke	NN	N.Name.Nom.Sg.*	no	yes	x
(	(	(	$(	SYM.Paren.Left	yes	yes	x
Synnøve	Synnöve	synnöve	FM.xy	N.Name.*.*.*	no	yes	x
Solbakken	Solbakken	solbakken	FM.xy	N.Name.Nom.Sg.*	no	yes	x
)	)	)	$(	SYM.Paren.Right	no	yes	x
Erstes	Erstes	erst	ADJA	ADJA.Pos.Nom.Sg.Neut	yes	yes	x
Kapitel	Kapitel	Kapitel	NN	N.Reg.Nom.Sg.Neut	no	yes	x
In	In	in	APPR	APPR.In	yes	yes	x
unsern	unseren	unsere	PPOSAT	PRO.Poss.Attr.-.Dat.Pl.Neut	no	yes	x
weiten	weiten	weit	ADJA	ADJA.Pos.Dat.Pl.Neut	no	yes	x
Tälern	Tälern	Tal	NN	N.Reg.Dat.Pl.Neut	no	yes	x
ragt	ragt	ragen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
wohl	wohl	wohl	ADV	ADV	no	yes	x
manchmal	manchmal	manchmal	ADV	ADV	no	yes	x
eine	eine	eine	ART	ART.Indef.Acc.Sg.Fem	no	yes	x
größere	größere	groß	ADJA	ADJA.Comp.Acc.Sg.Fem	no	yes	x
Anhöhe	Anhöhe	Anhöhe	NN	N.Reg.Acc.Sg.Fem	no	yes	x
empor	empor	empor	PTKVZ	PART.Verb	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
die	die	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Fem	no	yes	x
nach	nach	nach	APPR	APPR.Dat	no	yes	x
allen	allen	alle	PIAT	PRO.Indef.Attr.-.Dat.Pl.Fem	no	yes	x
Seiten	Seiten	Seite	NN	N.Reg.Dat.Pl.Fem	no	yes	x
freiliegt	freiliegt	freiliegen	VVFIN	VPP.Full.Psp	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Sonne	Sonne	Sonne	NN	N.Reg.Dat.Sg.Fem	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
lieben	lieben	lieb	ADJA	ADJA.Pos.Acc.Sg.Masc	no	yes	x
langen	langen	lang	ADJA	ADJA.Pos.Acc.Sg.Masc	no	yes	x
Tag	Tag	Tag	NN	N.Reg.Acc.Sg.Masc	no	yes	x
über	über	über	ADV	ADV	no	yes	x
