tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Der	Der	d	ART	ART.Def.Nom.Sg.Masc	yes	yes	x
Dieb	Dieb	Dieb	NN	N.Reg.Nom.Sg.Masc	no	yes	x
Motto	Motto	Motto	NN	N.Reg.Nom.Sg.Neut	yes	yes	x
:	:	:	$.	SYM.Pun.Colon	no	yes	x
Aux	Aux	aux	FM.fr	FM	yes	yes	x
sots	sots	sots	FM.fr	FM	no	yes	x
je	je	je	FM.fr	ADV	no	yes	x
préfère	prefere	prefere	FM.fr	FM	no	yes	x
les	les	les	FM.fr	FM	no	yes	x
fous	fous	fous	FM.fr	FM	no	yes	x
Dont	Dont	dont	FM.fr	FM	yes	yes	x
je	je	je	FM.fr	ADV	no	yes	x
suis	suis	suis	FM.fr	FM	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
chose	chose	chose	FM.fr	FM	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
hélas	helas	helas	FM.fr	FM	no	yes	x
!	!	!	$.	SYM.Pun.Sent	no	yes	x
certaine	certaine	certaine	FM.fr	FM	yes	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Baudelaire	Baudelaire	Baudelaire	NE	FM	yes	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
»	&quot;	&quot;	$(	FM	yes	yes	x
Gott	Gott	Gott	NN	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
schwöre	schwöre	schwören	VVFIN	VFIN.Full.1.Sg.Pres.Ind	no	yes	x
Dir	Dir	du	PPER	PRO.Pers.Subst.2.Dat.Sg.*	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
werde	werde	werden	VAFIN	VFIN.Aux.1.Sg.Pres.Ind	no	yes	x
Deinen	Deinen	deine	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Masc	no	yes	x
Willen	Willen	Willen	NN	N.Reg.Acc.Sg.Masc	no	yes	x
tun	tun	tun	VVINF	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Denn	Denn	denn	KON	CONJ.Coord.Denn	yes	yes	x
Du	Du	du	PPER	PRO.Pers.Subst.2.Nom.Sg.*	no	yes	x
bist	bist	sein	VAFIN	VFIN.Sein.2.Sg.Pres.Ind	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Herr	Herr	Herr	NN	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Herr	Herr	Herr	NN	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
bin	bin	sein	VAFIN	VFIN.Sein.1.Sg.Pres.Ind	no	yes	x
Dein	Dein	dein	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Neut	no	yes	x
Werkzeug	Werkzeug	Werkzeug	NN	N.Reg.Nom.Sg.Neut	no	yes	x
für	für	für	APPR	APPR.Acc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
für	für	für	APPR	APPR.Acc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
nun	nun	nun	ADV	ADV	no	yes	x
an	an	an	APZR	APZR	no	yes	x
bis	bis	bis	KON	APPR.Bis	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
Ewigkeit	Ewigkeit	Ewigkeit	NN	N.Reg.Dat.Sg.Fem	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Amen	Amen	Amen	NN	ADV	yes	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Das	Das	die	PDS	PRO.Dem.Subst.-.Nom.Sg.Neut	yes	yes	x
heißt	heißt	heißen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
ja	ja	ja	PTKANT	ITJ	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
ja	ja	ja	PTKANT	ITJ	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	yes	x
soll	soll	sollen	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	no	yes	x
also	also	also	ADV	ADV	no	yes	x
geschehen	geschehen	geschehen	VVINF	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Ich	Ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	yes	yes	x
habe	habe	haben	VAFIN	VFIN.Haben.1.Sg.Pres.Ind	no	yes	x
Dich	Dich	du	PPER	PRO.Pers.Subst.2.Acc.Sg.*	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Neut	no	yes	x
Knien	Knien	Knie	NN	N.Reg.Dat.Pl.Neut	no	yes	x
gebeten	gebeten	bitten	VVPP	VPP.Full.Psp	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Du	Du	du	PPER	PRO.Pers.Subst.2.Nom.Sg.*	no	yes	x
weißt	weißt	weißen	VVFIN	VFIN.Full.2.Sg.Pres.Ind	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Acc.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Nacht	Nacht	Nacht	NN	N.Reg.Acc.Sg.Fem	no	yes	x
für	für	für	APPR	APPR.Acc	no	yes	x
Nacht	Nacht	Nacht	NN	N.Reg.Acc.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
hier	hier	hier	ADV	ADV	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
Gethsemane	Gethsemane	Gethsemane	NE	N.Reg.Dat.Sg.Masc	no	yes	x
dieser	dieser	diese	PDAT	PRO.Dem.Attr.-.Gen.Sg.Fem	no	yes	x
Dachstube	Dachstube	Dachstube	NN	N.Reg.Gen.Sg.Fem	no	yes	x
:	:	:	$.	SYM.Pun.Colon	no	yes	x
ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	yes	x
möglich	möglich	möglich	ADJD	ADJD.Pos	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Herr	Herr	Herr	NN	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
so	so	so	ADV	ADV	no	yes	x
lasse	lasse	lassen	VVFIN	VFIN.Full.3.Sg.Pres.Subj	no	yes	x
diesen	diesen	diese	PDAT	PRO.Dem.Attr.-.Acc.Sg.Masc	no	yes	x
Kelch	Kelch	Kelch	NN	N.Reg.Acc.Sg.Masc	no	yes	x
an	an	an	APPR	APPR.An	no	yes	x
mir	mir	ich	PPER	PRO.Pers.Subst.1.Dat.Sg.*	no	yes	x
vorübergehen	vorübergehen	vorübergehen	VVINF	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Aber	Aber	aber	KON	CONJ.Coord.Aber	yes	yes	x
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	x
mein	mein	mein	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
sondern	sondern	sondern	KON	CONJ.Coord.-	no	yes	x
Dein	Dein	dein	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Masc	no	yes	x
Wille	Wille	Wille	NN	N.Reg.Nom.Sg.Masc	no	yes	x
geschehe	geschehe	geschehen	VVFIN	VFIN.Full.3.Sg.Pres.Subj	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Und	Und	und	KON	CONJ.Coord.-	yes	yes	x
nun	nun	nun	ADV	ADV	no	yes	x
will	will	wollen	VMFIN	VFIN.Mod.1.Sg.Pres.Ind	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
mich	mich	mich	PRF	PRO.Refl.Subst.1.Acc.Sg.*	no	yes	x
gürten	gürten	gürten	VVINF	VINF.Full.-	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
ausfahren	ausfahren	ausfahren	VVFIN	VINF.Full.-	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
wie	wie	wie	PWAV	CONJ.Comp.-	no	yes	x
weiland	weiland	weiland	ADV	ADV	no	yes	x
Elia	Elia	Elia	NE	N.Name.Nom.Sg.Masc	no	yes	x
gegen	gegen	gegen	APPR	APPR.Acc	no	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Masc	no	yes	x
falschen	falschen	falsch	ADJA	ADJA.Pos.Acc.Pl.Masc	no	yes	x
Priester	Priester	Priester	NN	N.Reg.Acc.Pl.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
oder	oder	oder	KON	CONJ.Coord.-	no	yes	x
wie	wie	wie	KOKOM	CONJ.Comp.-	no	yes	x
Mose	Mose	Mose	NE	N.Name.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	yes	x
gegen	gegen	gegen	APPR	APPR.Acc	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
Reigen	Reigen	Reigen	NN	N.Reg.Acc.Sg.Masc	no	yes	x
der	der	d	ART	ART.Def.Gen.Pl.Masc	no	yes	x
Tänzer	Tänzer	Tänzer	NN	N.Reg.Gen.Pl.Masc	no	yes	x
anschritt	anschritt	anschreiten	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Nicht	Nicht	nicht	PTKNEG	PART.Neg	yes	yes	x
eine	eine	eine	ART	ART.Indef.Acc.Sg.Fem	no	yes	x
mehr	mehr	mehr	PIS	PRO.Indef.Subst.-.*.*.*	no	yes	x
dieser	dieser	diese	PDAT	PRO.Dem.Attr.-.Gen.Pl.Fem	no	yes	x
Nächte	Nächte	Nacht	NN	N.Reg.Gen.Pl.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Herr	Herr	Herr	NN	N.Name.Dat.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
sonst	sonst	sonst	ADV	ADV	no	yes	x
bringst	bringst	bringen	VVFIN	VFIN.Full.2.Sg.Pres.Ind	no	yes	x
Du	Du	du	PPER	PRO.Pers.Subst.2.Nom.Sg.*	no	yes	x
mich	mich	mich	PRF	PRO.Pers.Subst.1.Acc.Sg.*	no	yes	x
um	um	um	APPR	APPR.Acc	no	yes	x
meinen	meinen	meine	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Masc	no	yes	x
Verstand	Verstand	Verstand	NN	N.Reg.Acc.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
brauche	brauche	brauchen	VVFIN	VFIN.Full.1.Sg.Pres.Ind	no	yes	x
ihn	ihn	er	PPER	PRO.Pers.Subst.3.Acc.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
denn	denn	denn	KON	CONJ.Coord.Denn	no	yes	x
Du	Du	du	PPER	PRO.Pers.Subst.2.Nom.Sg.*	no	yes	x
hast	hast	haben	VAFIN	VFIN.Haben.2.Sg.Pres.Ind	no	yes	x
ein	ein	eine	ART	ART.Indef.Acc.Sg.Neut	no	yes	x
großes	großes	groß	ADJA	ADJA.Pos.Acc.Sg.Neut	no	yes	x
Werk	Werk	Werk	NN	N.Reg.Acc.Sg.Neut	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
meine	meine	meine	PPOSAT	PRO.Poss.Attr.-.Acc.Pl.Fem	no	yes	x
Schultern	Schultern	Schulter	NN	N.Reg.Acc.Pl.Fem	no	yes	x
gelegt	gelegt	legen	VVPP	VPP.Full.Psp	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
«	&quot;	&quot;	$(	CARD	no	yes	x
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	yes	x
fiel	fiel	fallen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
nieder	nieder	nieder	PTKVZ	PART.Verb	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
verbeugte	verbeugte	verbeugen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	x
vor	vor	vor	APPR	APPR.Vor	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
Engel	Engel	Engel	NN	N.Reg.Dat.Sg.Masc	no	yes	x
des	des	d	ART	ART.Def.Gen.Sg.Masc	no	yes	x
Herrn	Herrn	Herr	NN	N.Reg.Gen.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	yes	x
hinter	hinter	hinter	APPR	APPR.Hinter	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
Ofen	Ofen	Ofen	NN	N.Reg.Dat.Sg.Masc	no	yes	x
stand	stand	stehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
da	da	da	KOUS	CONJ.SubFin.-	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
wo	wo	wo	PWAV	PROADV.Inter	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Paletot	Paletot	Paletot	NN	N.Reg.Nom.Sg.Masc	no	yes	x
hing	hing	hangen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
dort	dort	dort	ADV	ADV	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
wo	wo	wo	PWAV	PROADV.Inter	no	yes	x
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	x
jetzt	jetzt	jetzt	ADV	ADV	no	yes	x
immer	immer	immer	ADV	ADV	no	yes	x
zu	zu	zu	PTKZU	PART.Zu	no	yes	x
erscheinen	erscheinen	erscheinen	VVINF	VINF.Full.-	no	yes	x
pflegte	pflegte	pflegen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Dann	Dann	dann	ADV	ADV	yes	yes	x
stand	stand	stehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	x
auf	auf	auf	PTKVZ	PART.Verb	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
nahm	nahm	nehmen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
das	das	d	ART	ART.Def.Acc.Sg.Neut	no	yes	x
Paket	Paket	Paket	NN	N.Reg.Acc.Sg.Neut	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
ging	ging	gehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	yes	x
wußte	wußte	wissen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
wie	wie	wie	PWAV	PROADV.Inter	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	yes	x
angefangen	angefangen	anfangen	VVPP	VPP.Full.Psp	no	yes	x
hatte	hatte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Seit	Seit	seit	APPR	APPR.Dat	yes	yes	x
einigen	einigen	einige	PIAT	PRO.Indef.Attr.-.Dat.Pl.Neut	no	yes	x
Jahren	Jahren	Jahr	NN	N.Reg.Dat.Pl.Neut	no	yes	x
hatte	hatte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	no	yes	x
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
seinen	seinen	seine	PPOSAT	PRO.Poss.Attr.-.Dat.Pl.Masc	no	yes	x
Freunden	Freunden	Freund	NN	N.Reg.Dat.Pl.Masc	no	yes	x
zurück	zurück	zurück	PTKVZ	ADV	no	yes	x
