tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Altmodische	Altmodische	altmodisch	ADJA	ADJA.Pos.Nom.Pl.*	yes	yes	x
Leute	Leute	Leute	NN	N.Reg.Nom.Pl.*	no	yes	x
Wenn	Wenn	wenn	KOUS	CONJ.SubFin.-	yes	yes	x
die	die	d	ART	ART.Def.Nom.Pl.Masc	no	yes	x
Pahlerbsen	Palerbsen	Palerbse	NN	N.Reg.Nom.Pl.Masc	no	yes	x
billig	billig	billig	ADJD	ADJD.Pos	no	yes	x
werden	werden	werden	VAINF	VFIN.Aux.3.Pl.Pres.Ind	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
ihr	ihr	ihr	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Masc	no	yes	x
Geruch	Geruch	Geruch	NN	N.Reg.Nom.Sg.Masc	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Luft	Luft	Luft	NN	N.Reg.Dat.Sg.Fem	no	yes	x
schwebt	schwebt	schweben	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Karren	Karren	Karren	NN	VFIN.Full.3.Pl.Pres.Ind	no	yes	x
voll	voll	voll	ADJD	ADJD.Pos	no	yes	x
Erdbeeren	Erdbeeren	Erdbeere	NN	N.Reg.Nom.Pl.Fem	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
Kirschen	Kirschen	Kirsche	NN	N.Reg.Nom.Pl.Fem	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Pl.*	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Straße	Straße	Straße	NN	N.Reg.Dat.Sg.Fem	no	yes	x
drängen	drängen	drängen	VVFIN	VFIN.Full.3.Pl.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Gänge	Gänge	Gang	NN	N.Reg.Nom.Pl.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
Höfe	Höfe	Hof	NN	N.Reg.Nom.Pl.Masc	no	yes	x
voll	voll	voll	ADJD	ADJD.Pos	no	yes	x
Sonnennebel	Sonnennebel	Sonnennebel	NN	ADJD.Pos	no	yes	x
sind	sind	sein	VAFIN	VFIN.Sein.3.Pl.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Schattenstreif	Schattenstreif	Schattenstreif	NN	N.Reg.Nom.Sg.Masc	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
Trottoir	Trottoir	Trottoir	NN	N.Reg.Dat.Sg.Masc	no	yes	x
so	so	so	ADV	ADV	no	yes	x
schmal	schmal	schmal	ADJD	ADJD.Pos	no	yes	x
wird	wird	werden	VAFIN	VFIN.Aux.3.Sg.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
daß	daß	daß	KOUS	CONJ.SubFin.-	no	yes	x
man	man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	no	yes	x
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	x
darin	darin	darin	PAV	PROADV.Dem	no	yes	x
gehen	gehen	gehen	VVINF	VINF.Full.-	no	yes	x
kann	kann	können	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
dann	dann	dann	ADV	ADV	no	yes	x
gibt	gibt	geben	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
langen	langen	lang	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	x
Neustädter	Neustädter	Neustadter	NN	ADJA.Pos.*.*.*	no	yes	x
Neustraße	Neustraße	Neustraße	NN	N.Reg.Dat.Sg.Fem	no	yes	x
kein	kein	keine	PIAT	PRO.Indef.Attr.-.Acc.Sg.Neut	no	yes	x
kühleres	kühleres	kühl	ADJA	ADJA.Comp.Acc.Sg.Neut	no	yes	x
Schlupfwinkelchen	Schlupfwinkelchen	Schlupfwinkelchen	NN	N.Reg.Acc.Sg.Neut	no	yes	x
als	als	als	KOKOM	CONJ.Comp.-	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
Käsehökerkeller	Käsehökerkeller	Käsehökerkeller	NN	N.Reg.Acc.Sg.Masc	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
»	&quot;	&quot;	$(	N.Name.Dat.Sg.*	no	yes	x
Gebrüder	Gebrüder	Gebrüder	NN	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Fritz	Fritz	Fritz	NE	N.Name.Nom.Sg.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
Johann	Johann	Johann	NE	N.Name.Nom.Sg.Masc	no	yes	x
Becker	Becker	Becker	NE	N.Name.Nom.Sg.Masc	no	yes	x
«	&quot;	&quot;	$(	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
wie	wie	wie	PWAV	PROADV.Inter	no	yes	x
die	die	d	ART	ART.Def.Nom.Sg.Fem	no	yes	x
rote	rote	rot	ADJA	ADJA.Pos.Nom.Sg.Fem	no	yes	x
Firma	Firma	Firma	NN	N.Reg.Nom.Sg.Fem	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
weißem	weißem	weiß	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
Grunde	Grunde	Grund	NN	N.Reg.Dat.Sg.Masc	no	yes	x
über	über	über	APPR	APPR.über	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Treppe	Treppe	Treppe	NN	N.Reg.Dat.Sg.Fem	no	yes	x
lautet	lautet	lauten	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Zwar	Zwar	zwar	ADV	ADV	yes	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Fem	no	yes	x
schmalen	schmalen	schmal	ADJA	ADJA.Pos.Acc.Pl.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
ausgehöhlten	ausgehöhlten	ausgehöhlt	ADJA	ADJA.Pos.Acc.Pl.Fem	no	yes	x
acht	acht	acht	CARD	CARD	no	yes	x
Sandsteinstufen	Sandsteinstufen	Sandsteinstufe	NN	N.Reg.Acc.Pl.Fem	no	yes	x
