tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Semënovič	Semenovic	Semenovic	NE	N.Name.Nom.Sg.Masc	yes	yes	x
Nikolaj	Nikolaj	Nikolaj	NE	N.Name.Nom.Sg.Masc	no	yes	x
Leskov	Leskov	Leskov	NE	N.Name.Nom.Sg.Masc	no	yes	x
Der	Der	d	ART	ART.Def.Nom.Sg.Masc	yes	yes	x
versiegelte	versiegelte	versiegelt	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Engel	Engel	Engel	NN	N.Reg.Nom.Sg.Masc	no	yes	x
(	(	(	$(	SYM.Paren.Left	yes	yes	x
Zapečatlennyj	Zapecatlennyj	Zapecatlennyj	NE	N.Name.Nom.Sg.Masc	no	yes	x
Angel	Angel	Angel	NE	N.Name.Nom.Sg.Masc	no	yes	x
)	)	)	$(	SYM.Paren.Right	no	yes	x
Erstes	Erstes	erst	ADJA	ADJA.Pos.Nom.Sg.Neut	yes	yes	x
Kapitel	Kapitel	Kapitel	NN	N.Reg.Nom.Sg.Neut	no	yes	x
Es	Es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	yes	yes	x
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	x
um	um	um	APPR	APPR.Acc	no	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
Weihnachtszeit	Weihnachtszeit	Weihnachtszeit	NN	N.Reg.Acc.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
am	am	am	APPRART	APPRART.Dat.Sg.Masc	no	yes	x
Vorabend	Vorabend	Vorabend	NN	N.Reg.Dat.Sg.Masc	no	yes	x
des	des	d	ART	ART.Def.Gen.Sg.Masc	no	yes	x
Wassilijtages	Wassilijtages	Wassilijtages	NN	N.Reg.Gen.Sg.Masc	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Das	Das	d	ART	ART.Def.Nom.Sg.Neut	yes	yes	x
Wetter	Wetter	Wetter	NN	N.Reg.Nom.Sg.Neut	no	yes	x
ließ	ließ	lassen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	x
sehr	sehr	sehr	ADV	ADV	no	yes	x
ungnädig	ungnädig	ungnädig	ADJD	ADJD.Pos	no	yes	x
an	an	an	PTKVZ	PART.Verb	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Einer	Einer	eine	PIS	PRO.Indef.Subst.-.Nom.Sg.Masc	yes	yes	x
der	der	d	ART	ART.Def.Gen.Pl.Masc	no	yes	x
grausamen	grausamen	grausam	ADJA	ADJA.Pos.Gen.Pl.Masc	no	yes	x
Landstürme	Landstürme	Landsturm	NN	N.Reg.Gen.Pl.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
