tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Seine	Seine	seine	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Fem	yes	yes	x
Letzte	Letzte	letzte	ADJA	N.Reg.Nom.Sg.Fem	no	yes	x
Ein	Ein	eine	ART	ART.Indef.Nom.Sg.Masc	yes	yes	x
Juliabend	Juliabend	Juliabend	NN	N.Reg.Nom.Sg.Masc	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
drückender	drückender	drückend	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	x
Schwüle	Schwüle	Schwüle	NN	N.Reg.Dat.Sg.Fem	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Ein	Ein	eine	ART	ART.Indef.Nom.Sg.Masc	yes	yes	x
grauer	grauer	grau	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
schwerer	schwerer	schwer	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Dunst	Dunst	Dunst	NN	N.Reg.Nom.Sg.Masc	no	yes	x
lag	lag	liegen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
über	über	über	APPR	APPR.über	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Stadt	Stadt	Stadt	NN	N.Reg.Dat.Sg.Fem	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Um	Um	um	KOUI	CONJ.SubInf.-	yes	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Fem	no	yes	x
Laternen	Laternen	Laterne	NN	N.Reg.Acc.Pl.Fem	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
elektrischen	elektrischen	elektrisch	ADJA	ADJA.Pos.Nom.Pl.Fem	no	yes	x
Bogenlampen	Bogenlampen	Bogenlampe	NN	N.Reg.Nom.Pl.Fem	no	yes	x
hatten	hatten	haben	VAFIN	VFIN.Haben.3.Pl.Past.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Pl.*	no	yes	x
braungraue	braungraue	braungrau	ADJA	ADJA.Pos.Acc.Pl.Fem	no	yes	x
Schichten	Schichten	Schichte	NN	N.Reg.Acc.Pl.Fem	no	yes	x
gelegt	gelegt	legen	VVPP	VPP.Full.Psp	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
die	die	die	PRELS	PRO.Rel.Subst.-.Nom.Pl.Fem	no	yes	x
unbeweglich	unbeweglich	unbeweglich	ADJD	ADJD.Pos	no	yes	x
wie	wie	wie	KOKOM	CONJ.Comp.-	no	yes	x
Scheiben	Scheiben	Scheibe	NN	N.Reg.Acc.Pl.Fem	no	yes	x
standen	standen	stehen	VVFIN	VFIN.Full.3.Pl.Past.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
keinem	keinem	keine	PIAT	PRO.Indef.Attr.-.Dat.Sg.Masc	no	yes	x
Lufthauch	Lufthauch	Lufthauch	NN	N.Reg.Dat.Sg.Masc	no	yes	x
bewegt	bewegt	bewegen	VVFIN	VPP.Full.Psp	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Träge	Träge	Träge	NN	N.Reg.Acc.Sg.Fem	yes	yes	x
schlichen	schlichen	schleichen	VVFIN	VFIN.Full.3.Pl.Past.Ind	no	yes	x
die	die	d	ART	ART.Def.Nom.Pl.Masc	no	yes	x
Menschen	Menschen	Mensch	NN	N.Reg.Nom.Pl.Masc	no	yes	x
dahin	dahin	dahin	PAV	PROADV.Dem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
aus	aus	aus	APPR	APPR.Dat	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Masc	no	yes	x
durchglühten	durchglühten	durchglüht	ADJA	ADJA.Pos.Dat.Pl.Masc	no	yes	x
Wohn-	Wohn-	wohn-	TRUNC	TRUNC.Noun	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
Schlafräumen	Schlafräumen	Schlafraum	NN	N.Reg.Dat.Pl.Masc	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Masc	no	yes	x
Bierpaläste	Bierpaläste	Bierpalast	NN	N.Reg.Acc.Pl.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
engen	engen	eng	ADJA	ADJA.Pos.Acc.Pl.Fem	no	yes	x
Restaurationsgärten	Restaurationsgärten	Restaurationsgarten	NN	N.Reg.Acc.Pl.Fem	no	yes	x
der	der	d	ART	ART.Def.Gen.Sg.Fem	no	yes	x
Stadt	Stadt	Stadt	NN	N.Reg.Gen.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
die	die	die	PRELS	PRO.Rel.Subst.-.Acc.Sg.Fem	no	yes	x
die	die	d	ART	ART.Def.Nom.Pl.Fem	no	yes	x
hohen	hohen	hoch	ADJA	ADJA.Pos.Nom.Pl.Fem	no	yes	x
umgebenden	umgebenden	umgebend	ADJA	ADJA.Pos.Nom.Pl.Fem	no	yes	x
Mauern	Mauern	Mauer	NN	N.Reg.Nom.Pl.Fem	no	yes	x
kaum	kaum	kaum	ADV	ADV	no	yes	x
einen	einen	eine	ART	ART.Indef.Acc.Sg.Masc	no	yes	x
Lufthauch	Lufthauch	Lufthauch	NN	N.Reg.Acc.Sg.Masc	no	yes	x
ließen	ließen	lassen	VVFIN	VFIN.Full.3.Pl.Past.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Nur	Nur	nur	ADV	ADV	yes	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Friedrichstraße	Friedrichstraße	Friedrichstraße	NN	N.Reg.Dat.Sg.Fem	no	yes	x
pulsierte	pulsierte	pulsieren	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
so	so	so	ADV	ADV	no	yes	x
etwas	etwas	etwas	PIS	PRO.Indef.Subst.-.*.*.Neut	no	yes	x
wie	wie	wie	KOKOM	CONJ.Comp.-	no	yes	x
Leben	Leben	Leben	NN	N.Reg.Nom.Sg.Neut	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
Energie	Energie	Energie	NN	N.Reg.Nom.Sg.Fem	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
ab	ab	ab	APPR	APPR.Dat	no	yes	x
wogenden	wogenden	wogend	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
Menschenstrom	Menschenstrom	Menschenstrom	NN	N.Reg.Dat.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	yes	x
jetzt	jetzt	jetzt	ADV	ADV	no	yes	x
um	um	um	APPR	APPR.Acc	no	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
zehnte	zehnte	zehnt	ADJA	ADJA.Pos.Acc.Sg.Fem	no	yes	x
Abendstunde	Abendstunde	Abendstunde	NN	N.Reg.Acc.Sg.Fem	no	yes	x
zu	zu	zu	APPR	APPR.Dat	no	yes	x
einer	einer	eine	ART	ART.Indef.Dat.Sg.Fem	no	yes	x
undurchdringlichen	undurchdringlichen	undurchdringlich	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	x
Menge	Menge	Menge	NN	N.Reg.Dat.Sg.Fem	no	yes	x
angestaut	angestaut	anstauen	VVPP	ADJD.Pos	no	yes	x
schien	schien	scheinen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Vorbei	Vorbei	vorbei	ADV	ADV	yes	yes	x
an	an	an	APPR	APPR.An	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Masc	no	yes	x
gaffenden	gaffenden	gaffend	ADJA	ADJA.Pos.Dat.Pl.Masc	no	yes	x
Laffen	Laffen	Laffe	NN	N.Reg.Dat.Pl.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Fem	no	yes	x
umherlungernden	umherlungernden	umherlungernd	ADJA	ADJA.Pos.Dat.Pl.Fem	no	yes	x
geschminkten	geschminkten	geschminkt	ADJA	ADJA.Pos.Dat.Pl.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
zur	zur	zur	APPRART	APPRART.Dat.Sg.Fem	no	yes	x
Karikatur	Karikatur	Karikatur	NN	N.Reg.Dat.Sg.Fem	no	yes	x
aufgeputzten	aufgeputzten	aufgeputzt	ADJA	ADJA.Pos.Gen.Pl.Fem	no	yes	x
Dämchen	Dämchen	Dämchen	NN	N.Reg.Gen.Pl.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
zwischen	zwischen	zwischen	APPR	APPR.Zwischen	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
eiligen	eiligen	eilig	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
stetiger	stetiger	stetig	ADJA	ADJD.Comp	no	yes	x
seines	seines	seine	PPOSAT	PRO.Poss.Attr.-.Gen.Sg.Masc	no	yes	x
Wegs	Wegs	Weg	NN	N.Reg.Gen.Sg.Masc	no	yes	x
gehenden	gehenden	gehend	ADJA	ADJA.Pos.Dat.Sg.Neut	no	yes	x
besseren	besseren	gut	ADJA	ADJA.Comp.Dat.Sg.Neut	no	yes	x
Publikum	Publikum	Publikum	NN	N.Reg.Dat.Sg.Neut	no	yes	x
drängte	drängte	drängen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Neut	no	yes	x
junges	junges	jung	ADJA	ADJA.Pos.Nom.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
schlankes	schlankes	schlank	ADJA	ADJA.Pos.Nom.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
schlicht	schlicht	schlicht	ADJD	ADJD.Pos	no	yes	x
gekleidetes	gekleidetes	gekleidet	ADJA	ADJA.Pos.Nom.Sg.Neut	no	yes	x
Mädchen	Mädchen	Mädchen	NN	N.Reg.Nom.Sg.Neut	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Ohne	Ohne	ohne	KOUI	CONJ.SubInf.-	yes	yes	x
umzuschauen	umzuschauen	umschauen	VVIZU	VINF.Full.zu	no	yes	x
eilte	eilte	eilen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	yes	x
durch	durch	durch	APPR	APPR.Acc	no	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
Menge	Menge	Menge	NN	N.Reg.Acc.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
das	das	d	ART	ART.Def.Acc.Sg.Neut	no	yes	x
hübsche	hübsche	hübsch	ADJA	ADJA.Pos.Acc.Sg.Neut	no	yes	x
Gesicht	Gesicht	Gesicht	NN	N.Reg.Acc.Sg.Neut	no	yes	x
gerötet	gerötet	röten	VVPP	VPP.Full.Psp	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
das	das	d	ART	ART.Def.Acc.Sg.Neut	no	yes	x
volle	volle	voll	ADJA	ADJA.Pos.Acc.Sg.Neut	no	yes	x
