tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Ein	Ein	eine	ART	ART.Indef.Nom.Sg.Masc	yes	yes	x
scandalöser	skandalöser	skandalös	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Fall	Fall	Fall	NN	N.Reg.Nom.Sg.Masc	no	yes	x
»	&quot;	&quot;	$(	CARD	yes	yes	x
Und	Und	und	KON	CONJ.Coord.-	no	yes	x
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	x
schuf	schuf	schaffen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
sie	sie	sie	PPER	PRO.Pers.Subst.3.Acc.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Neut	no	yes	x
Männlein	Männlein	Männlein	NN	N.Reg.Nom.Sg.Neut	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
Fräulein	Fräulein	Fräulein	NN	N.Reg.Nom.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
sprach	sprach	sprechen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
zu	zu	zu	APPR	APPR.Dat	no	yes	x
ihnen	ihnen	sie	PPER	PRO.Pers.Subst.3.Dat.Pl.*	no	yes	x
:	:	:	$.	SYM.Pun.Colon	no	yes	x
Seid	Seid	sein	VAIMP	VIMP.Sein.2.Pl	yes	yes	x
fruchtbar	fruchtbar	fruchtbar	ADJD	ADJD.Pos	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
mehret	mehret	mehren	VVFIN	VFIN.Full.2.Pl.Pres.Subj	no	yes	x
Euch	Euch	ihr	PPER	PRO.Pers.Subst.2.Acc.Pl.*	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Genesis	Genesis	Genesis	NN	N.Reg.Nom.Sg.Fem	yes	yes	x
1	1	1	CARD	CARD	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
27–28	27-28	27-28	CARD	CARD	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Das	Das	d	ART	ART.Def.Nom.Sg.Neut	yes	yes	x
säkularisirte	säkularisierte	säkularisiert	ADJA	ADJA.Pos.Nom.Sg.Neut	no	yes	x
Kloster	KlosterDouayin	Klosterdouayin	NN	N.Name.Nom.Sg.Neut	no	yes	x
Douay				CARD	yes	yes	x
in				N.Reg.*.*.Neut	yes	yes	x
der	der	d	ART	ART.Def.Gen.Sg.Fem	no	yes	x
Normandie	Normandie	Normandie	NN	N.Name.Gen.Sg.Fem	no	yes	x
wurde	wurde	werden	VAFIN	VFIN.Aux.3.Sg.Past.Ind	no	yes	x
1830	1830	1830	CARD	CARD	no	yes	x
insofern	insofern	insofern	ADV	ADV	no	yes	x
seinem	seinem	seine	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Masc	no	yes	x
ursprünglichen	ursprünglichen	ursprünglich	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
Zweck	Zweck	Zweck	NN	N.Reg.Dat.Sg.Masc	no	yes	x
zurückgegeben	zurückgegeben	zurückgeben	VVPP	VPP.Full.Psp	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
als	als	als	KOUS	CONJ.SubFin.-	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Neut	no	yes	x
Erziehungs-Institut	Erziehungs-Institut	Erziehungs-Institut	NN	N.Reg.Nom.Sg.Neut	no	yes	x
für	für	für	APPR	APPR.Acc	no	yes	x
Mädchen	Mädchen	Mädchen	NN	N.Reg.Acc.Pl.Neut	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Masc	no	yes	x
weiten	weiten	weit	ADJA	ADJA.Pos.Dat.Pl.Masc	no	yes	x
prachtvollen	prachtvollen	prachtvoll	ADJA	ADJA.Pos.Dat.Pl.Masc	no	yes	x
Räumen	Räumen	Raum	NN	N.Reg.Dat.Pl.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
unter	unter	unter	APPR	APPR.Unter	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
geistlichen	geistlichen	geistlich	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	x
Oberleitung	Oberleitung	Oberleitung	NN	N.Reg.Dat.Sg.Fem	no	yes	x
eines	eines	eine	ART	ART.Indef.Gen.Sg.Masc	no	yes	x
Abbé	Abbe	Abbe	NN	N.Reg.Gen.Pl.Masc	no	yes	x
mit	mit	mit	APPR	APPR.Dat	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
nöthigen	nötigen	nötig	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	x
Anzahl	Anzahl	Anzahl	NN	N.Reg.Dat.Sg.Fem	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
Lehrkräften	Lehrkräften	Lehrkraft	NN	N.Reg.Dat.Pl.Fem	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Gestalt	Gestalt	Gestalt	NN	N.Reg.Dat.Sg.Fem	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
Dominikanerinnen	Dominikanerinnen	Dominikanerin	NN	N.Reg.Dat.Pl.Fem	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
die	die	die	PRELS	PRO.Rel.Subst.-.Nom.Pl.Fem	no	yes	x
auch	auch	auch	ADV	ADV	no	yes	x
früher	früher	früh	ADJD	ADJD.Comp	no	yes	x
das	das	d	ART	ART.Def.Acc.Sg.Neut	no	yes	x
Kloster	Kloster	Kloster	NN	N.Reg.Acc.Sg.Neut	no	yes	x
inne	inne	inne	PTKVZ	PART.Verb	no	yes	x
gehabt	gehabt	haben	VAPP	VPP.Haben.Psp	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Regierung	Regierung	Regierung	NN	N.Reg.Dat.Sg.Fem	no	yes	x
gestattet	gestattet	gestatten	VVPP	VPP.Full.Psp	no	yes	x
worden	worden	werden	VAPP	VPP.Aux.Psp	no	yes	x
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Die	Die	d	ART	ART.Def.Nom.Pl.Fem	yes	yes	x
dort	dort	dort	ADV	ADV	no	yes	x
erzogenen	erzogenen	erziehen	ADJA	ADJA.Pos.Nom.Pl.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
jungen	jungen	jung	ADJA	ADJA.Pos.Nom.Pl.Fem	no	yes	x
Damen	Damen	Dame	NN	N.Reg.Nom.Pl.Fem	no	yes	x
gehörten	gehörten	gehören	VVFIN	VFIN.Full.3.Pl.Past.Ind	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Fem	no	yes	x
ersten	ersten	erst	ADJA	ADJA.Pos.Dat.Pl.Fem	no	yes	x
Familien	Familien	Familie	NN	N.Reg.Dat.Pl.Fem	no	yes	x
des	des	d	ART	ART.Def.Gen.Sg.Neut	no	yes	x
Landes	Landes	Land	NN	N.Reg.Gen.Sg.Neut	no	yes	x
an	an	an	PTKVZ	PART.Verb	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Man	Man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	yes	yes	x
wollte	wollte	wollen	VMFIN	VFIN.Mod.3.Sg.Past.Ind	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
damals	damals	damals	ADV	ADV	no	yes	x
noch	noch	noch	ADV	ADV	no	yes	x
gekränkten	gekränkten	gekränkt	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
französischen	französischen	französisch	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
Adel	Adel	Adel	NN	N.Reg.Dat.Sg.Masc	no	yes	x
gern	gern	gern	ADV	ADV	no	yes	x
