tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Marie	Marie	Marie	NE	N.Name.Nom.Sg.Fem	yes	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
Ebner-Eschenbach	Ebner-Eschenbach	Ebner-Eschenbach	NE	N.Name.Dat.Sg.Neut	no	yes	x
Ein	Ein	eine	ART	ART.Indef.Nom.Sg.Masc	yes	yes	x
Spätgeborner	Spätgeborener	Spatgebärene	NN	N.Reg.Nom.Sg.Masc	no	yes	x
Nicht	Nicht	nicht	PTKNEG	PART.Neg	yes	yes	x
was	was	was	PWS	PRO.Inter.Subst.-.Acc.Sg.Neut	no	yes	x
wir	wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	no	yes	x
erleben	erleben	erleben	VVINF	VFIN.Full.1.Pl.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
sondern	sondern	sondern	KON	CONJ.Coord.-	yes	yes	x
wie	wie	wie	PWAV	PROADV.Inter	no	yes	x
wir	wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	no	yes	x
empfinden	empfinden	empfinden	VVFIN	VFIN.Full.1.Pl.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
was	was	was	PWS	PRO.Inter.Subst.-.Acc.Sg.Neut	yes	yes	x
wir	wir	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	no	yes	x
erleben	erleben	erleben	VVINF	VFIN.Full.1.Pl.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
macht	macht	machen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	yes	yes	x
unser	unser	unsere	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Neut	no	yes	x
Schicksal	Schicksal	Schicksal	NN	N.Reg.Nom.Sg.Neut	no	yes	x
aus	aus	aus	PTKVZ	PART.Verb	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
1	1	1	CARD	CARD	yes	yes	x
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	yes	x
hieß	hieß	heißen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
Andreas	Andreas	Andreas	NE	N.Name.Nom.Sg.Masc	no	yes	x
Muth	Mut	Mut	NN	N.Reg.Acc.Sg.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
