tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Das	Das	d	ART	ART.Def.Nom.Sg.Neut	yes	yes	x
Buch	Buch	Buch	NN	N.Reg.Nom.Sg.Neut	no	yes	x
Hiopp	Hiopp	Hiopp	NE	N.Name.Nom.Sg.*	no	yes	x
oder	oder	oder	KON	CONJ.Coord.-	yes	yes	x
wie	wie	wie	PWAV	PROADV.Inter	yes	yes	x
das	das	d	ART	ART.Def.Nom.Sg.Neut	yes	yes	x
Buch	Buch	Buch	NN	N.Reg.Nom.Sg.Neut	no	yes	x
Hiob	Hiob	Hiob	NE	N.Name.Nom.Sg.Masc	no	yes	x
ausgefallen	ausgefallen	ausfallen	VVPP	VPP.Full.Psp	yes	yes	x
wäre	wäre	sein	VAFIN	VFIN.Sein.3.Sg.Past.Subj	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
wenn	wenn	wenn	KOUS	CONJ.SubFin.-	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	yes	x
Pastor	Pastor	Pastor	NN	N.Reg.Acc.Sg.Masc	no	yes	x
Frenssen	Fressen	Fressen	NN	VINF.Full.-	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	x
Luther	Luther	Luther	NE	N.Name.Nom.Sg.Masc	no	yes	x
übersetzt	übersetzt	übersetzen	VVPP	VPP.Full.Psp	no	yes	x
hätte	hätte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Subj	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
I	I	i	XY	SYM.Other.XY	yes	yes	x
Heute	Heute	heute	ADV	ADV	yes	yes	x
nu	nun	nun	ADV	ADV	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
meine	meine	meine	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Fem	no	yes	x
Seele	Seele	Seele	NN	N.Reg.Acc.Sg.Fem	no	yes	x
du	du	Du	NE	PRO.Pers.Subst.2.Nom.Sg.*	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
mußt	mußt	müssen	VMFIN	VFIN.Mod.2.Sg.Pres.Ind	no	yes	x
de	de	De	NE	FM	no	yes	x
ma	ma	Ma	NE	FM	no	yes	x
üwasetzen	üwasetzen	Üwasetzen	NE	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
II	II	Ii	NE	CARD	yes	yes	x
Wohlßtand	Wohlstand	Wohlstand	NN	N.Reg.Nom.Sg.Masc	yes	yes	x
des	des	d	ART	ART.Def.Gen.Sg.Neut	no	yes	x
frommen	frommen	fromm	ADJA	ADJA.Pos.Gen.Sg.Neut	no	yes	x
Hiopp	Hiopp	Hiopp	NN	N.Reg.Gen.Sg.Neut	no	yes	x
Nu	Nun	nun	ADV	ADV	yes	yes	x
paßt	paßt	passen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
ma	ma	Ma	NE	N.Name.Nom.Sg.*	no	yes	x
auf	auf	auf	PTKVZ	PART.Verb	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
ihr	ihr	sie	PPER	PRO.Pers.Subst.3.Dat.Sg.Fem	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Lebte	Lebte	leben	VVFIN	VFIN.Full.3.Sg.Past.Ind	yes	yes	x
da	da	da	ADV	ADV	no	yes	x
ma	ma	Ma	NE	ADJD.Pos	no	yes	x
'n	'n	eine	ART	ART.Indef.Acc.Sg.Masc	no	yes	x
Mann	Mann	Mann	NN	N.Reg.Acc.Sg.Masc	no	yes	x
recht	recht	recht	ADV	ADJD.Pos	no	yes	x
schlecht	schlecht	schlecht	ADJD	ADJD.Pos	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	die	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	yes	x
hieß	hieß	heißen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
Hiopp	Hiopp	Hiopp	NE	N.Name.Acc.Sg.*	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
wohnte	wohnte	wohnen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
im	im	im	APPRART	APPRART.Dat.Sg.Neut	no	yes	x
Lande	Lande	Land	NN	N.Reg.Dat.Sg.Neut	no	yes	x
Uz	Uz	Uz	NN	N.Name.Nom.Sg.Neut	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
(	(	(	$(	SYM.Paren.Left	no	yes	x
N'	N'	N'	NE	N.Name.*.*.*	no	yes	x
komischen	komischen	komisch	ADJA	ADJA.Pos.Nom.Pl.Masc	no	yes	x
Name	Name	Name	NN	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
nöch	noch	noch	ADV	ADV	no	yes	x
?	?	?	$.	SYM.Pun.Sent	no	yes	x
)	)	)	$(	SYM.Paren.Right	no	yes	x
Und	Und	und	KON	CONJ.Coord.-	yes	yes	x
der	der	die	PDS	PRO.Dem.Subst.-.Nom.Sg.Masc	no	yes	x
mied	mied	meiden	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
allens	alles	alle	PIS	PRO.Indef.Attr.-.Acc.Sg.Neut	no	yes	x
Böse	Böse	böse	ADJD	N.Reg.Acc.Sg.Neut	no	yes	x
wie	wie	wie	KOKOM	CONJ.Comp.-	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Masc	no	yes	x
ächten	echten	echt	ADJA	ADJA.Pos.Acc.Sg.Masc	no	yes	x
Pastohr	Pastor	Pastor	NN	N.Reg.Nom.Sg.Masc	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
War	War	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	yes	yes	x
doch	doch	doch	ADV	ADV	no	yes	x
Hirte	Hirte	Hirte	NN	N.Reg.Nom.Sg.Masc	no	yes	x
oder	oder	oder	KON	CONJ.Coord.-	no	yes	x
Pastohr	Pastor	Pastor	NN	N.Reg.Nom.Sg.Masc	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Is	Is	Is	NE	N.Reg.Nom.Sg.Masc	yes	yes	x
ja	ja	ja	ADV	ADV	no	yes	x
dasselbe	dasselbe	dasselbe	PDAT	PRO.Dem.Subst.-.Acc.Sg.Neut	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Und	Und	und	KON	CONJ.Coord.-	yes	yes	x
zeugte	zeugte	zeugen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
sieben	sieben	sieben	CARD	CARD	no	yes	x
Söhne	Söhne	Sohn	NN	N.Reg.Acc.Pl.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
drei	drei	drei	CARD	CARD	no	yes	x
Töchter	Töchter	Tochter	NN	N.Reg.Acc.Pl.Fem	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Der	Der	d	ART	ART.Def.Nom.Sg.Masc	yes	yes	x
älteste	älteste	alt	ADJA	ADJA.Sup.Nom.Sg.Masc	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
den	den	d	ART	ART.Def.Dat.Pl.Fem	no	yes	x
sieben	sieben	sieben	CARD	CARD	no	yes	x
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Masc	no	yes	x
Bangbüx	Bangbüx	Bangbüx	NN	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
zweite	zweite	zweit	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
aber	aber	aber	KON	ADV	no	yes	x
dej	dej	Dej	NE	ADJD.Pos	no	yes	x
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	x
duckerisch	duckerisch	Duckerisch	NE	ADJD.Pos	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Masc	no	yes	x
wetterwendschen	wetterwendschen	wetterwendschen	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Bengel	Bengel	Bengel	NN	N.Reg.Nom.Sg.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
dritte	dritte	dritt	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
achott	achott	Achott	NE	ADJD.Pos	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Muttersohn	Muttersohn	Muttersohn	NN	N.Reg.Nom.Sg.Masc	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
Awa	Awa	Awa	NE	FM	no	yes	x
das	das	die	PDS	PRO.Dem.Subst.-.Nom.Sg.Neut	no	yes	x
gehört	gehört	gehören	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
jetzt	jetzt	jetzt	ADV	ADV	no	yes	x
allens	alles	alle	PIS	PRO.Indef.Subst.-.Nom.Sg.Neut	no	yes	x
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	x
hieher	hierher	hierher	ADV	PART.Verb	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Wollen	Wollen	Wollen	NN	N.Reg.Nom.Sg.Neut	yes	yes	x
ma	ma	Ma	NE	FM	no	yes	x
ßpäter	ßpäter	SSpäter	NE	FM	no	yes	x
tühnen	tühnen	Tühnen	NE	FM	no	yes	x
von	von	Von	NE	APPR.Dat	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
nöch	noch	noch	ADV	ADV	no	yes	x
?	?	?	$.	SYM.Pun.Sent	no	yes	x
Also	Also	also	ADV	ADV	yes	yes	x
Hiopp	Hiopp	Hiopp	NE	N.Name.Nom.Sg.*	no	yes	x
zeugte	zeugte	zeugen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
sieben	sieben	sieben	CARD	CARD	no	yes	x
Söhne	Söhne	Sohn	NN	N.Reg.Acc.Pl.Masc	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
drei	drei	drei	CARD	CARD	no	yes	x
