tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Marie	Marie	Marie	NE	N.Name.*.*.*	yes	yes	x
von	von	von	APPR	N.Name.*.*.*	no	yes	x
Ebner-Eschenbach	Ebner-Eschenbach	Ebner-Eschenbach	NE	N.Name.Nom.Sg.Neut	no	yes	x
Krambambuli	Krambambuli	Krambambuli	NE	N.Name.*.*.*	yes	yes	x
Vorliebe	Vorliebe	Vorliebe	NN	N.Reg.Dat.Sg.Fem	yes	yes	x
empfindet	empfindet	empfinden	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Mensch	Mensch	Mensch	NN	N.Reg.Nom.Sg.Masc	no	yes	x
für	für	für	APPR	APPR.Acc	no	yes	x
allerlei	allerlei	allerlei	PIAT	PRO.Indef.Attr.-.*.*.*	no	yes	x
Gegenstände	Gegenstände	Gegenstand	NN	N.Reg.Acc.Pl.Masc	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Liebe	Liebe	Liebe	NN	N.Reg.Nom.Sg.Fem	yes	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
die	die	d	ART	ART.Def.Nom.Sg.Fem	no	yes	x
echte	echte	echt	ADJA	ADJA.Pos.Nom.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
unvergängliche	unvergängliche	unvergänglich	ADJA	ADJA.Pos.Nom.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
die	die	die	PRELS	PRO.Dem.Subst.-.Acc.Pl.*	no	yes	x
lernt	lernt	lernen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
er	er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
wenn	wenn	wenn	KOUS	CONJ.SubFin.-	no	yes	x
überhaupt	überhaupt	überhaupt	ADV	ADV	no	yes	x
–	-	-	$(	SYM.Pun.Hyph	no	yes	x
nur	nur	nur	ADV	ADV	no	yes	x
einmal	einmal	einmal	ADV	ADV	no	yes	x
kennen	kennen	kennen	VVINF	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
So	So	so	ADV	ADV	yes	yes	x
wenigstens	wenigstens	wenigstens	ADV	ADV	no	yes	x
meint	meint	meinen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
