tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Arthur	Arthur	Arthur	NE	N.Name.Nom.Sg.*	yes	yes	x
Schnitzler	Schnitzler	Schnitzler	NE	N.Name.Nom.Sg.*	no	yes	x
Frau	Frau	Frau	NN	N.Reg.Nom.Sg.Fem	yes	yes	x
Beate	Beate	Beate	NE	N.Name.Nom.Sg.Fem	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
ihr	ihr	ihr	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Masc	no	yes	x
Sohn	Sohn	Sohn	NN	N.Reg.Nom.Sg.Masc	no	yes	x
Erstes	Erstes	erst	ADJA	ADJA.Pos.Nom.Sg.Neut	yes	yes	x
Kapitel	Kapitel	Kapitel	NN	N.Reg.Nom.Sg.Neut	no	yes	x
Es	Es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	yes	yes	x
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	x
ihr	ihr	sie	PPER	PRO.Pers.Subst.3.Dat.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
als	als	als	KOKOM	CONJ.Comp.-	no	yes	x
hätte	hätte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Subj	no	yes	x
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	no	yes	x
ein	ein	eine	ART	ART.Indef.Acc.Sg.Neut	no	yes	x
Geräusch	Geräusch	Geräusch	NN	N.Reg.Acc.Sg.Neut	no	yes	x
aus	aus	aus	APPR	APPR.Dat	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Neut	no	yes	x
Nebenzimmer	Nebenzimmer	Nebenzimmer	NN	N.Reg.Dat.Sg.Neut	no	yes	x
gehört	gehört	gehören	VVFIN	VPP.Full.Psp	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Sie	Sie	sie	PPER	PRO.Pers.Subst.3.Nom.Sg.Fem	yes	yes	x
sah	sah	sehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
ihrem	ihrem	ihr	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Masc	no	yes	x
angefangenen	angefangenen	angefangen	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
Briefe	Briefe	Brief	NN	N.Reg.Dat.Sg.Masc	no	yes	x
auf	auf	auf	PTKVZ	PART.Verb	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
erhob	erhob	erheben	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
ging	ging	gehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
ein	ein	eine	ART	ART.Indef.*.*.*	no	yes	x
paar	paar	paar	PIAT	PRO.Indef.Attr.-.*.*.*	no	yes	x
leise	leise	leise	ADJA	ADJA.Pos.Acc.Pl.Masc	no	yes	x
Schritte	Schritte	Schritt	NN	N.Reg.Acc.Pl.Masc	no	yes	x
zur	zur	zur	APPRART	APPRART.Dat.Sg.Fem	no	yes	x
angelehnten	angelehnten	angelehnt	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	x
Türe	Türe	Türe	NN	N.Reg.Dat.Sg.Fem	no	yes	x
hin	hin	hin	PTKVZ	PART.Verb	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
