tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Geschichte	Geschichte	Geschichte	NN	N.Reg.Nom.Sg.Fem	yes	yes	x
eines	eines	eine	ART	ART.Indef.Gen.Sg.Masc	no	yes	x
Wienerkindes	Wienerkindes	Wienerkind	NN	N.Reg.Gen.Sg.Masc	no	yes	x
I.	I.	I.	NE	N.Name.Nom.Sg.Masc	yes	yes	x
Im	Im	im	APPRART	APPRART.Dat.Sg.Masc	yes	yes	x
Frühling	Frühling	Frühling	NN	N.Reg.Dat.Sg.Masc	no	yes	x
des	des	d	ART	ART.Def.Gen.Sg.Neut	no	yes	x
Jahres	Jahres	Jahr	NN	N.Reg.Gen.Sg.Neut	no	yes	x
1870	1870	1870	CARD	CARD	no	yes	x
fand	fand	finden	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
Wiener	Wiener	Wiener	ADJA	ADJA.Pos.*.*.*	no	yes	x
Vororte	Vororte	Vorort	NN	N.Reg.Dat.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
wo	wo	wo	PWAV	PROADV.Inter	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
damals	damals	damals	ADV	ADV	no	yes	x
meinen	meinen	meine	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Masc	no	yes	x
Wohnsitz	Wohnsitz	Wohnsitz	NN	N.Reg.Acc.Sg.Masc	no	yes	x
genommen	genommen	nehmen	VVPP	VPP.Full.Psp	no	yes	x
hatte	hatte	haben	VAFIN	VFIN.Haben.1.Sg.Past.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
eine	eine	eine	ART	ART.Indef.Acc.Sg.Fem	no	yes	x
festliche	festliche	festlich	ADJA	ADJA.Pos.Acc.Sg.Fem	no	yes	x
Hochzeit	Hochzeit	Hochzeit	NN	N.Reg.Acc.Sg.Fem	no	yes	x
statt	statt	statt	PTKVZ	PART.Verb	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Fast	Fast	fast	ADV	ADV	yes	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
gesamten	gesamten	gesamt	ADJA	ADJA.Pos.Dat.Sg.Fem	no	yes	x
Einwohnerschaft	Einwohnerschaft	Einwohnerschaft	NN	N.Reg.Dat.Sg.Fem	no	yes	x
