tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Jeremias	Jeremias	Jeremias	NE	N.Name.Nom.Sg.Masc	yes	yes	x
Gotthelf	Gotthelf	Gotthelf	NE	N.Name.Nom.Sg.Masc	no	yes	x
Das	Das	d	ART	PRO.Dem.Subst.-.Acc.Sg.Neut	yes	yes	x
Erdbeerimareili	Erdbeerimareili	Erdbeerimareili	NN	N.Name.Nom.Sg.Masc	no	yes	x
Peter	Peter	Peter	NE	N.Name.Nom.Sg.Masc	yes	yes	x
Hasebohne	Hasebohne	Hasebohne	NN	N.Name.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Hase-Peter	Hase-Peter	Hase-Peter	NE	N.Reg.Nom.Sg.Masc	no	yes	x
genannt	genannt	nennen	VVPP	VPP.Full.Psp	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
war	war	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	yes	x
noch	noch	noch	ADV	ADV	no	yes	x
nicht	nicht	nicht	PTKNEG	PART.Neg	no	yes	x
lange	lange	lange	ADV	ADV	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Gemeinde	Gemeinde	Gemeinde	NN	N.Reg.Dat.Sg.Fem	no	yes	x
Holderberg	Holderberg	Holderberg	NE	N.Name.Nom.Sg.Neut	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
schon	schon	schon	ADV	ADV	no	yes	x
Gerichtsäß	Gerichtsäß	gerichtsäß	VVPP	ADJD.Pos	no	yes	x
geworden	geworden	werden	VAPP	VPP.Aux.Psp	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	yes	x
hielt	hielt	halten	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
sehr	sehr	sehr	ADV	ADV	no	yes	x
viel	viel	viel	ADV	ADV	no	yes	x
darauf	darauf	darauf	PAV	PROADV.Dem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
eher	eher	eher	ADV	ADV	no	yes	x
hätte	hätte	haben	VAFIN	VFIN.Haben.3.Sg.Past.Subj	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Sonntag	Sonntag	Sonntag	NN	N.Reg.Nom.Sg.Masc	no	yes	x
gefehlt	gefehlt	fehlen	VVPP	VPP.Full.Psp	no	yes	x
als	als	als	KOKOM	CONJ.Comp.-	no	yes	x
Peter	Peter	Peter	NE	N.Name.Nom.Sg.Masc	no	yes	x
Hasebohne	Hasebohne	Hasebohne	NN	N.Name.Nom.Sg.Masc	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Kirche	Kirche	Kirche	NN	N.Reg.Dat.Sg.Fem	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Damals	Damals	damals	ADV	ADV	yes	yes	x
hielt	hielt	halten	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
man	man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	no	yes	x
dafür	dafür	dafür	PAV	PROADV.Dem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
