tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Für	Für	für	APPR	APPR.Acc	yes	yes	x
ihr	ihr	ihr	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Neut	no	yes	x
Kind	Kind	Kind	NN	N.Reg.Acc.Sg.Neut	no	yes	x
In	In	in	APPR	APPR.In	yes	yes	x
einem	einem	eine	ART	ART.Indef.Dat.Sg.Neut	no	yes	x
altmodischen	altmodischen	altmodisch	ADJA	ADJA.Pos.Dat.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
vierstöckigen	vierstöckigen	vierstockig	ADJA	ADJA.Pos.Dat.Sg.Neut	no	yes	x
Mietshaus	Mietshaus	Mieteshaus	NN	N.Reg.Dat.Sg.Neut	no	yes	x
in	in	in	APPR	APPR.In	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Frankfurterstraße	Frankfurterstraße	Frankfurterstraße	NN	N.Name.Dat.Sg.Fem	no	yes	x
stand	stand	stehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
Thorweg	Torweg	Torweg	NN	N.Reg.Nom.Sg.Masc	no	yes	x
weit	weit	weit	ADJD	ADV	no	yes	x
geöffnet	geöffnet	öffnen	VVPP	VPP.Full.Psp	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Durch	Durch	durch	APPR	APPR.Acc	yes	yes	x
seine	seine	seine	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Fem	no	yes	x
düstere	düstere	düster	ADJA	ADJA.Pos.Acc.Sg.Fem	no	yes	x
Wölbung	Wölbung	Wölbung	NN	N.Reg.Acc.Sg.Fem	no	yes	x
sah	sah	sehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
man	man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
der	der	d	ART	ART.Def.Dat.Sg.Fem	no	yes	x
Straße	Straße	Straße	NN	N.Reg.Dat.Sg.Fem	no	yes	x
bis	bis	bis	APPR	APPR.Bis	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
engen	engen	eng	ADJA	ADJA.Pos.Acc.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
winkeligen	winkeligen	winkelig	ADJA	ADJA.Pos.Acc.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
von	von	von	APPR	APPR.Dat	no	yes	x
hohen	hohen	hoch	ADJA	ADJA.Pos.Dat.Pl.Fem	no	yes	x
Mauern	Mauern	Mauer	NN	N.Reg.Dat.Pl.Fem	no	yes	x
umgebenen	umgebenen	umgeben	ADJA	ADJA.Pos.Acc.Sg.Masc	no	yes	x
Hof	Hof	Hof	NN	N.Reg.Acc.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
auf	auf	auf	APPR	APPR.Auf	no	yes	x
dem	dem	die	PRELS	PRO.Rel.Subst.-.Dat.Sg.Masc	no	yes	x
trotz	trotz	trotz	APPR	APPR.Gen	no	yes	x
der	der	d	ART	ART.Def.Gen.Sg.Fem	no	yes	x
scharfen	scharfen	scharf	ADJA	ADJA.Pos.Gen.Sg.Fem	no	yes	x
Schneeluft	Schneeluft	Schneeluft	NN	N.Reg.Gen.Sg.Fem	no	yes	x
eine	eine	eine	ART	ART.Indef.Nom.Sg.Fem	no	yes	x
Schar	Schar	Schar	NN	N.Reg.Nom.Sg.Fem	no	yes	x
schmutziger	schmutziger	schmutzig	ADJA	ADJA.Pos.Gen.Pl.Neut	no	yes	x
Kinder	Kinder	Kind	NN	N.Reg.Gen.Pl.Neut	no	yes	x
ihre	ihre	ihr	PPOSAT	PRO.Poss.Attr.-.Acc.Pl.Neut	no	yes	x
lärmenden	lärmenden	lärmend	ADJA	ADJA.Pos.Acc.Pl.Neut	no	yes	x
Spiele	Spiele	Spiel	NN	N.Reg.Acc.Pl.Neut	no	yes	x
trieb	trieb	treiben	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Jetzt	Jetzt	jetzt	ADV	ADV	yes	yes	x
trat	trat	treten	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
eine	eine	eine	ART	ART.Indef.Nom.Sg.Fem	no	yes	x
plötzliche	plötzliche	plötzlich	ADJA	ADJA.Pos.Nom.Sg.Fem	no	yes	x
Stille	Stille	Stille	NN	N.Reg.Nom.Sg.Fem	no	yes	x
ein	ein	ein	PTKVZ	PART.Verb	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Der	Der	d	ART	ART.Def.Nom.Sg.Masc	yes	yes	x
Vizewirt	Vizewirt	Vizewirt	NN	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
eine	eine	eine	ART	ART.Indef.Nom.Sg.Fem	no	yes	x
gefürchtete	gefürchtete	gefürchtet	ADJA	ADJA.Pos.Nom.Sg.Fem	no	yes	x
Persönlichkeit	Persönlichkeit	Persönlichkeit	NN	N.Reg.Nom.Sg.Fem	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
kam	kam	kommen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
die	die	d	ART	ART.Def.Acc.Sg.Fem	no	yes	x
Hintertreppe	Hintertreppe	Hintertreppe	NN	N.Reg.Acc.Sg.Fem	no	yes	x
herab	herab	herab	ADV	ADV	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
über	über	über	APPR	APPR.über	no	yes	x
den	den	d	ART	ART.Def.Acc.Sg.Masc	no	yes	x
Hof	Hof	Hof	NN	N.Reg.Acc.Sg.Masc	no	yes	x
geschritten	geschritten	schreiten	VVPP	VPP.Full.Psp	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	yes	x
inspizierte	inspizierte	inspizieren	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
wieder	wieder	wieder	ADV	ADV	no	yes	x
mal	Mal	Mal	NN	ADV	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
da	da	da	ADV	ADV	no	yes	x
hieß	hieß	heißen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	yes	x
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	yes	x
Ruhe	Ruhe	Ruhe	NN	N.Reg.Acc.Sg.Fem	no	yes	x
halten	halten	halten	VVINF	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
In	In	in	APPR	APPR.In	yes	yes	x
kleinen	kleinen	klein	ADJA	ADJA.Pos.Dat.Pl.Fem	no	yes	x
Gruppen	Gruppen	Gruppe	NN	N.Reg.Dat.Pl.Fem	no	yes	x
drückten	drückten	drücken	VVFIN	VFIN.Full.3.Pl.Past.Ind	no	yes	x
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Pl.*	no	yes	x
die	die	d	ART	ART.Def.Nom.Pl.Neut	no	yes	x
Kinder	Kinder	Kind	NN	N.Reg.Nom.Pl.Neut	no	yes	x
tuschelnd	tuschelnd	tuschelnd	ADJD	ADJD.Pos	no	yes	x
zusammen	zusammen	zusammen	PTKVZ	PART.Verb	no	yes	x
und	und	und	KON	CONJ.Coord.-	no	yes	x
verharrten	verharrten	verharren	VVFIN	VFIN.Full.3.Pl.Past.Ind	no	yes	x
