tok	normtok	lemma	pos	rfpos	sentstart	fictional	cat
Ivan	Ivan	Ivan	NE	N.Name.Nom.Sg.Masc	yes	yes	x
Sergeevič	Sergeevic	sergeevic	XY	N.Name.Nom.Sg.Masc	no	yes	x
Turgenev	Turgenev	turgenev	XY	N.Name.Nom.Sg.Masc	no	yes	x
Faust	Faust	Faust	NN	N.Name.Nom.Sg.*	yes	yes	x
»	&quot;	&quot;	$(	CARD	yes	yes	x
Entbehren	Entbehren	Entbehren	NN	N.Reg.Acc.Pl.Fem	yes	yes	x
sollst	sollst	sollen	VMFIN	VFIN.Mod.2.Sg.Pres.Ind	no	yes	x
du	du	du	PPER	PRO.Pers.Subst.2.Nom.Sg.*	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
sollst	sollst	sollen	VMFIN	VFIN.Mod.2.Sg.Pres.Ind	no	yes	x
entbehren	entbehren	entbehren	VVINF	VINF.Full.-	no	yes	x
!	!	!	$.	SYM.Pun.Sent	no	yes	x
Das	Das	die	PDS	PRO.Dem.Subst.-.Nom.Sg.Neut	yes	yes	x
ist	ist	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	yes	x
der	der	d	ART	ART.Def.Nom.Sg.Masc	no	yes	x
ewige	ewige	ewig	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Gesang	Gesang	Gesang	NN	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Der	Der	d	ART	PRO.Dem.Subst.-.Nom.Sg.Masc	yes	yes	x
jedem	jedem	jede	PIAT	PRO.Indef.Subst.-.Dat.Sg.Masc	no	yes	x
an	an	an	APPR	APPR.An	no	yes	x
die	die	d	ART	ART.Def.Acc.Pl.Neut	no	yes	x
Ohren	Ohren	Ohr	NN	N.Reg.Acc.Pl.Neut	no	yes	x
klingt	klingt	klingen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Den	Den	D	NE	ART.Def.Acc.Sg.Masc	yes	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
unser	unser	unsere	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Neut	no	yes	x
ganzes	ganzes	ganz	ADJA	ADJA.Pos.Acc.Sg.Neut	no	yes	x
Leben	Leben	Leben	NN	N.Reg.Acc.Sg.Neut	no	yes	x
lang	lang	lang	ADJD	ADJD.Pos	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Uns	Uns	wir	PPER	PRO.Pers.Subst.1.Dat.Pl.*	yes	yes	x
heiser	heiser	heiser	ADJD	ADJD.Pos	no	yes	x
jede	jede	jede	PIAT	PRO.Indef.Attr.-.Acc.Sg.Fem	no	yes	x
Stunde	Stunde	Stunde	NN	N.Reg.Acc.Sg.Fem	no	yes	x
singt	singt	singen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
«	&quot;	&quot;	$(	N.Reg.Nom.Sg.Masc	yes	yes	x
Paul	Paul	Paul	NE	N.Name.Nom.Sg.Masc	yes	yes	x
Alexandritsch	Alexandritsch	Alexandritsch	NE	N.Name.Nom.Sg.Masc	no	yes	x
B...	B...	B...	NE	N.Name.*.*.*	no	yes	x
an	an	an	APPR	APPR.An	no	yes	x
Simon	Simon	Simon	NE	N.Name.*.*.*	no	yes	x
Nikolaitsch	Nikolaitsch	nikolaitsch	XY	N.Name.*.*.*	yes	yes	x
W...	W...	w...	XY	N.Reg.*.*.*	no	yes	x
Dorf	Dorf	Dorf	NN	N.Reg.Nom.Sg.Neut	yes	yes	x
M	M	M	NE	CARD	no	yes	x
...	...	...	$(	SYM.Pun.Cont	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
6.	6.	6.	ADJA	ADJA.Pos.Dat.Sg.Masc	no	yes	x
Juni	Juni	Juni	NN	N.Reg.Dat.Sg.Masc	no	yes	x
1850	1850	1850	CARD	CARD	no	yes	x
Vor	Vor	vor	APPR	APPR.Vor	yes	yes	x
vier	vier	vier	CARD	CARD	no	yes	x
Tagen	Tagen	Tag	NN	N.Reg.Dat.Pl.Masc	no	yes	x
hier	hier	hier	ADV	ADV	no	yes	x
angekommen	angekommen	ankommen	VVPP	VPP.Full.Psp	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
liebster	liebster	lieb	ADJA	ADJA.Sup.Nom.Sg.Masc	no	yes	x
Freund	Freund	Freund	NN	N.Reg.Nom.Sg.Masc	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
erfülle	erfülle	erfüllen	VVFIN	VFIN.Full.1.Sg.Pres.Ind	no	yes	x
ich	ich	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	yes	x
heute	heute	heute	ADV	ADV	no	yes	x
mein	mein	mein	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Neut	no	yes	x
Versprechen	Versprechen	Versprechen	NN	N.Reg.Acc.Sg.Neut	no	yes	x
,	,	,	$,	SYM.Pun.Comma	no	yes	x
Dir	Dir	du	PPER	PRO.Pers.Subst.2.Dat.Sg.*	no	yes	x
zu	zu	zu	PTKZU	PART.Zu	no	yes	x
schreiben	schreiben	schreiben	VVINF	VINF.Full.-	no	yes	x
.	.	.	$.	SYM.Pun.Sent	no	yes	x
Seit	Seit	seit	APPR	APPR.Dat	yes	yes	x
dem	dem	d	ART	ART.Def.Dat.Sg.Masc	no	yes	x
Morgen	Morgen	Morgen	NN	N.Reg.Dat.Sg.Masc	no	yes	x
rieselt	rieselt	rieseln	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	yes	x
ein	ein	eine	ART	ART.Indef.Nom.Sg.Masc	no	yes	x
feiner	feiner	fein	ADJA	ADJA.Pos.Nom.Sg.Masc	no	yes	x
Regen	Regen	Regen	NN	N.Reg.Nom.Sg.Masc	no	yes	x
herab	herab	herab	ADV	PART.Verb	no	yes	x
