tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Einzelnen	-	einzeln	ADJA	ADJA.Pos.Nom.Pl.Fem	yes	direct.speech.8	-	-	-	-
Specialleseproben	-	Specialleseprobe	NN	N.Reg.Nom.Pl.Fem	no	direct.speech.8	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	direct.speech.8	-	-	-	-
aus	-	aus	APPR	APPR.Dat	no	direct.speech.8	-	-	-	-
denen	-	der	PRELS	PRO.Rel.Subst.-.Dat.Pl.Fem	no	direct.speech.8	-	-	-	-
sich	-	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	direct.speech.8	-	-	-	-
die	-	der	ART	ART.Def.Nom.Sg.Fem	no	direct.speech.8	-	-	-	-
allgemeine	-	allgemein	ADJA	ADJA.Pos.Nom.Sg.Fem	no	direct.speech.8	-	-	-	-
Leseprobe	-	Leseprobe	NN	N.Reg.Nom.Sg.Fem	no	direct.speech.8	-	-	-	-
erbaute	-	erbauen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	direct.speech.8	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	direct.speech.8	-	-	-	-
wobei	-	wobei	PWAV	CONJ.SubFin.-	no	direct.speech.8	-	-	-	-
die	-	der	ART	ART.Def.Nom.Pl.Fem	no	direct.speech.8	-	-	-	-
schadhaften	-	schadhaft	ADJA	ADJA.Pos.Nom.Pl.Fem	no	direct.speech.8	-	-	-	-
Rollen	-	Rolle	NN	N.Reg.Nom.Pl.Fem	no	direct.speech.8	-	-	-	-
so	-	so	ADV	ADV	no	direct.speech.8	-	-	-	-
lange	-	lange	ADV	ADV	no	direct.speech.8	-	-	-	-
nachgebessert	-	nacebessern	VVPP	VPP.Full.Psp	no	direct.speech.8	-	-	-	-
wurden	-	werden	VAFIN	VFIN.Aux.3.Pl.Past.Ind	no	direct.speech.8	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	direct.speech.8	-	-	-	-
bis	-	bis	KOUS	CONJ.SubFin.-	no	direct.speech.8	-	-	-	-
das	-	der	ART	ART.Def.Nom.Sg.Neut	no	direct.speech.8	-	-	-	-
Ganze	-	ganze	NN	N.Reg.Nom.Sg.Neut	no	direct.speech.8	-	-	-	-
in	-	in	APPR	APPR.In	no	direct.speech.8	-	-	-	-
der	-	der	ART	ART.Def.Dat.Sg.Fem	no	direct.speech.8	-	-	-	-
Recitation	-	Recitation	NN	N.Reg.Dat.Sg.Fem	no	direct.speech.8	-	-	-	-
als	-	als	KOKOM	APPR.Als	no	direct.speech.8	-	-	-	-
fertig	-	fertig	ADJD	ADJD.Pos	no	direct.speech.8	-	-	-	-
gelten	-	gelten	VVINF	VINF.Full.-	no	direct.speech.8	-	-	-	-
konnte	-	können	VMFIN	VFIN.Mod.3.Sg.Past.Ind	no	direct.speech.8	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	direct.speech.8	-	-	-	-
Die	-	der	ART	ART.Def.Nom.Sg.Fem	yes	direct.speech.8	-	-	-	-
Action	-	--	NN	N.Reg.Nom.Sg.Fem	no	direct.speech.8	-	-	-	-
stellte	-	stellen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	direct.speech.8	-	-	-	-
er	-	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	direct.speech.8	-	-	-	-
dann	-	dann	ADV	ADV	no	direct.speech.8	-	-	-	-
zuerst	-	zuerst	ADV	ADV	no	direct.speech.8	-	-	-	-
in	-	in	APPR	APPR.In	no	direct.speech.8	-	-	-	-
Zimmerproben	-	Zimmerprobe	NN	N.Reg.Dat.Pl.Fem	no	direct.speech.8	-	-	-	-
fest	-	fest	PTKVZ	PART.Verb	no	direct.speech.8	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	direct.speech.8	-	-	-	-
damit	-	damit	KOUS	CONJ.SubFin.-	no	direct.speech.8	-	-	-	-
die	-	der	ART	ART.Def.Nom.Pl.Fem	no	direct.speech.8	-	-	-	-
Darstellenden	-	darstellend	NN	N.Reg.Nom.Pl.Fem	no	direct.speech.8	-	-	-	-
in	-	in	APPR	APPR.In	no	direct.speech.8	-	-	-	-
nackten	-	nackt	ADJA	ADJA.Pos.Dat.Pl.Fem	no	direct.speech.8	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	direct.speech.8	-	-	-	-
nüchternen	-	nüchtern	ADJA	ADJA.Pos.Dat.Pl.Fem	no	direct.speech.8	-	-	-	-
Wänden	-	Wand	NN	N.Reg.Dat.Pl.Fem	no	direct.speech.8	-	-	-	-
ihre	-	ihr	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Fem	no	direct.speech.8	-	-	-	-
Phantasie	-	Phantasie	NN	N.Reg.Acc.Sg.Fem	no	direct.speech.8	-	-	-	-
um	-	um	APPR	APPR.Acc	no	direct.speech.8	-	-	-	-
so	-	so	ADV	ADV	no	direct.speech.8	-	-	-	-
mehr	-	mehr	ADV	ADV	no	direct.speech.8	-	-	-	-
spannen	-	spannen	VVINF	VINF.Full.-	no	direct.speech.8	-	-	-	-
lernten	-	lernen	VVFIN	VFIN.Full.3.Pl.Past.Ind	no	direct.speech.8	-	-	-	-
und	-	und	KON	CONJ.Coord.-	no	direct.speech.8	-	-	-	-
die	-	der	ART	ART.Def.Nom.Pl.Masc	no	direct.speech.8	-	-	-	-
Dämonen	-	Dämon	NN	N.Reg.Nom.Pl.Masc	no	direct.speech.8	-	-	-	-
des	-	der	ART	ART.Def.Gen.Sg.Neut	no	direct.speech.8	-	-	-	-
