tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Und	-	und	KON	CONJ.Coord.-	yes	-	-	-	-	-
seitdem	-	seitdem	PAV	PROADV.Dem	no	-	-	-	-	-
sind	-	sein	VAFIN	VFIN.Sein.1.Pl.Pres.Ind	no	-	-	-	-	-
wir	-	wir	PPER	PRO.Pers.Subst.1.Nom.Pl.*	no	-	-	-	-	-
um	-	um	APPR	APPR.Acc	no	-	-	-	-	-
eine	-	ein	ART	ART.Indef.Acc.Sg.Fem	no	-	-	-	-	-
weitere	-	weit	ADJA	ADJA.Comp.Acc.Sg.Fem	no	-	-	-	-	-
Erfahrung	-	Erfahrung	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
reicher	-	reich	ADJD	ADJD.Comp	no	-	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Der	-	der	ART	ART.Def.Nom.Sg.Masc	yes	reported.thought.6.border=unspec	-	-	-	-
Verfasser	-	Verfasser	NN	N.Reg.Nom.Sg.Masc	no	reported.thought.6.border=unspec	-	speaker.6	-	-
rechnete	-	rechnen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	reported.thought.6.border=unspec	-	-	intexpr.6	-
auf	-	auf	APPR	APPR.Auf	no	reported.thought.6.border=unspec	-	-	-	-
den	-	der	ART	ART.Def.Acc.Sg.Masc	no	reported.thought.6.border=unspec	-	-	-	-
guten	-	gut	ADJA	ADJA.Pos.Acc.Sg.Masc	no	reported.thought.6.border=unspec	-	-	-	-
Willen	-	Wille	NN	N.Reg.Acc.Sg.Masc	no	reported.thought.6.border=unspec	-	-	-	-
der	-	der	ART	ART.Def.Gen.Pl.*	no	reported.thought.6.border=unspec	-	-	-	-
Betheiligten	-	betheiligter	NN	N.Reg.Gen.Pl.*	no	reported.thought.6.border=unspec	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
ein	-	ein	ART	ART.Indef.Nom.Sg.Masc	no	-	-	-	-	-
Factor	-	Factor	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
der	-	der	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	-	-	-	-	-
bereits	-	bereits	ADV	ADV	no	-	-	-	-	-
in	-	in	APPR	APPR.In	no	reported.speech.11	-	-	-	-
den	-	der	ART	ART.Def.Dat.Pl.Fem	no	reported.speech.11	-	-	-	-
Verhandlungen	-	Verhandlung	NN	N.Reg.Dat.Pl.Fem	no	reported.speech.11	-	-	intexpr.11	-
über	-	über	APPR	APPR.über	no	reported.speech.11	-	-	-	-
die	-	der	ART	ART.Def.Acc.Sg.Fem	no	reported.speech.11	-	-	-	-
Freizügigkeit	-	Freizügigkeit	NN	N.Reg.Acc.Sg.Fem	no	reported.speech.11	-	-	-	-
eigenthümliche	-	eigenthümlich	ADJA	ADJA.Pos.Acc.Sg.Fem	no	-	-	-	-	-
Illustration	-	Illustration	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
erhalten	-	erhalten	VVPP	VPP.Full.Psp	no	-	-	-	-	-
hat	-	haben	VAFIN	VFIN.Haben.3.Sg.Pres.Ind	no	-	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Im	-	in	APPRART	APPRART.Dat.Sg.Masc	yes	-	-	-	-	-
Grunde	-	Grund	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
ist	-	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	-	-	-	-	-
in	-	in	APPR	APPR.In	no	-	-	-	-	-
diesem	-	dieser	PDAT	PRO.Dem.Attr.-.Dat.Sg.Masc	no	-	-	-	-	-
Punkt	-	Punkt	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
alles	-	alle	PIS	PRO.Indef.Subst.-.Acc.Sg.Neut	no	-	-	-	-	-
einig	-	einig	ADJD	ADJD.Pos	no	-	-	-	-	-
