tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Eulenberg	-	Eulenberg	NE	N.Name.Nom.Sg.Neut	yes	-	-	-	-	-
hält	-	halten	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
sich	-	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
vor	-	vor	APPR	APPR.Vor	no	-	-	-	-	-
allem	-	alle	PIS	PRO.Indef.Subst.-.Dat.Sg.Neut	no	-	-	-	-	-
an	-	an	APPR	APPR.An	no	-	-	-	-	-
einen	-	ein	ART	ART.Indef.Acc.Sg.Masc	no	-	-	-	-	-
Brief	-	Brief	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
Hebbels	-	Hebbel	NN	N.Name.Gen.Sg.*	no	-	-	-	-	-
vom	-	von	APPRART	APPRART.Dat.Sg.Masc	no	-	-	-	-	-
15.	-	15.	ADJA	ADJA.Pos.Dat.Sg.Masc	no	-	-	-	-	-
Juli	-	Juli	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
1854	-	1854	CARD	CARD	no	-	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Der	-	der	ART	ART.Def.Nom.Sg.Masc	yes	reported.thought.25.nonfact.border=state	-	-	-	-
ehemalige	-	ehemalig	ADJA	ADJA.Pos.Nom.Sg.Masc	no	reported.thought.25.nonfact.border=state	-	-	-	-
Prinzipal	-	Prinzipal	NN	N.Reg.Nom.Sg.Masc	no	reported.thought.25.nonfact.border=state	-	speaker.25	-	-
hat	-	haben	VAFIN	VFIN.Haben.3.Sg.Pres.Ind	no	reported.thought.25.nonfact.border=state	-	-	-	-
bis	-	bis	KON	APPR.Bis	no	reported.thought.25.nonfact.border=state	-	-	-	-
an	-	an	APPR	APPR.An	no	reported.thought.25.nonfact.border=state	-	-	-	-
sein	-	sein	PPOSAT	PRO.Poss.Attr.-.Acc.Sg.Neut	no	reported.thought.25.nonfact.border=state	-	-	-	-
Lebensende	-	Lebensende	NN	N.Reg.Acc.Sg.Neut	no	reported.thought.25.nonfact.border=state	-	-	-	-
von	-	von	APPR	APPR.Dat	no	reported.thought.25.nonfact.border=state|reported.writing.2	-	-	-	-
dem	-	der	ART	ART.Def.Dat.Sg.Masc	no	reported.thought.25.nonfact.border=state|reported.writing.2	-	-	-	-
Inhalt	-	Inhalt	NN	N.Reg.Dat.Sg.Masc	no	reported.thought.25.nonfact.border=state|reported.writing.2	-	-	intexpr.2	-
des	-	der	ART	ART.Def.Gen.Sg.Neut	no	reported.thought.25.nonfact.border=state|reported.writing.2	-	-	-	-
Schreibens	-	Schreiben	NN	N.Reg.Gen.Sg.Neut	no	reported.thought.25.nonfact.border=state|reported.writing.2	-	speaker.2	-	-
keine	-	kein	PIAT	PRO.Indef.Attr.-.Acc.Sg.Fem	no	reported.thought.25.nonfact.border=state	-	-	-	-
Kenntnis	-	Kenntnis	NN	N.Reg.Acc.Sg.Fem	no	reported.thought.25.nonfact.border=state	-	-	intexpr.25	-
gehabt	-	haben	VAPP	VPP.Haben.Psp	no	reported.thought.25.nonfact.border=state	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
sich	-	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	reported.speech writing.26.nonfact	-	speaker.26	-	-
also	-	also	ADV	ADV	no	reported.speech writing.26.nonfact	-	-	-	-
auch	-	auch	ADV	ADV	no	reported.speech writing.26.nonfact	-	-	-	-
nicht	-	nicht	PTKNEG	PART.Neg	no	reported.speech writing.26.nonfact	-	-	-	-
rechtfertigen	-	rechtfertigen	VVINF	VINF.Full.-	no	reported.speech writing.26.nonfact	-	-	intexpr.26	-
können	-	können	VMINF	VINF.Mod.-	no	reported.speech writing.26.nonfact	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	reported.speech writing.26.nonfact	-	-	-	-
Die	-	der	ART	ART.Def.Nom.Sg.Fem	yes	-	-	-	-	-
Sache	-	Sache	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
lag	-	liegen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
folgendermaßen	-	folgendermaßen	ADV	ADV	no	-	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Hebbels	-	Hebbel	NN	N.Name.Gen.Sg.*	yes	-	-	-	-	-
Biograph	-	Biograph	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
Emil	-	Emil	NE	N.Name.Nom.Sg.Masc	no	-	-	speaker.27	-	-
Kuh	-	Kuh	NN	N.Reg.Nom.Sg.Fem	no	-	-	speaker.27	-	-
hatte	-	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	no	-	-	-	-	-
sich	-	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
hinter	-	hinter	APPR	APPR.Hinter	no	-	-	-	-	-
dem	-	der	ART	ART.Def.Dat.Sg.Masc	no	-	-	-	-	-
Rücken	-	Rücken	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
des	-	der	ART	ART.Def.Gen.Sg.Masc	no	-	-	-	-	-
Freundes	-	Freund	NN	N.Reg.Gen.Sg.Masc	no	-	-	-	-	-
an	-	an	APPR	APPR.An	no	-	-	-	-	-
Mohr	-	Mohr	NE	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
gewandt	-	wenden	VVPP	VPP.Full.Psp	no	-	-	-	-	-
und	-	und	KON	CONJ.Coord.-	no	-	-	-	-	-
ihn	-	ihn	PPER	PRO.Pers.Subst.3.Acc.Sg.Masc	no	reported.speech.27	-	-	-	-
um	-	um	APPR	APPR.Acc	no	reported.speech.27	-	-	-	-
Mitteilungen	-	Mitteilung	NN	N.Reg.Acc.Pl.Fem	no	reported.speech.27	-	-	-	-
über	-	über	APPR	APPR.über	no	reported.speech.27	-	-	-	-
des	-	der	ART	ART.Def.Gen.Sg.Masc	no	reported.speech.27	-	-	-	-
Dichters	-	Dichter	NN	N.Reg.Gen.Sg.Masc	no	reported.speech.27	-	-	-	-
Wesselburener	-	Wesselburener	NE	N.Reg.Nom.Pl.Masc	no	reported.speech.27	-	-	-	-
Zeit	-	Zeit	NN	N.Reg.Acc.Sg.Fem	no	reported.speech.27	-	-	-	-
gebeten	-	bitten	VVPP	VPP.Full.Psp	no	reported.speech.27	-	-	intexpr.27	-
.	-	--	$.	SYM.Pun.Sent	no	reported.speech.27	-	-	-	-
Der	-	der	ART	ART.Def.Nom.Sg.Masc	yes	reported.speech writing.28	-	-	-	-
Kirchspielvogt	-	Kirchspielvogt	NN	N.Name.Nom.Sg.Masc	no	reported.speech writing.28	-	speaker.28_7	-	-
hatte	-	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	no	reported.speech writing.28	-	-	-	-
geantwortet	-	antworten	VVPP	VPP.Full.Psp	no	reported.speech writing.28	-	-	-	-
und	-	und	KON	CONJ.Coord.-	no	reported.speech writing.28	-	-	-	-
nicht	-	nicht	PTKNEG	PART.Neg	no	reported.speech writing.28	-	-	-	-
eben	-	eben	ADV	ADV	no	reported.speech writing.28	-	-	-	-
mild	-	mild	ADJD	ADJD.Pos	no	reported.speech writing.28	-	-	-	-
über	-	über	APPR	APPR.über	no	reported.speech writing.28	-	-	-	-
Hebbel	-	Hebbel	NN	N.Reg.Acc.Sg.Masc	no	reported.speech writing.28	-	-	-	-
gesprochen	-	sprechen	VVPP	VPP.Full.Psp	no	reported.speech writing.28	-	-	intexpr.28	-
.	-	--	$.	SYM.Pun.Sent	no	reported.speech writing.28	-	-	-	-
„Solange	-	„solange	VVFIN	N.Reg.Nom.Sg.Masc	yes	direct.speech writing.7	-	-	-	-
er	-	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	direct.speech writing.7	-	-	-	-
in	-	in	APPR	APPR.In	no	direct.speech writing.7	-	-	-	-
seiner	-	sein	PPOSAT	PRO.Poss.Attr.-.Dat.Sg.Fem	no	direct.speech writing.7	-	-	-	-
Heimat	-	Heimat	NN	N.Reg.Dat.Sg.Fem	no	direct.speech writing.7	-	-	-	-
lebte	-	leben	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	direct.speech writing.7	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	direct.speech writing.7	-	-	-	-
war	-	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	direct.speech writing.7	-	-	-	-
bei	-	bei	APPR	APPR.Dat	no	direct.speech writing.7	-	-	-	-
seinen	-	sein	PPOSAT	PRO.Poss.Attr.-.Dat.Pl.Neut	no	direct.speech writing.7	-	-	-	-
unverkennbaren	-	unverkennbar	ADJA	ADJA.Pos.Dat.Pl.Neut	no	direct.speech writing.7	-	-	-	-
Talenten	-	Talent	NN	N.Reg.Dat.Pl.Neut	no	direct.speech writing.7	-	-	-	-
in	-	in	APPR	APPR.In	no	direct.speech writing.7	-	-	-	-
meinen	-	mein	PPOSAT	PRO.Poss.Attr.-.Dat.Pl.Neut	no	direct.speech writing.7	-	-	-	-
Augen	-	Auge	NN	N.Reg.Dat.Pl.Neut	no	direct.speech writing.7	-	-	-	-
seine	-	sein	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Fem	no	direct.speech writing.7	-	-	-	-
Bescheidenheit	-	Bescheidenheit	NN	N.Reg.Nom.Sg.Fem	no	direct.speech writing.7	-	-	-	-
sein	-	sein	PPOSAT	PRO.Poss.Attr.-.Nom.Sg.Masc	no	direct.speech writing.7	-	-	-	-
schönster	-	schönst	ADJA	ADJA.Sup.Nom.Sg.Masc	no	direct.speech writing.7	-	-	-	-
Schmuck	-	Schmuck	NN	N.Reg.Nom.Sg.Masc	no	direct.speech writing.7	-	-	-	-
;	-	--	$.	SYM.Pun.Sent	no	direct.speech writing.7	-	-	-	-
seit	-	seit	KOUS	CONJ.SubFin.-	no	direct.speech writing.7	-	-	-	-
er	-	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	direct.speech writing.7	-	-	-	-
im	-	in	APPRART	APPRART.Dat.Sg.Neut	no	direct.speech writing.7	-	-	-	-
Auslande	-	Auslande	NN	N.Reg.Dat.Sg.Neut	no	direct.speech writing.7	-	-	-	-
an	-	an	APPR	APPR.An	no	direct.speech writing.7	-	-	-	-
die	-	der	ART	ART.Def.Acc.Sg.Fem	no	direct.speech writing.7	-	-	-	-
Stelle	-	Stelle	NN	N.Reg.Acc.Sg.Fem	no	direct.speech writing.7	-	-	-	-
seiner	-	sein	PPOSAT	PRO.Poss.Attr.-.Gen.Sg.Fem	no	direct.speech writing.7	-	-	-	-
früheren	-	früh	ADJA	ADJA.Comp.Gen.Sg.Fem	no	direct.speech writing.7	-	-	-	-
Anspruchslosigkeit	-	Anspruchslosigkeit	NN	N.Reg.Gen.Sg.Fem	no	direct.speech writing.7	-	-	-	-
einen	-	ein	ART	ART.Indef.Acc.Sg.Masc	no	direct.speech writing.7	-	-	-	-
unbegrenzten	-	unbegrenzt	ADJA	ADJA.Pos.Acc.Sg.Masc	no	direct.speech writing.7	-	-	-	-
Hochmut	-	Hochmut	NN	N.Reg.Acc.Sg.Masc	no	direct.speech writing.7	-	-	-	-
hat	-	haben	VAFIN	VFIN.Haben.3.Sg.Pres.Ind	no	direct.speech writing.7	-	-	-	-
treten	-	treten	VVINF	VINF.Full.-	no	direct.speech writing.7	-	-	-	-
lassen	-	lassen	VVINF	VINF.Full.-	no	direct.speech writing.7	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	direct.speech writing.7	-	-	-	-
