tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Die	-	der	ART	ART.Def.Nom.Pl.Neut	yes	-	-	-	-	-
Blätter	-	Blatt	NN	N.Reg.Nom.Pl.Neut	no	-	-	-	-	-
knitterten	-	knitteren	VVFIN	VFIN.Full.3.Pl.Past.Ind	no	-	-	-	-	-
unter	-	unter	APPR	APPR.Unter	no	-	-	-	-	-
seinen	-	sein	PPOSAT	PRO.Poss.Attr.-.Dat.Pl.Fem	no	-	-	-	-	-
Händen	-	Hand	NN	N.Reg.Dat.Pl.Fem	no	-	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Den	-	der	ART	ART.Def.Acc.Sg.Masc	yes	-	-	-	-	-
Ellbogen	-	Ellbogen	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
aufgestützt	-	aufstützen	VVPP	VPP.Full.Psp	no	-	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
las	-	las	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	reported.speech.32	-	-	intexpr.32	-
er	-	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	reported.speech.32	-	speaker.1_2_4_6_32	-	-
jetzt	-	jetzt	ADV	ADV	no	reported.speech.32	-	-	-	-
halblaut	-	halblaut	ADJD	ADJD.Pos	no	reported.speech.32	-	-	-	-
vor	-	vor	APPR	APPR.Vor	no	reported.speech.32	-	-	-	-
sich	-	sich	PRF	PRO.Refl.Subst.3.Dat.Sg.*	no	reported.speech.32	-	-	-	-
hin	-	hin	PTKVZ	APZR	no	reported.speech.32	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	reported.speech.32	-	-	-	-
»	-	»	$(	N.Reg.Nom.Sg.Masc	yes	direct.speech.1	-	-	-	-
Wie	-	Wie	KOKOM	CONJ.Comp.-	no	direct.speech.1	-	-	-	-
schön	-	schön	ADJD	ADJD.Pos	no	direct.speech.1	-	-	-	-
die	-	der	ART	ART.Def.Acc.Sg.Fem	no	direct.speech.1	-	-	-	-
Sonne	-	Sonne	NN	N.Reg.Acc.Sg.Fem	no	direct.speech.1	-	-	-	-
lacht	-	lachen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	direct.speech.1	-	-	-	-
!	-	--	$.	SYM.Pun.Sent	no	direct.speech.1	-	-	-	-
Wie	-	Wie	KOUS	PROADV.Inter	yes	direct.speech.1	-	-	-	-
freundlich	-	freundlich	ADJD	ADJD.Pos	no	direct.speech.1	-	-	-	-
Von	-	von	APPR	APPR.Dat	yes	direct.speech.1	-	-	-	-
Zweig	-	Zweig	NN	N.Reg.Dat.Sg.Masc	no	direct.speech.1	-	-	-	-
zu	-	zu	APPR	PART.Zu	no	direct.speech.1	-	-	-	-
Zweigen	-	Zweigen	NN	VINF.Full.-	no	direct.speech.1	-	-	-	-
...	-	--	$.	SYM.Pun.Cont	no	direct.speech.1	-	-	-	-
«	-	«	$(	N.Reg.Acc.Sg.Neut	no	direct.speech.1	-	-	-	-
Wieder	-	Wieder	ADV	ADV	yes	-	-	-	-	-
knitterten	-	knitteren	VVFIN	VFIN.Full.3.Pl.Past.Ind	no	-	-	-	-	-
die	-	der	ART	ART.Def.Nom.Pl.Neut	no	-	-	-	-	-
Blätter	-	Blatt	NN	N.Reg.Nom.Pl.Neut	no	-	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Die	-	der	ART	ART.Def.Nom.Sg.Fem	yes	-	-	-	-	-
Furche	-	Furche	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
zwischen	-	zwischen	APPR	APPR.Zwischen	no	-	-	-	-	-
seinen	-	sein	PPOSAT	PRO.Poss.Attr.-.Dat.Pl.Fem	no	-	-	-	-	-
dichten	-	dicht	ADJA	ADJA.Pos.Dat.Pl.Fem	no	-	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
buschigen	-	buschig	ADJA	ADJA.Pos.Dat.Pl.Fem	no	-	-	-	-	-
Augenbrauen	-	Augenbraue	NN	N.Reg.Dat.Pl.Fem	no	-	-	-	-	-
hatte	-	haben	VAFIN	VFIN.Haben.3.Sg.Past.Ind	no	-	-	-	-	-
sich	-	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
noch	-	noch	ADV	ADV	no	-	-	-	-	-
tiefer	-	tief	ADJD	ADJD.Comp	no	-	-	-	-	-
gegraben	-	graben	VVPP	VPP.Full.Psp	no	-	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Jens	-	Jens	NE	N.Name.Nom.Sg.Masc	yes	-	-	speaker.3_5	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
der	-	der	PRELS	PRO.Rel.Subst.-.Nom.Sg.Masc	no	-	-	-	-	-
jetzt	-	jetzt	ADV	ADV	no	-	-	-	-	-
auf	-	auf	APPR	APPR.Auf	no	-	-	-	-	-
dem	-	der	ART	ART.Def.Dat.Sg.Masc	no	-	-	-	-	-
Bauch	-	Bauch	NN	N.Reg.Dat.Sg.Masc	no	-	-	-	-	-
liegend	-	liegend	ADJD	ADJD.Pos	no	-	-	-	-	-
über	-	über	APPR	APPR.über	no	-	-	-	-	-
das	-	der	ART	ART.Def.Acc.Sg.Neut	no	-	-	-	-	-
Seitenkissen	-	Seitenkissen	NN	N.Reg.Acc.Sg.Neut	no	-	-	-	-	-
