tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Wie	-	wie	KOUS	PROADV.Inter	yes	indirect.thought.12.border=state	-	-	-	-
ich	-	ich	PPER	PRO.Pers.Subst.1.Nom.Sg.*	no	indirect.thought.12.border=state	-	-	-	-
mir	-	sich	PPER	PRO.Refl.Subst.1.Dat.Sg.*	no	indirect.thought.12.border=state	-	-	-	-
nicht	-	nicht	PTKNEG	PART.Neg	no	indirect.thought.12.border=state	-	-	-	-
das	-	der	ART	ART.Def.Acc.Sg.Neut	no	indirect.thought.12.border=state	-	-	-	-
Genick	-	Genick	NN	N.Reg.Acc.Sg.Neut	no	indirect.thought.12.border=state	-	-	-	-
gebrochen	-	brechen	VVPP	VPP.Full.Psp	no	indirect.thought.12.border=state	-	-	-	-
habe	-	haben	VAFIN	VFIN.Haben.1.Sg.Pres.Ind	no	indirect.thought.12.border=state	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	frame.12	-	-	-
ist	-	sein	VAFIN	VFIN.Sein.3.Sg.Pres.Ind	no	-	frame.12	-	-	-
mir	-	sich	PPER	PRO.Pers.Subst.1.Dat.Sg.*	no	-	frame.12	speaker.12	-	-
heute	-	heute	ADV	ADV	no	-	frame.12	-	-	-
noch	-	noch	ADV	ADV	no	-	frame.12	-	-	-
rätselhaft	-	rätselhaft	ADJD	ADJD.Pos	no	-	frame.12	-	intexpr.12	-
—	-	—	ADJD	CARD	no	-	-	-	-	-
es	-	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	-	-	-	-	-
handelte	-	handeln	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
sich	-	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
ja	-	ja	ADV	ADV	no	-	-	-	-	-
aber	-	aber	ADV	ADV	no	-	-	-	-	-
nur	-	nur	ADV	ADV	no	-	-	-	-	-
um	-	um	APPR	APPR.Acc	no	-	-	-	-	-
einen	-	ein	ART	ART.Indef.Acc.Sg.Masc	no	-	-	-	-	-
„German"	-	„German"	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
In	-	in	APPR	APPR.In	yes	-	-	-	-	-
Amoy	-	Amoy	NN	N.Name.Dat.Sg.Neut	no	-	-	-	-	-
angelangt	-	angelangen	VVPP	VPP.Full.Psp	no	-	-	-	-	-
