tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Er	-	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	-	-	-	-	-
war	-	sein	VAFIN	VFIN.Sein.3.Sg.Past.Ind	no	-	-	-	-	-
entlassen	-	entlassen	VVPP	VPP.Full.Psp	no	-	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
und	-	und	KON	CONJ.Coord.-	no	-	frame.18	-	-	-
er	-	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	-	frame.18	speaker.18	-	-
begriff	-	begreifen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	frame.18	-	intexpr.18	-
nicht	-	nicht	PTKNEG	PART.Neg	no	-	frame.18	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	frame.18	-	-	-
weshalb	-	weshalb	PWAV	PROADV.Inter	no	indirect.thought.18.nonfact	-	-	-	-
er	-	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	indirect.thought.18.nonfact	-	-	-	-
so	-	so	ADV	ADV	no	indirect.thought.18.nonfact	-	-	-	-
mißmutig	-	mißmutig	ADJD	ADJD.Pos	no	indirect.thought.18.nonfact	-	-	-	-
durch	-	durch	APPR	APPR.Acc	no	indirect.thought.18.nonfact	-	-	-	-
die	-	der	ART	ART.Def.Acc.Pl.Fem	no	indirect.thought.18.nonfact	-	-	-	-
Straßen	-	Straße	NN	N.Reg.Acc.Pl.Fem	no	indirect.thought.18.nonfact	-	-	-	-
ging	-	gehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	indirect.thought.18.nonfact	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	indirect.thought.18.nonfact	-	-	-	-
da	-	da	KOUS	CONJ.SubFin.-	no	indirect.thought.18.nonfact	-	-	-	-
er	-	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	no	indirect.thought.18.nonfact	-	-	-	-
doch	-	doch	ADV	ADV	no	indirect.thought.18.nonfact	-	-	-	-
der	-	der	ART	ART.Def.Dat.Sg.Fem	no	indirect.thought.18.nonfact	-	-	-	-
Gefahr	-	Gefahr	NN	N.Reg.Dat.Sg.Fem	no	indirect.thought.18.nonfact	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	indirect.thought.18.nonfact	-	-	-	-
