tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Als	-	als	KOUS	CONJ.SubFin.-	yes	-	-	-	-	-
man	-	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	no	-	-	speaker.1_2	-	-
gleich	-	gleich	ADJD	ADV	no	-	-	-	-	-
nach	-	nach	APPR	APPR.Dat	no	-	-	-	-	-
der	-	der	ART	ART.Def.Dat.Sg.Fem	no	-	-	-	-	-
Gründung	-	Gründung	NN	N.Reg.Dat.Sg.Fem	no	-	-	-	-	-
des	-	der	ART	ART.Def.Gen.Sg.Neut	no	-	-	-	-	-
Reichs	-	Reich	NE	N.Reg.Gen.Sg.Neut	no	-	-	-	-	-
notgedrungen	-	notgedrung	ADJD	ADJD.Pos	no	-	-	-	-	-
an	-	an	APPR	APPR.An	no	-	-	-	-	-
die	-	der	ART	ART.Def.Acc.Sg.Fem	no	-	-	-	-	-
Ordnung	-	Ordnung	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
des	-	der	ART	ART.Def.Gen.Sg.Neut	no	-	-	-	-	-
Geldwesens	-	Geldwesen	NN	N.Reg.Gen.Sg.Neut	no	-	-	-	-	-
ging	-	gehen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
erschien	-	erscheinen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	reported.thought.1	-	-	intexpr.1	-
zunächst	-	zunächst	ADV	ADV	no	reported.thought.1	-	-	-	-
die	-	der	ART	ART.Def.Acc.Sg.Fem	no	reported.thought.1	-	-	-	-
Beseitigung	-	Beseitigung	NN	N.Reg.Acc.Sg.Fem	no	reported.thought.1	-	-	-	-
oder	-	oder	KON	CONJ.Coord.-	no	reported.thought.1	-	-	-	-
Einschränkung	-	Einschränkung	NN	N.Reg.Acc.Sg.Fem	no	reported.thought.1	-	-	-	-
und	-	und	KON	CONJ.Coord.-	no	reported.thought.1	-	-	-	-
Regelung	-	Regelung	NN	N.Reg.Acc.Sg.Fem	no	reported.thought.1	-	-	-	-
des	-	der	ART	ART.Def.Gen.Sg.Masc	no	reported.thought.1	-	-	-	-
Papierumlaufs	-	Papierumlauf	NN	N.Reg.Gen.Sg.Masc	no	reported.thought.1	-	-	-	-
den	-	der	ART	ART.Def.Dat.Pl.Masc	no	reported.thought.1	-	-	-	-
meisten	-	meister	PIS	PRO.Indef.Attr.-.Dat.Pl.Masc	no	reported.thought.1	-	-	-	-
als	-	als	KOKOM	CONJ.Comp.-	no	reported.thought.1	-	-	-	-
ein	-	ein	ART	ART.Indef.Nom.Sg.Masc	no	reported.thought.1	-	-	-	-
die	-	der	ART	ART.Def.Acc.Sg.Fem	no	reported.thought.1	-	-	-	-
Münzfrage	-	Münzfrage	NN	N.Reg.Acc.Sg.Fem	no	reported.thought.1	-	-	-	-
nicht	-	nicht	PTKNEG	PART.Neg	no	reported.thought.1	-	-	-	-
unmittelbar	-	unmittelbar	ADJD	ADJD.Pos	no	reported.thought.1	-	-	-	-
berührender	-	berührend	ADJA	ADJA.Pos.Nom.Sg.Masc	no	reported.thought.1	-	-	-	-
Zweig	-	Zweig	NN	N.Reg.Nom.Sg.Masc	no	reported.thought.1	-	-	-	-
der	-	der	ART	ART.Def.Gen.Sg.Fem	no	reported.thought.1	-	-	-	-
Bankgesetzgebung	-	Bankgesetzgebung	NN	N.Reg.Gen.Sg.Fem	no	reported.thought.1	-	-	-	-
.	-	--	$.	SYM.Pun.Sent	no	reported.thought.1	-	-	-	-
Erst	-	erst	ADV	ADV	yes	-	frame.2	-	-	-
allmählich	-	allmählich	ADJD	ADJD.Pos	no	-	frame.2	-	-	-
brach	-	brechen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	frame.2	-	-	-
sich	-	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	frame.2	-	-	-
die	-	der	ART	ART.Def.Nom.Sg.Fem	no	-	frame.2	-	-	-
Erkenntnis	-	Erkenntnis	NN	N.Reg.Nom.Sg.Fem	no	-	frame.2	-	intexpr.2	-
Bahn	-	Bahn	NN	N.Reg.Nom.Sg.Fem	no	-	frame.2	-	-	-
,	-	--	$,	SYM.Pun.Comma	no	-	frame.2	-	-	-
