tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Leider	Leider	leider	ADV	ADV	yes	reported.speech.1.nonfact	-	-	-	-
kann	kann	können	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	no	reported.speech.1.nonfact	-	-	-	-
man	man	man	PIS	PRO.Indef.Subst.-.Nom.Sg.*	no	reported.speech.1.nonfact	-	speaker.1	-	-
dieses	dieses	dieser	PDAT	PRO.Dem.Subst.-.Acc.Sg.Neut	no	reported.speech.1.nonfact	-	-	-	-
von	von	von	APPR	APPR.Dat	no	reported.speech.1.nonfact	-	-	-	-
der	der	der	ART	ART.Def.Dat.Sg.Fem	no	reported.speech.1.nonfact	-	-	-	-
zweiten	zweiten	zweiter	ADJA	ADJA.Pos.Dat.Sg.Fem	no	reported.speech.1.nonfact	-	-	-	-
Bestimmung	Bestimmung	Bestimmung	NN	N.Reg.Dat.Sg.Fem	no	reported.speech.1.nonfact	-	-	-	-
nicht	nicht	nicht	PTKNEG	PART.Neg	no	reported.speech.1.nonfact	-	-	-	-
sagen	sagen	sagen	VVINF	VINF.Full.-	no	reported.speech.1.nonfact	-	-	intexpr.1	-
,	,	--	$,	SYM.Pun.Comma	no	reported.speech.1.nonfact	-	-	-	-
nämlich	nämlich	nämlich	ADV	ADV	no	reported.speech.1.nonfact	-	-	-	-
von	von	von	APPR	APPR.Dat	no	reported.speech.1.nonfact	-	-	-	-
Paragraph	Paragraph	Paragraph	NN	N.Reg.Dat.Sg.Masc	no	reported.speech.1.nonfact	-	-	-	-
866	866	866	CARD	CARD	no	reported.speech.1.nonfact	-	-	-	-
Absatz	Absatz	Absatz	NN	N.Reg.Nom.Sg.Masc	no	reported.speech.1.nonfact	-	-	-	-
3	3	3	CARD	CARD	no	reported.speech.1.nonfact	-	-	-	-
der	der	der	ART	ART.Def.Gen.Sg.Fem	no	reported.speech.1.nonfact	-	-	-	-
Zivilprozeßordnung	Zivilprozeßordnung	Zivilprozeßordnung	NN	N.Reg.Gen.Sg.Fem	no	reported.speech.1.nonfact	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	reported.speech.1.nonfact	-	-	-	-
Er	Er	er	PPER	PRO.Pers.Subst.3.Nom.Sg.Masc	yes	-	frame.2	speaker.2	-	-
lautet	lautet	lauten	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	frame.2	-	intexpr.2	-
:	:	--	$.	SYM.Pun.Colon	no	-	frame.2	-	-	-
„	&quot;	&quot;	$(	N.Reg.Nom.Sg.Masc	no	direct.writing.2	-	-	-	-
Auf	Auf	auf	APPR	APPR.Auf	no	direct.writing.2	-	-	-	-
Grund	Grund	Grund	NN	N.Reg.Acc.Sg.Masc	no	direct.writing.2	-	-	-	-
eines	eines	ein	ART	ART.Indef.Gen.Sg.Masc	no	direct.writing.2|reported.writing.4	-	-	-	-
Vollstreckungsbefehls	Vollstreckungsbefehls	Vollstreckungsbefehl	NN	N.Reg.Gen.Sg.Masc	no	direct.writing.2|reported.writing.4	-	speaker.4	-	-
findet	findet	finden	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	direct.writing.2	-	-	-	-
die	die	der	ART	ART.Def.Acc.Sg.Fem	no	direct.writing.2|reported.writing.15	-	-	-	-
Eintragung	Eintragung	Eintragung	NN	N.Reg.Acc.Sg.Fem	no	direct.writing.2|reported.writing.15	-	-	intexpr.15	-
einer	einer	ein	ART	ART.Indef.Gen.Sg.Fem	no	direct.writing.2|reported.writing.15	-	-	-	-
Sicherungshypothek	Sicherungshypothek	Sicherungshypothek	NN	N.Reg.Gen.Sg.Fem	no	direct.writing.2|reported.writing.15	-	-	-	-
nicht	nicht	nicht	PTKNEG	PART.Neg	no	direct.writing.2	-	-	-	-
statt	statt	statt	PTKVZ	PART.Verb	no	direct.writing.2	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	direct.writing.2	-	-	-	-
Auf	Auf	auf	APPR	APPR.Auf	yes	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
Grund	Grund	Grund	NN	N.Reg.Acc.Sg.Masc	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
eines	eines	ein	ART	ART.Indef.Gen.Sg.Masc	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
andern	anderen	anderer	ADJA	ADJA.Pos.Gen.Sg.Masc	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
Schuldtitels	Schuldtitels	Schuldtitel	NN	N.Reg.Gen.Sg.Masc	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	intexpr.5	-
darf	darf	dürfen	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
eine	eine	ein	ART	ART.Indef.Nom.Sg.Fem	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
Sicherungshypothek	Sicherungshypothek	Sicherungshypothek	NN	N.Reg.Nom.Sg.Fem	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
nur	nur	nur	ADV	ADV	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
für	für	für	APPR	APPR.Acc	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
eine	eine	ein	ART	ART.Indef.Acc.Sg.Fem	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
den	den	der	ART	ART.Def.Acc.Sg.Masc	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
Betrag	Betrag	Betrag	NN	N.Reg.Acc.Sg.Masc	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
von	von	von	APPR	APPR.Dat	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
300	300	300	CARD	CARD	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
Mark	Mark	Mark	NN	N.Reg.*.*.Fem	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
übersteigende	übersteigende	übersteigend	ADJA	ADJA.Pos.Nom.Sg.Fem	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
Forderung	Forderung	Forderung	NN	N.Reg.Nom.Sg.Fem	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
eingetragen	eingetragen	eintragen	VVPP	VPP.Full.Psp	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
werden	werden	werden	VAINF	VINF.Aux.-	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	direct.writing.2|reported.speech writing.5.nonfact	-	-	-	-
