tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Das	Das	der	ART	ART.Def.Nom.Sg.Neut	yes	-	-	-	-	-
Arabertum	Arabertum	Arabertum	NN	N.Reg.Nom.Sg.Neut	no	-	-	-	-	-
wehrte	wehrte	wehren	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
sich	sich	sich	PRF	PRO.Refl.Subst.3.Acc.Sg.*	no	-	-	-	-	-
verzweifelt	verzweifelt	verzweifelt	ADJD	ADJD.Pos	no	-	-	-	-	-
gegen	gegen	gegen	APPR	APPR.Acc	no	-	-	-	-	-
die	die	der	ART	ART.Def.Acc.Pl.Masc	no	-	-	-	-	-
fremden	fremden	fremd	ADJA	ADJA.Pos.Acc.Pl.Masc	no	-	-	-	-	-
Bedrücker	Bedrücker	Bedrücker	NN	N.Reg.Acc.Pl.Masc	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
aber	aber	aber	KON	CONJ.Coord.Aber	no	-	-	-	-	-
es	es	es	PPER	PRO.Pers.Subst.3.Nom.Sg.Neut	no	-	-	-	-	-
unterlag	unterlag	unterliegen	VVFIN	VFIN.Full.3.Sg.Past.Ind	no	-	-	-	-	-
.	.	--	$.	SYM.Pun.Sent	no	-	-	-	-	-
Die	Die	der	ART	ART.Def.Nom.Sg.Fem	yes	-	-	-	-	-
energische	energische	energisch	ADJA	ADJA.Pos.Nom.Sg.Fem	no	-	-	-	-	-
Unterdrückung	Unterdrückung	Unterdrückung	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
des	des	der	ART	ART.Def.Gen.Sg.Masc	no	-	-	-	-	-
arabischen	arabischen	arabisch	ADJA	ADJA.Pos.Gen.Sg.Masc	no	-	-	-	-	-
Aufstands	Aufstands	Aufstand	NN	N.Reg.Gen.Sg.Masc	no	-	-	-	-	-
durch	durch	durch	APPR	APPR.Acc	no	-	-	-	-	-
Wißmann	Wißmann	Wißmann	NN	N.Reg.Acc.Sg.Masc	no	-	-	-	-	-
