tok	normtok	lemma	pos	rfpos	sentstart	stwr	frame	speaker	intexpr	note
Dabei	Dabei	dabei	PAV	PROADV.Dem	yes	-	-	-	-	-
besteht	besteht	bestehen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
noch	noch	noch	ADV	ADV	no	-	-	-	-	-
die	die	der	ART	ART.Def.Nom.Sg.Fem	no	-	-	-	-	-
Wahrscheinlichkeit	Wahrscheinlichkeit	Wahrscheinlichkeit	NN	N.Reg.Nom.Sg.Fem	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
daß	daß	daß	KOUS	CONJ.SubFin.-	no	-	-	-	-	-
einzelne	einzelne	einzeln	ADJA	ADJA.Pos.Nom.Pl.Fem	no	-	-	-	-	-
Parteien	Parteien	Partei	NN	N.Reg.Nom.Pl.Fem	no	-	-	-	-	-
den	den	der	ART	ART.Def.Dat.Pl.Masc	no	-	-	-	-	-
Wünschen	Wünschen	Wünsche	NN	N.Reg.Dat.Pl.Masc	no	reported.speech.1	-	-	intexpr.1	-
der	der	der	ART	ART.Def.Gen.Pl.Masc	no	reported.speech.1	-	-	-	-
sozialdemokratischen	sozialdemokratischen	sozialdemokratisch	ADJA	ADJA.Pos.Gen.Pl.Masc	no	reported.speech.1	-	-	-	-
Agitationsredner	Agitationsredner	Agitationsredner	NN	N.Reg.Gen.Pl.Masc	no	reported.speech.1	-	speaker.1	-	-
ohnehin	ohnehin	ohnehin	ADV	ADV	no	-	-	-	-	-
mehr	mehr	mehr	PIS	PRO.Indef.Attr.-.*.*.*	no	-	-	-	-	-
als	als	als	KOKOM	CONJ.Comp.-	no	-	-	-	-	-
billig	billig	billig	ADJD	ADJD.Pos	no	-	-	-	-	-
entgegenkommen	entgegenkommen	entgegenkommen	VVINF	VINF.Full.-	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
da	da	da	KOUS	CONJ.SubFin.-	no	reported.speech.18	-	-	-	-
sie	sie	sie	PPER	PRO.Pers.Subst.3.Nom.Pl.*	no	reported.speech.18	-	-	-	-
selbst	selbst	selbst	ADV	ADV	no	reported.speech.18	-	-	-	-
Redner	Redner	Redner	NN	N.Reg.Nom.Pl.Masc	no	reported.speech.18	-	speaker.18_19	-	-
haben	haben	haben	VAINF	VFIN.Haben.3.Pl.Pres.Ind	no	reported.speech.18	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	reported.speech.18	-	-	-	-
die	die	der	PRELS	PRO.Rel.Subst.-.Nom.Pl.Masc	no	reported.speech.18	-	-	-	-
es	es	es	PPER	PRO.Pers.Subst.3.Acc.Sg.Neut	no	reported.speech.18	-	-	-	-
auch	auch	auch	ADV	ADV	no	reported.speech.18	-	-	-	-
nicht	nicht	nicht	PTKNEG	PART.Neg	no	reported.speech.18	-	-	-	-
leicht	leicht	leicht	ADJD	ADJD.Pos	no	reported.speech.18	-	-	-	-
unter	unter	unter	APPR	APPR.Unter	no	reported.speech.18	-	-	-	-
zwei	zwei	zwei	CARD	CARD	no	reported.speech.18	-	-	-	-
Stunden	Stunden	Stunde	NN	N.Reg.Dat.Pl.Fem	no	reported.speech.18	-	-	-	-
tun	tun	tun	VVINF	VINF.Full.-	no	reported.speech.18	-	-	intexpr.18	-
.	.	--	$.	SYM.Pun.Sent	no	reported.speech.18	-	-	-	-
Soweit	Soweit	soweit	KOUS	CONJ.SubFin.-	yes	-	-	-	-	-
bei	bei	bei	APPR	APPR.Dat	no	-	-	-	-	-
diesen	diesen	dieser	PDAT	PRO.Dem.Attr.-.Dat.Pl.Masc	no	reported.speech.19	-	-	-	-
Dauerreden	Dauerreden	Dauerrede	NN	N.Reg.Dat.Pl.Masc	no	reported.speech.19	-	-	intexpr.19	-
nicht	nicht	nicht	PTKNEG	PART.Neg	no	-	-	-	-	-
bloß	bloß	bloß	ADV	ADV	no	-	-	-	-	-
persönliche	persönliche	persönlich	ADJA	ADJA.Pos.Acc.Sg.Fem	no	-	-	-	-	-
Eitelkeit	Eitelkeit	Eitelkeit	NN	N.Reg.Acc.Sg.Fem	no	-	-	-	-	-
ins	ins	in	APPRART	APPRART.Acc.Sg.Neut	no	-	-	-	-	-
Spiel	Spiel	Spiel	NN	N.Reg.Acc.Sg.Neut	no	-	-	-	-	-
kommt	kommt	kommen	VVFIN	VFIN.Full.3.Sg.Pres.Ind	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
kann	kann	können	VMFIN	VFIN.Mod.3.Sg.Pres.Ind	no	-	-	-	-	-
doch	doch	doch	ADV	ADV	no	-	-	-	-	-
auch	auch	auch	ADV	ADV	no	-	-	-	-	-
bloß	bloß	bloß	ADV	ADV	no	-	-	-	-	-
der	der	der	ART	ART.Def.Nom.Sg.Masc	no	-	-	-	-	-
Zweck	Zweck	Zweck	NN	N.Reg.Nom.Sg.Masc	no	-	-	-	-	-
vorwalten	vorwalten	vorwalten	VVINF	VPP.Full.Psp	no	-	-	-	-	-
,	,	--	$,	SYM.Pun.Comma	no	-	-	-	-	-
zum	zum	zu	APPRART	APPRART.Dat.Sg.Neut	no	reported.speech.3.prag	-	-	-	-
Fenster	Fenster	Fenster	NN	N.Reg.Dat.Sg.Neut	no	reported.speech.3.prag	-	-	-	-
hinaus	hinaus	hinaus	APZR	APZR	no	reported.speech.3.prag	-	-	-	-
zu	zu	zu	PTKZU	PART.Zu	no	reported.speech.3.prag	-	-	-	-
